['topics', 0.9947570837011693]
['wharf', 0.9582425489581323]
['shinin', 0.9581939289475402]
['inconsequent', 0.9581933503755801]
['systematic', 0.957855366105364]
['reproaches', 0.9578123863977269]
['_passion', 0.9578081695613345]
['hungry', 0.9576857456382333]
['bitterness', 0.9573187164372254]
['nuncio', 0.9572919999268554]
['deceived', 0.9571400922487463]
['angry', 0.9570100148700504]
['obedient', 0.9564913534504806]
['eyeless', 0.955663128865344]
['fiords', 0.9552444299284519]
['reigning', 0.9552444299284519]
['firmer', 0.9551106915177141]
['adventurers', 0.9549825158080053]
['browse', 0.9548728212173977]
['thrills', 0.9547468650280936]
['indulgent', 0.9547277267234148]
['baba', 0.9546486117032486]
['strangles', 0.9545519219600286]
['reacts', 0.9545152342684649]
['steamboats', 0.9544738943527225]
['field', 0.9543568609598898]
['gittin', 0.9542376805082656]
['gore', 0.9541652432594229]
['manly', 0.9540334756676607]
['complained', 0.953843201980718]
['charmingly', 0.9538326817961176]
['bowling', 0.9531835826353195]
['long', 0.9529529173366036]
['peeled', 0.9529041999377814]
['striped', 0.9526083868103185]
['sixteenth', 0.9523561424654715]
['deftness', 0.9523350292767001]
['daylight', 0.9523314776134034]
['unscathed', 0.9523038426160191]
['arcanum', 0.9516421986274354]
['explorations', 0.9514462138944387]
['demonstrable', 0.951393551632482]
['feces', 0.951117149102737]
['outcropping', 0.9509804165584526]
['example', 0.9509057359115173]
['emphatic', 0.9506307639530235]
['awaken', 0.9505568658213854]
['falsetto', 0.9504128151776423]
['accursed', 0.9503598941587676]
['compounds', 0.9501961995009756]
['exaltation', 0.9499744059399085]
['parding', 0.9498858184794455]
['doomed', 0.9497244920356028]
['galilee', 0.9497211520169806]
['endless', 0.9496340467978162]
['succeeding', 0.9494508864367965]
['swathing', 0.9494242744163546]
['unbeliever', 0.9492806999922102]
['watertown', 0.9492119998225546]
['types', 0.9490498644173543]
['fences', 0.9490004588934294]
['efficiently', 0.9489270163660231]
['grata', 0.9485538180472147]
['still', 0.9482404803663307]
['amazon', 0.9480815950939754]
['immortality', 0.9480571915264576]
['supremely', 0.9480169181916095]
['than', 0.9479475126577211]
['_so_', 0.9476306111184084]
['ennobles', 0.9476244004817895]
['raking', 0.9476225400223532]
['animadversion', 0.9475273179604574]
['cour', 0.9475215770887967]
['scouted', 0.9474825665375759]
['sportsman', 0.9474409594515881]
['harmful', 0.9473970889984841]
['suspenders', 0.9472249678008225]
['clanking', 0.947127724754448]
['fang', 0.9469478572638976]
['detection', 0.9468128939990322]
['blackest', 0.9468128939990322]
['prowlings', 0.9468101009148072]
['vindar', 0.9465015918569765]
['sockets', 0.9465015918569765]
['grandnephew', 0.9465015918569765]
['patineurs', 0.9463917815488302]
['interpellations', 0.946143439636846]
['watchword', 0.9459161409341256]
['attiring', 0.9458456270952645]
['platoon', 0.9456495573499824]
['incapacitating', 0.9456338188870442]
['prescience', 0.9456080867679452]
['balkan', 0.9456076828730742]
['felicitations', 0.9453769506015266]
['namesake', 0.9447888665521146]
['kritters', 0.9447760335517716]
['depth', 0.9447553068026497]
['annaei', 0.9446824673350334]
['living', 0.944462485211783]
['grasps', 0.9443712841932363]
['hugest', 0.9443711624086761]
['comers', 0.9440634754398972]
['jotted', 0.9440417187194068]
['sparkle', 0.9439943437092706]
['landholders', 0.9439416630712273]
['accident', 0.9438325320442776]
['savagely', 0.9438187914291376]
['alleys', 0.9436926046328139]
['greatly', 0.9435820869316305]
['yards', 0.9433957390895148]
['graven', 0.9433541816458042]
['litigation', 0.9433007590117458]
['docks', 0.9432733843669371]
['shrouded', 0.9432403483861793]
['desires', 0.9431739322293473]
['interessantes', 0.9431593136038364]
['weighty', 0.9431055257873528]
['certainty', 0.9430226880852661]
['transferred', 0.9430083631520301]
['gruntings', 0.9429259775909836]
['dismay', 0.9428890498083592]
['theatre', 0.942831830318131]
['administrations', 0.9427336585887449]
['particularity', 0.9426429919164286]
['feigned', 0.9426402776826523]
['shocks', 0.9426009754941874]
['stitched', 0.9425462523540691]
['refashion', 0.9425025418729298]
['citizens', 0.9423668848088723]
['onset', 0.9422756780132738]
['pincio', 0.9421891179638445]
['eminently', 0.9420558827021722]
['wilderness', 0.941975219554592]
['refuted', 0.9419611014708054]
['_through_', 0.9419611014708054]
['betide', 0.9419507630054926]
['class', 0.9418340561056695]
['chains', 0.941798863681784]
['trapper', 0.9416451652043251]
['jauntily', 0.9416451652043251]
['withdraw', 0.9416063062018463]
['1901', 0.9415959248346019]
['heures', 0.9414311329902971]
['downloading', 0.9414261888209553]
['equanimity', 0.9414261888209553]
['appalachians', 0.9414261888209553]
['solved', 0.9414261888209553]
['horrid', 0.9414261888209553]
['waterfall', 0.9414261888209553]
['distinct', 0.9414261888209553]
['rabbit', 0.9414261888209553]
['semi', 0.9413989058148929]
['undersecretary', 0.9412778222555185]
['tongtoia', 0.9412631888458667]
['lark', 0.9412142215169963]
['disclosed', 0.9411024444567154]
['talking', 0.9407830296392283]
['radio', 0.9407757611583331]
['cited', 0.9407085603021212]
['aint', 0.9407085603021212]
['lissa', 0.9405725436947464]
['vulcan', 0.9405426578133632]
['yells', 0.9405426578133632]
['steamer', 0.9405194309193965]
['webbed', 0.9405194309193965]
['groupe', 0.9405194309193965]
['weave', 0.9403826585195812]
['scotchman', 0.9403826585195812]
['beggin', 0.9403524850981674]
['combine', 0.9403524850981674]
['faculty', 0.9401373578384346]
['roadside', 0.9400927520217804]
['foot', 0.9399432567767375]
['systems', 0.9399432567767375]
['walnut', 0.9399432567767375]
['hazing', 0.9399432567767375]
['sterile', 0.9399432567767375]
['proves', 0.9399432567767375]
['see', 0.9399432567767375]
['absurd', 0.9399432567767375]
['minnows', 0.9399432567767375]
['frances', 0.9399432567767375]
['busily', 0.9399432567767375]
['wrangling', 0.9399432567767375]
['recites', 0.9399432567767375]
['scrutinised', 0.9397259591145718]
['resounds', 0.9396889820577754]
['mariners', 0.939648015752697]
['footman', 0.9395263803329021]
['indian', 0.9393421253274653]
['makes', 0.9392342157298155]
['winning', 0.9392342157298155]
['pekin', 0.9390680813086728]
['ends', 0.9388234826650221]
['henceforward', 0.9386194885924624]
['curtain', 0.9386194885924624]
['more', 0.9385600850766489]
['censure', 0.9373692594775211]
['brimstone', 0.9373047885012005]
['discolored', 0.9372869214566981]
['bother', 0.9372226105961275]
['disorganized', 0.9367822260513077]
['entrust', 0.9365714299184297]
['moulded', 0.9365334332167449]
['heroic', 0.9365145582865932]
['counties', 0.9361474794414205]
['tuesday', 0.9359922842776639]
['cumbrous', 0.9352804052520338]
['cultures', 0.9351644798979984]
['immeasurably', 0.935057056116297]
['mesmerised', 0.9350242707074827]
['contrition', 0.9348441409769385]
['anticipation', 0.9347765137399061]
['mutton', 0.9347720844323831]
['chilling', 0.9346268613333714]
['weakest', 0.9346127243473765]
['fastening', 0.9345034663283582]
['ward', 0.9343101247820066]
['bathed', 0.9335659501314876]
['cap', 0.9332865635413119]
['_barranca_', 0.9332609146223907]
['doors', 0.93300348574917]
['route', 0.9328097120413902]
['sauntered', 0.9324427322696109]
['promptitude', 0.9324279121032771]
['castaways', 0.9323896709264814]
['compromised', 0.9322796404977999]
['unlocked', 0.9318659122523258]
['together', 0.9317823385315035]
['relict', 0.9313639150756698]
['devices', 0.9310446522426538]
['irritate', 0.9310359443803328]
['dupes', 0.9309892717444188]
['derelict', 0.9304608434013432]
['rapidly', 0.9301206713665606]
['advocacy', 0.9300555909954128]
['tiny', 0.9300211184205874]
['dazedly', 0.929984004023094]
['mixes', 0.9299677349948207]
['bergs', 0.9299677349948207]
['consumed', 0.9299677349948207]
['99', 0.9298799111326742]
['quivering', 0.9298319964774557]
['petition_', 0.9298060034148254]
['1875', 0.9295486050391057]
['similarly', 0.9295136600642553]
['constrains', 0.9293863578594782]
['oatmeal', 0.9291375868736356]
['flashes', 0.9291125134979974]
['abiding', 0.9287895744145542]
['vegetable', 0.9287895744145542]
['nations', 0.9287209359960821]
['scythe', 0.9286803243027005]
['subdue', 0.928452053075052]
['tears', 0.9283082911391001]
['chimiques', 0.9281899124830938]
['slaughtering', 0.9280538008157234]
['clerge', 0.9280150044850908]
['him', 0.9278842340055332]
['energy', 0.9278461026642005]
['emerson', 0.927526030441435]
['ballroom', 0.9275107548175869]
['burglars', 0.9274426593144193]
['punctuation', 0.9274426593144193]
['broadside', 0.9274426593144193]
['trout', 0.9274289794600657]
['persuasion', 0.9273571740516806]
['tithe', 0.9272246539641242]
['encouraging', 0.9271795086636851]
['reach', 0.9271749373419348]
['graceful', 0.9267934981056462]
['obstructing', 0.9265317871864355]
['binnacle', 0.9262558703583055]
['dismissed', 0.9260745693185943]
['baying', 0.9260745693185943]
['developed', 0.9259339231450704]
['sociable', 0.9254997423030564]
['disastrous', 0.9252521867978635]
['breakdown', 0.9251537648528666]
['unanswered', 0.9250973804709831]
['preparations', 0.925069890342674]
['cycle', 0.9250462847689517]
['apply', 0.9250089648873259]
['investigate', 0.9250059607754132]
['novels', 0.9242349093005164]
['shoe', 0.92386070434195]
['outfitted', 0.9237923507874148]
['signals', 0.9237923507874148]
['anaxagoras', 0.9237438630312215]
['mislead', 0.9236874928460695]
['inane', 0.923555948631154]
['wordsworth', 0.9234447812760145]
['ard', 0.9232343651907516]
['brick', 0.9230969056911739]
['s_', 0.9229860954320235]
['fumble', 0.922640813764397]
['dared', 0.9224836668764435]
['tongues', 0.9222892514903154]
['overshadowing', 0.9222174377377473]
['gravitating', 0.9222016977821144]
['windfall', 0.9222016977821144]
['correspond', 0.9219699036774867]
['psychic', 0.921636547764818]
['dye', 0.9213957807004991]
['projecting', 0.9212971198214157]
['creature', 0.9212351156421927]
['noised', 0.921218402217645]
['statue', 0.9211094593373896]
['suppression', 0.9208510198965045]
['hazily', 0.9205089801208663]
['chase', 0.9204798058621594]
['paquet', 0.9203706089331267]
['springy', 0.9200709183913992]
['vows', 0.919927023544296]
['garner', 0.9197464678354161]
['eggs', 0.9197082946044621]
['shut', 0.9196098601963821]
['snarled', 0.9195183299827216]
['labours', 0.9191814689677318]
['_living_', 0.9189813222928366]
['privilege', 0.9189250588029529]
['scraggy', 0.918864535027344]
['concini', 0.9187899719774975]
['intermittent', 0.918504477885346]
['shallow', 0.918504477885346]
['match', 0.918504477885346]
['_political', 0.918504477885346]
['remy', 0.9184908288772495]
['visites', 0.9184408990606711]
['money', 0.9184010465069065]
['surmounted', 0.9183528771817135]
['parlance', 0.9183195486372263]
['therewith', 0.9183193951911085]
['dunce', 0.9183193951911085]
['bazaine', 0.9180853986348065]
['glees', 0.9179746968690669]
['petron', 0.9175375224342238]
['emotional', 0.917240326146485]
['lyrics', 0.9171393245150301]
['creditor', 0.9171368369990777]
['when', 0.9170291126171051]
['energetic', 0.9169483307063473]
['screen', 0.9167821044370291]
['doctor', 0.9167063481043708]
['organization', 0.9165591214649349]
['stayers', 0.9164847394056174]
['compact', 0.9164697159852003]
['carboniferous', 0.9164471411170104]
['carts', 0.9161536474573276]
['funeral', 0.9161184400601389]
['perron', 0.916078080791952]
['unthinking', 0.9159812582497204]
['fulfil', 0.915916922849396]
['elongated', 0.9157036517209327]
['circumscription', 0.9155818990789104]
['pertinacity', 0.9155818990789104]
['disobedient', 0.9155558187678179]
['bamboo', 0.9154965235406469]
['privately', 0.9154314761014618]
['lies', 0.9154247354249336]
['cambridge', 0.9153733731817971]
['occurs', 0.9148223130217724]
['daughters', 0.9148223130217724]
['xxvi', 0.9148223130217724]
['lurid', 0.9148223130217724]
['politics', 0.9148223130217724]
['qualities', 0.9148223130217724]
['dress', 0.9145607863056803]
['microscopes', 0.9144181258145279]
['wavelet', 0.9141150636323427]
['gare', 0.914013106603939]
['mass', 0.9139155579783773]
['command', 0.9137878903623133]
['immanent', 0.9133808129585068]
['apprentice', 0.9132591110576821]
['professed', 0.913060512110353]
['protestations', 0.912950433579623]
['terra', 0.9129289500358487]
['originality', 0.9129131450524207]
['impart', 0.9128416195278947]
['hosts', 0.9127236465135464]
['pottsdam', 0.912569476229405]
['quiver', 0.9119287159752687]
['upholstery', 0.9117411875308528]
['catastrophe', 0.9116907101747499]
['sjaani', 0.9116034244890063]
['its', 0.9115202220883468]
['unbelievingly', 0.9113436587506317]
['1876', 0.9112457044959494]
['pie', 0.9110038626849165]
['bodied', 0.910998991710001]
['singleness', 0.9109242530104332]
['espionage', 0.9109091212812079]
['wilt', 0.9108436953470405]
['missing', 0.9107210676873829]
['stripped', 0.910530083634095]
['emerald', 0.910512723570228]
['resisted', 0.9104190571928809]
['tiberius', 0.9103886387323173]
['notifies', 0.9102023393996506]
['annam', 0.9099802043898557]
['appetites', 0.9099350350916491]
['simplified', 0.9098718755655639]
['scrubbing', 0.9090516821013638]
['loosening', 0.9087363560458901]
['fauna', 0.9085227903141759]
['helping', 0.9080019204455587]
['ways', 0.90778801387016]
['camps', 0.9076899563423438]
['versa_', 0.9073894474742203]
['bottles', 0.9073246377503819]
['dimly', 0.9071476334470663]
['underrate', 0.9071222481156844]
['writes', 0.9070988723068094]
['finished', 0.9070842215518955]
['terrestrials', 0.9066183141430402]
['iss', 0.9061347231703961]
['vestured', 0.9061056717190299]
['lethargy', 0.9060992133398094]
['youthful', 0.9060190878234727]
['occasional', 0.9059779094411383]
['record', 0.9059499947691119]
['milton', 0.9054270733117853]
['kind_', 0.9053146172777138]
['perform', 0.905198467046613]
['messalina', 0.905117103161825]
['band', 0.9050693249229771]
['dreariest', 0.905017256102828]
['pulsated', 0.905017256102828]
['diversion', 0.905017256102828]
['lifting', 0.905017256102828]
['deny', 0.905017256102828]
['dozens', 0.9048578621042047]
['output', 0.9046724939859098]
['leaf', 0.9043670172600801]
['rapacious', 0.9043402392289549]
['fraudulently', 0.9040575224693365]
['hope', 0.9040189457700506]
['describing', 0.9037684901407447]
['suggestions', 0.9037213327319755]
['hills', 0.9035812539182296]
['dingy', 0.9035433592107187]
['thoughtful', 0.9032522818220763]
['tour', 0.9030582267600353]
['disputants', 0.9029353151938868]
['exquisitely', 0.9026243495690707]
['balmy', 0.9025725915331553]
['housewife', 0.9025725915331553]
['reservoirs', 0.9023637743537412]
['birth', 0.9021350709813897]
['reaping', 0.9021195645979454]
['breaker', 0.9020340384949037]
['dislike', 0.9019211534826015]
['milon', 0.9018729629703605]
['affirm', 0.9018474862971096]
['seraphs', 0.9018349427101272]
['brushed', 0.9013202665210311]
['casting', 0.9012775009493329]
['_bereaved_', 0.9012349577266627]
['hazelike', 0.9010800728165236]
['sycamores', 0.9008931582295822]
['honor', 0.9008439832129036]
['pails', 0.9005085039239261]
['merge', 0.9004951046610992]
['lump', 0.9004434791985042]
['way', 0.9003714894230019]
['swarmed', 0.9002227035174013]
['arrested', 0.9001765981993975]
['spotless', 0.9001364433846064]
