['dramatic', 0.9974483069894637]
['rouses', 0.958205670935186]
['promontories', 0.9581001951641696]
['subduing', 0.9579371198253537]
['statue', 0.9576526813012008]
['kind_', 0.957645195856386]
['patten', 0.9576129561763658]
['disorganized', 0.9575819990846078]
['weights', 0.957420022049839]
['wild', 0.9573774467102801]
['teak', 0.9571970225971204]
['hope', 0.9570656141790062]
['deafness', 0.9570461325933344]
['chased', 0.9570405365204107]
['eggs', 0.9569005560274174]
['shearing', 0.9567551967471455]
['compelling', 0.9566626573454892]
['ruminated', 0.9566014578149183]
['inflammation', 0.9562999385971878]
['interposition', 0.955990724191836]
['enthusiastic', 0.9558763125580113]
['perfidious', 0.9556529676128256]
['worth', 0.9556266490602402]
['persistent', 0.9556107693124692]
['accusation', 0.9552213483225727]
['tacks', 0.9551800668614183]
['mournful', 0.9551628952732795]
['rheumatic', 0.9551059442196922]
['increases', 0.9550910507172654]
['previous', 0.9549058888144127]
['creek', 0.9549053891456434]
['amongst', 0.9547213888917153]
['ah', 0.9546849726749448]
['point', 0.954628324387121]
['prostration', 0.9545788646964058]
['cheaper', 0.9545303803918549]
['cactus', 0.9544123903857384]
['rockiness', 0.9542808223121465]
['prefet', 0.9542560421655042]
['size', 0.954125051181409]
['strengthens', 0.9540711949852576]
['expanded', 0.9539982108274059]
['puis', 0.9539367367732997]
['blazing', 0.9538889679226176]
['overheated', 0.9538088549626343]
['homely', 0.9537155192364842]
['engross', 0.9536062944973326]
['billowing', 0.9532638920432952]
['odious', 0.9532098935830737]
['influence', 0.9531672444031751]
['forked', 0.9530864143666238]
['scratching', 0.9530086637805683]
['supplication', 0.9528906912192836]
['cooerdinating', 0.9528826467750848]
['dispose', 0.9527328556700242]
['curtly', 0.9524462835900442]
['decent', 0.9522044125074777]
['awful', 0.9521562119314109]
['torn', 0.9520459756742822]
['bolted', 0.9519854925642093]
['flush', 0.9518027855042797]
['refused', 0.9517516085877489]
['catholics', 0.9516962423966548]
['chrysanthemums', 0.9515930429352302]
['competitions', 0.9515744267947851]
['dogma', 0.9514863274180247]
['modesty', 0.9512620222278585]
['solve', 0.9511718586943608]
['zuylen', 0.9511199306624416]
['thrust', 0.9509212042861043]
['patrimony', 0.9507832719780527]
['lightness', 0.9507807455766669]
['emphasis', 0.950720655989064]
['gapped', 0.9507105151205287]
['interlocked', 0.9506934940491344]
['crois', 0.9505800380793539]
['suspicious', 0.9505002168803861]
['arrogance', 0.9504034315216859]
['commencement', 0.9504019297163047]
['catholic', 0.9502502075114682]
['unutterable', 0.9500429377465415]
['correction', 0.9497270684740445]
['syllables', 0.9495784903710701]
['temples', 0.9495178412135066]
['polemics', 0.949486215773326]
['squashing', 0.9494080108475679]
['traders', 0.94938317433995]
['ibiblio', 0.9492486065852396]
['tinned', 0.9490581183990324]
['site', 0.9488506314888545]
['alderswamp', 0.948672264632339]
['carvalho', 0.9486523394029244]
['lessening', 0.9485765223445921]
['piety', 0.9483578411988515]
['apprehensions', 0.9483115300585503]
['dining', 0.9482075433267603]
['dried', 0.9481845830564914]
['conclusions', 0.9481290210403183]
['_ais', 0.9479597848032784]
['blankly', 0.9476254304763033]
['jaw', 0.9475992654492679]
['jetes', 0.9475613777764534]
['_first', 0.9475508037659939]
['ak', 0.9475314719379327]
['sheriff', 0.947507326305204]
['waddled', 0.9474078763051768]
['ransomed', 0.9474078763051768]
['anderson', 0.9474078763051768]
['crystals', 0.9474059284913967]
['sma', 0.9473572370521911]
['dye', 0.9472579681640485]
['petting', 0.9470976539164544]
['arriving', 0.9470671664040469]
['track', 0.9469230097368455]
['eternally', 0.9469165703805106]
['flushed', 0.946796494800061]
['belligerents', 0.9467675959826536]
['intrusted', 0.9467077091230192]
['_conclusion_', 0.9465998647473494]
['inquired', 0.946597077021447]
['billiard', 0.94652874067823]
['conductor', 0.946190795963762]
['pavement', 0.9461388397345533]
['shame', 0.9460380375132603]
['jostling', 0.9459813004504555]
['careful', 0.945959805629487]
['improved', 0.9458317103148357]
['unmarried', 0.9457313348274888]
['characteristic', 0.945646975810087]
['readily', 0.9456202294256878]
['benefits', 0.9456047282897122]
['hearts', 0.9456021172906384]
['trench', 0.9455969063487603]
['rooting', 0.9455948222768433]
['faure', 0.9454604353605038]
['sabe_', 0.9454526810090337]
['quietly', 0.9454200195377274]
['pricks', 0.9450994483983481]
['fastening', 0.9449929090845762]
['grimmest', 0.9449636757725263]
['repayed', 0.9447754103408528]
['improvised', 0.9445379838625998]
['recked', 0.9445339549636462]
['sangamo', 0.9444735722034595]
['written', 0.9443816246301717]
['goethe', 0.9443402287479747]
['carries', 0.944314529687774]
['table', 0.9442639601004903]
['conceived', 0.9441927063582839]
['perceive', 0.9441830486081328]
['plume_', 0.94407407990807]
['jason', 0.9440687481723375]
['genii', 0.943842411129391]
['zest', 0.9438191548226074]
['_use_', 0.9438006732026644]
['forec', 0.9436525610361274]
['provocation', 0.9436275563910794]
['narratives', 0.943619704917483]
['wry', 0.9435975314437071]
['concede', 0.9435936394557995]
['violate', 0.9434553906756904]
['girt', 0.9434553351709682]
['reproaches', 0.9433857245953707]
['pack', 0.9433159887464122]
['liquor', 0.9432917382309706]
['hungry', 0.9432157772050533]
['grunt', 0.9430502132672107]
['freezing', 0.9429937789543263]
['intervening', 0.9428756981776519]
['slight', 0.9428566084588835]
['soups', 0.9428566084588835]
['communicant', 0.9427585701252216]
['aforementioned', 0.942722141586407]
['apathetic', 0.9427010656556848]
['nuncio', 0.9426873844793238]
['morality', 0.9426861688109276]
['freak', 0.9426360570246861]
['voltaire', 0.9426260103301387]
['outer', 0.9422637195854441]
['disgraced', 0.9422423112279712]
['spohr', 0.9422388862379311]
['rubbish', 0.9422181870646649]
['caparisons', 0.9421938016458931]
['profanation', 0.9421616254965904]
['virtues', 0.9419385488485209]
['legal', 0.9419356387799853]
['infatuations', 0.9418103709313547]
['jackal', 0.9417144232184997]
['obedient', 0.9416129454142805]
['souvenirs', 0.9414340561665364]
['etoile', 0.9412396996323001]
['uproot', 0.9412396996323001]
['navies', 0.9412303615680525]
['handed', 0.9411981176030292]
['moose', 0.9408574829149265]
['_sure_', 0.9407886830986846]
['housewives', 0.940743570536229]
['gunboat', 0.9406847627271754]
['freycinet', 0.94060559653397]
['delicacies', 0.9403990558094432]
['bread', 0.940283517259382]
['keene', 0.9401389965057141]
['george', 0.9401243158582082]
['seem', 0.9399928951996651]
['amoundt', 0.9399252535407165]
['resisted', 0.9398927820983062]
['marvel', 0.9398798138804554]
['inexperience', 0.9397017568443686]
['antagonistic', 0.9395990664727537]
['mend', 0.9395694055920547]
['appetites', 0.9395680118849516]
['assemblage', 0.939453699866745]
['sayest', 0.9394247940688741]
['execrating', 0.9393558365002169]
['praying', 0.9393452045049303]
['fruits', 0.9393415504954401]
['politics_', 0.9392987688310628]
['lest', 0.939291377502202]
['shrinking', 0.9392818123992036]
['furioso', 0.9392639866948108]
['indulgent', 0.9392462211388005]
['chili', 0.9392406712115136]
['billowy', 0.9390834420830448]
['mass_', 0.9390658343598035]
['quietude', 0.9388596345138959]
['span', 0.9388494659518417]
['tremendously', 0.9388093664967119]
['adapted', 0.9386317357837715]
['epochal', 0.9386272183796738]
['temperance', 0.9383514583159486]
['shelf', 0.938343453037455]
['serbia', 0.93830474719867]
['picture', 0.9382960964275654]
['roost', 0.9381831944829276]
['monitor', 0.9380406424326778]
['irregularities', 0.9380344048177429]
['employer', 0.9380250198299852]
['bet', 0.937947077074191]
['males', 0.9378787169233532]
['element', 0.9378787169233532]
['icy', 0.9378098025805994]
['traverses', 0.937756737230812]
['is', 0.937736233379956]
['seein', 0.9376810920323014]
['bits', 0.9376810920323014]
['dutchman', 0.9375800436736177]
['demettre', 0.9375362516739804]
['sunward', 0.9374962995248942]
['sovereigns', 0.937477209689082]
['summons', 0.9373828395825392]
['vapor', 0.9373206574102569]
['shadowy', 0.9373206574102569]
['gratify', 0.9372028604256892]
['luckless', 0.9370631025645868]
['sewers', 0.9370059191322764]
['voters', 0.9369157838735025]
['drily', 0.9367874236839608]
['hug', 0.9366896001267574]
['neared', 0.9365855065578845]
['gracefully', 0.9364895681556848]
['headstone', 0.9364690127506365]
['jack', 0.9363844094373481]
['pocketing', 0.9362855481393237]
['fearful', 0.9362822792571148]
['foolish', 0.9362285562454751]
['computed', 0.9361818632439435]
['agitations', 0.9361021621771962]
['profile', 0.9359507403552125]
['valley', 0.9357646202376573]
['relative', 0.9357587630071847]
['assertion', 0.9357539788404384]
['steered', 0.9357538356034629]
['beguile', 0.9356936738117722]
['deities', 0.935673513820037]
['instruction', 0.9356685887164751]
['disinterested', 0.9355496715779666]
['exemption', 0.9354718497117104]
['inhabitants', 0.9354659285571612]
['downward', 0.9354349908332068]
['candle', 0.9353898949729808]
['orbits', 0.9353898949729808]
['owed', 0.9353207701107619]
['politely', 0.9352763837138656]
['consist', 0.9352761640305723]
['cass', 0.9352731391694874]
['slave', 0.9351616562836012]
['schoolmen', 0.9350968972888958]
['piemont', 0.9350781656184527]
['realising', 0.9350319944287153]
['fractions', 0.934943279669129]
['_inhabited_', 0.9349284500748218]
['interpreted', 0.9349186875366354]
['sank', 0.9348499092148526]
['panels', 0.9348326015414604]
['glouglim', 0.9348113315433503]
['mettant', 0.9347640418693062]
['bath', 0.9347613781560384]
['service', 0.9347185421327968]
['02', 0.9345757991787463]
['alexandra', 0.9345603110249221]
['sprang', 0.9345514887567944]
['convolutions', 0.9345275842368029]
['rivals', 0.9344937834092388]
['whitefield', 0.9344937834092388]
['ministresse', 0.9344937834092388]
['am', 0.934480427944482]
['booming', 0.9344702015620049]
['victim', 0.9344478094976086]
['_gul_', 0.9343686852510095]
['unendurable', 0.9343338697951877]
['plying', 0.9343113123188524]
['look', 0.9342938284101304]
['client', 0.9342771752506551]
['repaid', 0.9342243757187844]
['glimmering', 0.934142123267379]
['atrophied', 0.934142123267379]
['resolutely', 0.934142123267379]
['throws', 0.934142123267379]
['margins', 0.934142123267379]
['promontory', 0.934142123267379]
['reared', 0.934142123267379]
['incarnation', 0.9341377677156615]
['example', 0.9341172455475604]
['muscle', 0.9340414234200372]
['difference', 0.9340280470026294]
['oncommon', 0.9340128376915343]
['unfriendly', 0.9340089930240917]
['antagonists', 0.9340040609426509]
['decorous', 0.9339687042724817]
['banquets', 0.9338965362318461]
['polity', 0.9338774300661424]
['preacher', 0.9338412044189511]
['endurance', 0.9338184046729099]
['scarf', 0.9337867177304666]
['sensibility', 0.9337754784140794]
['destruction', 0.9336581007003099]
['research', 0.9336181844667608]
['scouring', 0.9336165317897126]
['_vindar_', 0.9336114252501999]
['maintenon', 0.933582066247085]
['knoll', 0.9335812994505068]
['non_', 0.9335812994505068]
['decoration', 0.9335812994505068]
['simile_', 0.9335812994505068]
['bushes', 0.9335812994505068]
['tingle', 0.9335812994505068]
['aeriform', 0.9335812994505068]
['internal', 0.9335247514349889]
['xviii', 0.9334954975019616]
['begged', 0.9334713320044264]
['consecutive', 0.933375499230653]
['appurtenances', 0.9333641906475851]
['affrighted', 0.9333472049534075]
['chit', 0.9332833842237802]
['palanquins', 0.9332675850735459]
['operation', 0.933262878254819]
['uncomprehended', 0.933262878254819]
['inconvenient', 0.933262878254819]
['thereupon', 0.933262878254819]
['nightly', 0.9332272211221465]
['curses', 0.9331977978822865]
['commerce', 0.9331954714561135]
['chastity', 0.9331923103493093]
['relinquished', 0.9331923103493093]
['imagining', 0.9331923103493093]
['flakes', 0.9331923103493093]
['cooked', 0.9330816686212435]
['spoilt', 0.9330798992821093]
['partial', 0.9329624875177913]
['characterised', 0.9329624875177913]
['few', 0.9329064529231306]
['approaches', 0.9328568904934943]
['nearer', 0.9328145265592835]
['teasing', 0.9327993148364311]
['monkeys', 0.9327993148364311]
['rank', 0.9326624627672132]
['briar', 0.9326624627672132]
['pannier', 0.9326624627672132]
['wisdom', 0.9326614641393051]
['prescience', 0.93265711519986]
['erratic', 0.9326556165568141]
['mustn', 0.9326322862785766]
['peals', 0.9325835270105034]
['reveries', 0.9325835270105034]
['rise', 0.932551104365959]
['tom', 0.9325343897409838]
['jardiniere', 0.9325343897409838]
['rien', 0.932491404104911]
['sanguine', 0.9324671212445496]
['tramping', 0.9324221117738276]
['elusive', 0.932417459103076]
['pinkertons', 0.932417459103076]
['drugging', 0.9324007209246767]
['hesitation', 0.9323953198500108]
['alcove', 0.9323913896332454]
['hops', 0.9323682626761693]
['womb', 0.9323659098269689]
['cunning', 0.9323659098269689]
['recharge', 0.9323512171190379]
['albeit', 0.9323423822314122]
['cairful', 0.9323285431035462]
['impending', 0.9323226514282793]
['lay', 0.9322800112022513]
['cataract', 0.9322759379498917]
['fawn', 0.9322235349796244]
['fleeces', 0.9322235349796244]
['woods', 0.9322235349796244]
['clotted', 0.9322235349796244]
['hanging', 0.9322235349796244]
['woody', 0.9322235349796244]
['screaming', 0.9322235349796244]
['sooth', 0.9322235349796244]
['harmless', 0.9322235349796244]
['corridor', 0.9322235349796244]
['encourage', 0.9322235349796244]
['adapt', 0.9322235349796244]
['outburst', 0.9322235349796244]
['universally', 0.9322235349796244]
['feeling', 0.9322235349796244]
['longs', 0.9322235349796244]
['spectrum', 0.9322235349796244]
['dozen', 0.9322235349796244]
['wholesome', 0.9322235349796244]
['coulisses', 0.9322235349796244]
['committing', 0.9322235349796244]
['saying', 0.9322235349796244]
['loitered', 0.9322235349796244]
['vallyable', 0.9322235349796244]
['rico', 0.9322235349796244]
['bliss', 0.9322235349796244]
['rick', 0.9322235349796244]
['rich', 0.9322235349796244]
['rice', 0.9322235349796244]
['plate', 0.9322235349796244]
['remotest', 0.9322235349796244]
['plato', 0.9322235349796244]
['chatterin', 0.9322235349796244]
['altogether', 0.9322235349796244]
['socrates', 0.9322235349796244]
['debarred', 0.9322235349796244]
['haunted', 0.9322235349796244]
['xiii', 0.9322235349796244]
['intrinsic', 0.9322235349796244]
['roved', 0.9322235349796244]
['direct', 0.9322235349796244]
['shortly', 0.9322235349796244]
['contradict', 0.9322235349796244]
['orlando', 0.9322235349796244]
['pricked', 0.9322235349796244]
['liveliest', 0.9322235349796244]
['modelled', 0.9322235349796244]
['inhabit', 0.9322235349796244]
['error', 0.9322235349796244]
['overshadow', 0.9322235349796244]
['matures', 0.9322235349796244]
['estates', 0.9322235349796244]
['quests', 0.9322235349796244]
['pourrait', 0.9322235349796244]
['hides', 0.9322235349796244]
['petulant', 0.9322235349796244]
['indicate', 0.9322235349796244]
['factotum', 0.9322235349796244]
['clearest', 0.9322235349796244]
['phantasmagoria', 0.9322235349796244]
['loudly', 0.9322235349796244]
['keeping', 0.9322235349796244]
['threatening', 0.9322235349796244]
['philanthropy', 0.9322235349796244]
['sympathies', 0.9322235349796244]
['determines', 0.9322235349796244]
['sew', 0.9322235349796244]
['set', 0.9322235349796244]
['loomed', 0.9322235349796244]
['glared', 0.9322235349796244]
['parsimoniously', 0.9322235349796244]
['chancellor', 0.9322235349796244]
['smooth', 0.9322235349796244]
['thee', 0.9322235349796244]
['indictment', 0.9322235349796244]
['backsliding', 0.9322235349796244]
['staircase', 0.9322235349796244]
['geography', 0.9322235349796244]
['hovel', 0.9322235349796244]
['salem', 0.9322235349796244]
['spontaneous', 0.9322235349796244]
['base', 0.9322235349796244]
['underlies', 0.9322235349796244]
['guaranteed', 0.9322235349796244]
['arched', 0.9322235349796244]
['shrieked', 0.9322235349796244]
['arches', 0.9322235349796244]
['revenge', 0.9322235349796244]
['mistress', 0.9322235349796244]
['primer', 0.9322235349796244]
['calendar', 0.9322235349796244]
['permission', 0.9322235349796244]
['unreal', 0.9322235349796244]
['suttee', 0.9322235349796244]
['twice', 0.9322235349796244]
['displaying', 0.9322235349796244]
['gape', 0.9322235349796244]
['treading', 0.9322235349796244]
['courtly', 0.9322235349796244]
['incompleteness', 0.9322235349796244]
['unhealthy', 0.9322235349796244]
['compactness', 0.9322235349796244]
['academy', 0.9322235349796244]
['kringle', 0.9322235349796244]
['supple', 0.9322235349796244]
['purse', 0.9322235349796244]
['survived', 0.9322235349796244]
['angelico', 0.9322235349796244]
['mossy', 0.9322235349796244]
['defect', 0.9322235349796244]
['_able', 0.9322235349796244]
['slumbers', 0.9322235349796244]
['austere', 0.9322235349796244]
['youthfulness', 0.9322235349796244]
['unwavering', 0.9322235349796244]
['wonderful', 0.9322235349796244]
['catches', 0.9322235349796244]
['hellward', 0.9322235349796244]
['28th', 0.9322235349796244]
['unwise', 0.9322235349796244]
['astounding', 0.9322235349796244]
['leaky', 0.9322235349796244]
['mink', 0.9322235349796244]
['kid', 0.9322235349796244]
['buyers', 0.9322235349796244]
['cascade', 0.9322235349796244]
['boston_', 0.9322235349796244]
['fils', 0.9322235349796244]
['consistent', 0.9322235349796244]
['pothnau', 0.9322235349796244]
['calmest', 0.9322235349796244]
['jeerin', 0.9322235349796244]
['lodge', 0.9322235349796244]
['illuminating', 0.9322235349796244]
['esplanade', 0.9322235349796244]
['combustible', 0.9322235349796244]
['consequence', 0.9322235349796244]
['bushel', 0.9322235349796244]
['medicines', 0.9322235349796244]
['hatzfeldt', 0.9322235349796244]
['peopled', 0.9322235349796244]
['bibles', 0.9322235349796244]
['unquestionably', 0.9322235349796244]
['charts', 0.9322235349796244]
['unwinking', 0.9322235349796244]
['properties', 0.9322235349796244]
['snells', 0.9322235349796244]
['masters', 0.9322235349796244]
['forecastle', 0.9322235349796244]
['manoeuvring', 0.9322235349796244]
['_menagerie_', 0.9322235349796244]
['acting', 0.9322235349796244]
['built', 0.9322235349796244]
['build', 0.9322235349796244]
['oriental', 0.9322235349796244]
['buttoned', 0.9322235349796244]
['humility', 0.9322235349796244]
['scarlatina', 0.9322235349796244]
['dozing', 0.9322235349796244]
['_if_', 0.9322235349796244]
['erratically', 0.9322235349796244]
['believable', 0.9322235349796244]
['exclusive', 0.9322235349796244]
['molded', 0.9322235349796244]
['hack', 0.9322235349796244]
['naked', 0.9322235349796244]
['meanness', 0.9322235349796244]
['conspiring', 0.9322235349796244]
['pervaded', 0.9322235349796244]
['premiere', 0.9322235349796244]
['juno', 0.9322235349796244]
['june', 0.9322235349796244]
['code', 0.9321114057781309]
['incalculable', 0.9321087364301154]
['century', 0.9319111442394453]
['thirdly', 0.931903784508965]
['sans', 0.9318749704173054]
['bally', 0.9318098562277785]
['sentimental', 0.931774814315031]
['possessions', 0.9317604377986879]
['phrenology', 0.9317594761739816]
['returnin', 0.9317064340452302]
['shock', 0.9316741232789006]
['state_', 0.9315725800399751]
['fences', 0.9315604316248519]
['ciphers', 0.9315081849765896]
['clotho', 0.9314816228555095]
['dip', 0.9314684616478771]
['advising', 0.9313871605523121]
['emptied', 0.931350998467278]
['bright', 0.9312480191004727]
['books', 0.9311777604420614]
['circulated', 0.9308991830832165]
['correctly', 0.9308607094949812]
['bait', 0.9308499686182472]
['unceasing', 0.9308336066635527]
['wrest', 0.9307223755849916]
['beginnings', 0.9305793341422285]
['_slowly_', 0.9304375480222441]
['hallooed', 0.930423164048715]
['afro', 0.930328430685676]
['despise', 0.9302786556083268]
['selected', 0.9301143829580925]
['porch', 0.9301075063171045]
['goals', 0.9300516814705104]
['harder', 0.9300347201315238]
['finances', 0.9300140965196824]
['resolution', 0.9299764285739206]
['_orlando', 0.9299703259628905]
['wharf', 0.9299537342948855]
['discovers', 0.9298894111808078]
['signatures', 0.9298206827485774]
['shrewdness', 0.9298081927962774]
['seasoned', 0.9298004303774531]
['sources', 0.9297729531424533]
['tyrant', 0.9297195209294862]
['lex', 0.9296564104850573]
['blossom', 0.9296272872177967]
['hydra', 0.9296079568681638]
['construct', 0.9295417098848529]
['men', 0.9295204339061797]
['populous', 0.9295032576433315]
['cone', 0.9292991841701546]
['ringing', 0.9292452081360489]
['cursing', 0.9292232372093251]
['pottery', 0.9291738784128385]
['silvery', 0.9291269030409479]
['_has_', 0.9291219738168847]
['clanking', 0.9290472890872462]
['outreach', 0.92904123572786]
['assassin', 0.92904123572786]
['moanin', 0.928990363588519]
['eager', 0.9289438198834067]
['remorselessly', 0.9289028748727087]
['fang', 0.9288059133189375]
['hurling', 0.9287191277011768]
['peeped', 0.928706812705163]
['lonesomeness', 0.9286207977927303]
['bleachin', 0.9285546999005496]
['invaded', 0.9285378816652939]
['nobility', 0.928513899101117]
['hours', 0.9283589404488635]
['music_', 0.9283130167865241]
['paused', 0.9281481255849251]
['glowed', 0.9280943515298795]
['savant', 0.9280941809498268]
['mousedom', 0.9280941809498268]
['cordon', 0.9280518339359298]
['mendoca', 0.9280038617141999]
['gloriously', 0.9279838093547803]
['reredos', 0.9279415040427726]
['came', 0.9278013786755204]
['interpellations', 0.9277264135039542]
['participated', 0.9276532471709199]
['fruitlessly', 0.9275355205896028]
['collocations', 0.9274898931473389]
['flowery', 0.9274825455886512]
