['quare', 0.9322235349796244]
['indolently', 0.9322235349796244]
['keen', 0.9322235349796244]
['apennines', 0.9322235349796244]
['glories', 0.9322235349796244]
['filigree', 0.9322235349796244]
['gloried', 0.9322235349796244]
['attach', 0.9322235349796244]
['prouder', 0.9322235349796244]
['border', 0.9322235349796244]
['evolution', 0.9322235349796244]
['unearth', 0.9322235349796244]
['neither', 0.9322235349796244]
['transaction', 0.9322235349796244]
['intimated', 0.9322235349796244]
['264', 0.9322235349796244]
['jubilee', 0.9322235349796244]
['notices', 0.9322235349796244]
['hi', 0.9322235349796244]
['ho', 0.9322235349796244]
['boulevards', 0.9322235349796244]
['unskilled', 0.9322235349796244]
['drowned', 0.9322235349796244]
['give', 0.9322235349796244]
['decree', 0.9322235349796244]
['drawled', 0.9322235349796244]
['espouse', 0.9322235349796244]
['brilliance', 0.9322235349796244]
['incoherently', 0.9322235349796244]
['reference', 0.9322235349796244]
['sheridan', 0.9322235349796244]
['wainscoted', 0.9322235349796244]
['congres', 0.9322235349796244]
['_did_', 0.9322235349796244]
['moods', 0.9322235349796244]
['sporting', 0.9322235349796244]
['thucydides', 0.9322235349796244]
['nerve', 0.9322235349796244]
['formerly', 0.9322235349796244]
['intellectual', 0.9322235349796244]
['scrawl', 0.9322235349796244]
['blushing', 0.9322235349796244]
['oncle', 0.9322235349796244]
['shave', 0.9322235349796244]
['transportation', 0.9322235349796244]
['capturing', 0.9322235349796244]
['pine', 0.9322235349796244]
['grow', 0.9322235349796244]
['harked', 0.9322235349796244]
['preaching', 0.9322235349796244]
['imperative', 0.9322235349796244]
['gigantic', 0.9322235349796244]
['liveth', 0.9322235349796244]
['unknowable', 0.9322235349796244]
['savoring', 0.9322235349796244]
['repined', 0.9322235349796244]
['despotic', 0.9322235349796244]
['whereabouts', 0.9322235349796244]
['custody', 0.9322235349796244]
['margin', 0.9322235349796244]
['devotees', 0.9322235349796244]
['rubbing', 0.9322235349796244]
['middle', 0.9322235349796244]
['disappointment', 0.9322235349796244]
['accountable', 0.9322235349796244]
['broken', 0.9322235349796244]
['pleasantry', 0.9322235349796244]
['brute', 0.9322235349796244]
['hesitancy', 0.9322235349796244]
['unpopularity', 0.9322235349796244]
['reluctant', 0.9322235349796244]
['tranquillity', 0.9322235349796244]
['endowed', 0.9322235349796244]
['charme', 0.9322235349796244]
['spoon', 0.9322235349796244]
['usurped', 0.9322235349796244]
['pleasure', 0.9322235349796244]
['projected', 0.9322235349796244]
['wages', 0.9322235349796244]
['paint', 0.9322235349796244]
['significant', 0.9322235349796244]
['cramped', 0.9322235349796244]
['obsequiously', 0.9322235349796244]
['myriad', 0.9322235349796244]
['patiently', 0.9322235349796244]
['fur', 0.9322235349796244]
['tribesmen', 0.9322235349796244]
['sapient', 0.9322235349796244]
['scowled', 0.9322235349796244]
['adversaries', 0.9322235349796244]
['nose', 0.9322235349796244]
['elysees', 0.9322235349796244]
['strolled', 0.9322235349796244]
['query', 0.9322235349796244]
['brooms', 0.9322235349796244]
['despicable', 0.9322235349796244]
['sightly', 0.9322235349796244]
['private', 0.9322235349796244]
['names', 0.9322235349796244]
['midair', 0.9322235349796244]
['desprey', 0.9322235349796244]
['contempt', 0.9322235349796244]
['daring', 0.9322235349796244]
['regions', 0.9322235349796244]
['fete', 0.9322235349796244]
['revived', 0.9322235349796244]
['lingerie', 0.9322235349796244]
['gazing', 0.9322235349796244]
['keeseville', 0.9322235349796244]
['josselin', 0.9322235349796244]
['defend', 0.9322235349796244]
['deceptions', 0.9322235349796244]
['franz', 0.9322235349796244]
['overweening', 0.9322235349796244]
['retain', 0.9322235349796244]
['finest', 0.9322235349796244]
['tide', 0.9322235349796244]
['keener', 0.9322235349796244]
['motherhood', 0.9322235349796244]
['exploited', 0.9322235349796244]
['freely', 0.9322235349796244]
['insidious', 0.9322235349796244]
['indistinguishable', 0.9322235349796244]
['nateral', 0.9322235349796244]
['passively', 0.9322235349796244]
['raved', 0.9322235349796244]
['insert', 0.9322235349796244]
['rendered', 0.9322235349796244]
['saneness', 0.9322235349796244]
['canrobert', 0.9322235349796244]
['bud', 0.9322235349796244]
['wish', 0.9322235349796244]
['godsend', 0.9322235349796244]
['hath', 0.9322235349796244]
['queenly', 0.9322235349796244]
['smokin', 0.9322235349796244]
['pendant', 0.9322235349796244]
['verdure', 0.9322235349796244]
['quarrel', 0.9322235349796244]
['protuberance', 0.9322235349796244]
['borneo', 0.9322235349796244]
['exhibits', 0.9322235349796244]
['comprehend', 0.9322235349796244]
['rabelais', 0.9322235349796244]
['felicitous', 0.9322235349796244]
['bonar', 0.9322235349796244]
['gog', 0.9322235349796244]
['trumpeted', 0.9322235349796244]
['millennium', 0.9322235349796244]
['laborer', 0.9322235349796244]
['habitations', 0.9322235349796244]
['leafy', 0.9322235349796244]
['spade', 0.9322235349796244]
['treaty', 0.9322235349796244]
['mixture', 0.9322235349796244]
['moulin', 0.9322235349796244]
['shots', 0.9322235349796244]
['fiddlesticks', 0.9322235349796244]
['flowering', 0.9322235349796244]
['extracts', 0.9322235349796244]
['confidences', 0.9322235349796244]
['shadowed', 0.9322235349796244]
['bands', 0.9322235349796244]
['sanitary', 0.9322235349796244]
['escape', 0.9322235349796244]
['dante_', 0.9322235349796244]
['no', 0.9322235349796244]
['backward', 0.9322235349796244]
['advantage', 0.9322235349796244]
['lastingly', 0.9322235349796244]
['weird', 0.9322235349796244]
['seward', 0.9322235349796244]
['mcguire', 0.9322235349796244]
['laughter', 0.9322235349796244]
['slightest', 0.9322235349796244]
['harmed', 0.9322235349796244]
['sonnet', 0.9322235349796244]
['appraises', 0.9322235349796244]
['hoher', 0.9322235349796244]
['gaps', 0.9322235349796244]
['zebra', 0.9322235349796244]
['globules', 0.9322235349796244]
['explorers', 0.9322235349796244]
['impose', 0.9322235349796244]
['awfully', 0.9322235349796244]
['millions', 0.9322235349796244]
['hum', 0.9322235349796244]
['transcription', 0.9322235349796244]
['grieves', 0.9322235349796244]
['bereft', 0.9322235349796244]
['shrieks', 0.9322235349796244]
['booths', 0.9322235349796244]
['changing', 0.9322235349796244]
['except', 0.9322235349796244]
['tonya', 0.9322235349796244]
['poised', 0.9322235349796244]
['on', 0.9322235349796244]
['zealous', 0.9322235349796244]
['od', 0.9322235349796244]
['strongly', 0.9322235349796244]
['stumbled', 0.9322235349796244]
['dismayed', 0.9322235349796244]
['included', 0.9322235349796244]
['sticking', 0.9322235349796244]
['numb', 0.9322235349796244]
['paradise', 0.9322235349796244]
['thimbleful', 0.9322235349796244]
['experimenting', 0.9322235349796244]
['dispensed', 0.9322235349796244]
['pasquier', 0.9322235349796244]
['maison', 0.9322235349796244]
['awakens', 0.9322235349796244]
['camel', 0.9322235349796244]
['windings', 0.9322235349796244]
['succeed', 0.9322235349796244]
['duc', 0.9322235349796244]
['pigmies', 0.9322235349796244]
['leans', 0.9322235349796244]
['arrives', 0.9322235349796244]
['persuasive', 0.9322235349796244]
['rocklike', 0.9322235349796244]
['tinker', 0.9322235349796244]
['mingled', 0.9322235349796244]
['bleeds', 0.9322235349796244]
['creaked', 0.9322235349796244]
['chirp', 0.9322235349796244]
['lowland', 0.9322235349796244]
['hears', 0.9322235349796244]
['tension', 0.9322235349796244]
['disinterestedness', 0.9322235349796244]
['straps', 0.9322235349796244]
['indignantly', 0.9322235349796244]
['profound', 0.9322235349796244]
['straightest', 0.9322235349796244]
['vehement', 0.9322235349796244]
['regards', 0.9322235349796244]
['chattered', 0.9322235349796244]
['patients', 0.9322235349796244]
['westward', 0.9322235349796244]
['tribulation', 0.9322235349796244]
['keays', 0.9322235349796244]
['torpedo', 0.9322235349796244]
['montmartre', 0.9322235349796244]
['interstices', 0.9322235349796244]
['mutual', 0.9322235349796244]
['accentuee', 0.9322235349796244]
['owe', 0.9322235349796244]
['vassals', 0.9322235349796244]
['relieving', 0.9322235349796244]
['thunder', 0.9322235349796244]
['afterguard', 0.9322235349796244]
['pompiers', 0.9322235349796244]
['interrupt', 0.9322235349796244]
['towered', 0.9322235349796244]
['series', 0.9322235349796244]
['clarence', 0.9322235349796244]
['tempting', 0.9322235349796244]
['sallied', 0.9322235349796244]
['parthians', 0.9322235349796244]
['shrubs', 0.9322235349796244]
['promenades', 0.9322235349796244]
['camp', 0.9322235349796244]
['rotary', 0.9322235349796244]
['joodicious', 0.9322235349796244]
['appalling', 0.9322235349796244]
['chirped', 0.9322235349796244]
['parlez', 0.9322235349796244]
['superhuman', 0.9322235349796244]
['worker', 0.9322235349796244]
['woollen', 0.9322235349796244]
['voyages', 0.9322235349796244]
['spectacles', 0.9322235349796244]
['innocent', 0.9322235349796244]
['atterley', 0.9322235349796244]
['clawlike', 0.9322235349796244]
