['topics', 0.9959099589915442]
['undersecretary', 0.9541903586875256]
['disclosed', 0.9540535450616362]
['talking', 0.9538043670035158]
['cited', 0.9537462728770258]
['aint', 0.9537462728770258]
['lissa', 0.9536401652319128]
['vulcan', 0.9536168510164144]
['yells', 0.9536168510164144]
['weave', 0.9534920342854971]
['scotchman', 0.9534920342854971]
['beggin', 0.9534684957577172]
['combine', 0.9534684957577172]
['muddy', 0.9534579423819226]
['faculty', 0.9533006732589029]
['roadside', 0.9532658759039706]
['foot', 0.9531492534656282]
['systems', 0.9531492534656282]
['walnut', 0.9531492534656282]
['hazing', 0.9531492534656282]
['sterile', 0.9531492534656282]
['proves', 0.9531492534656282]
['see', 0.9531492534656282]
['absurd', 0.9531492534656282]
['minnows', 0.9531492534656282]
['frances', 0.9531492534656282]
['busily', 0.9531492534656282]
['wrangling', 0.9531492534656282]
['recites', 0.9531492534656282]
['mariners', 0.9529189335774443]
['treetops', 0.9525058825298185]
['comedians', 0.9523909953262043]
['henceforward', 0.9521165712996775]
['curtain', 0.9521165712996775]
['reckless', 0.951294732042152]
['doomed', 0.9511481623725426]
['censure', 0.9511412575508741]
['bulky', 0.9509721405380913]
['raking', 0.9509481109934246]
['whitish', 0.9509187706637988]
['angry', 0.9508415176775912]
['mentioned', 0.9502201406439094]
['counties', 0.9501881371563947]
['tuesday', 0.9500670681657988]
['immeasurably', 0.9493374891845157]
['mesmerised', 0.9493119130244385]
['obdurate', 0.9492654883064899]
['mutton', 0.9491151804908375]
['cooerdinating', 0.9489660120667233]
['fastening', 0.948905629355848]
['cap', 0.9479563137424301]
['_barranca_', 0.9479363048152927]
['doors', 0.9477354824888962]
['promptitude', 0.9472864728765144]
['castaways', 0.947256640628126]
['sported', 0.9471062065519407]
['telephone', 0.9470522818121396]
['up', 0.9468579914562031]
['unlocked', 0.9468480522903132]
['irritate', 0.9462005877040658]
['tiny', 0.9454089138425682]
['mixes', 0.945367269004445]
['bergs', 0.945367269004445]
['consumed', 0.945367269004445]
['refusest', 0.9452970140927415]
['fogyism', 0.9450084981334885]
['maris', 0.9445337945880582]
['catalogues', 0.9440940393227824]
['ballroom', 0.9434505590840349]
['trace', 0.9434317501303854]
['burglars', 0.9433974372364652]
['punctuation', 0.9433974372364652]
['broadside', 0.9433974372364652]
['persuasion', 0.9433307494981357]
['graceful', 0.9428910213767321]
['dismissed', 0.9423301792702394]
['baying', 0.9423301792702394]
['developed', 0.9422204600634835]
['competition', 0.9417471603802666]
['disastrous', 0.9416886320772818]
['trifling', 0.9416857356694089]
['unanswered', 0.9415678664214482]
['prodigious', 0.9413561613836737]
['ebbed', 0.9405609172471296]
['mislead', 0.9404680017899076]
['wordsworth', 0.9402786605496187]
['ard', 0.9401145132757521]
['yoke', 0.9398809187739287]
['richer', 0.9397646569621311]
['fumble', 0.9396514790528028]
['jason', 0.9394194572593986]
['kindly', 0.9393125410492704]
['gravitating', 0.9393089211570368]
['windfall', 0.9393089211570368]
['beatrice', 0.9391561547350097]
['stayed', 0.9391512163755193]
['correspond', 0.9391280967189932]
['deeds', 0.9389896877299924]
['monopoly', 0.938778914957049]
['exhibitions', 0.9386409469222892]
['valor', 0.9382523796894456]
['flourished', 0.9379023143019051]
['eggs', 0.9373637973621965]
['shut', 0.9372870078918439]
['snarled', 0.9372156044388711]
['hundred', 0.9368434112532772]
['_living_', 0.9367966804377429]
['concini', 0.9366474065237396]
['intermittent', 0.9364246902952101]
['shallow', 0.9364246902952101]
['match', 0.9364246902952101]
['_political', 0.9364246902952101]
['surmounted', 0.9363064253717542]
['parlance', 0.9362804255071873]
['glees', 0.9360114038800587]
['when', 0.9352737460295345]
['closed', 0.9351050350918713]
['doctor', 0.9350219548473155]
['organization', 0.9349071021663822]
['compact', 0.9348373562353672]
['carboniferous', 0.9348197453998333]
['recommendations', 0.934647083265989]
['funeral', 0.9345633230719721]
['perron', 0.9345318384835204]
['unthinking', 0.9344563064426297]
['fulfil', 0.9344061178814121]
['circumscription', 0.9341447631540061]
['pertinacity', 0.9341447631540061]
['bamboo', 0.9340781610126188]
['lies', 0.9340221585284187]
['donations', 0.9337747650836283]
['balkan', 0.9332419434039555]
['frozen', 0.9330103082546075]
['gare', 0.9329209355758659]
['monitor', 0.9328902646260645]
['immanent', 0.9324276782374299]
['apprentice', 0.9323327376095791]
['professed', 0.9321778089796879]
['scrutinize', 0.9319988969332095]
['hosts', 0.931915017428813]
['practice', 0.9313330596310432]
['bill', 0.931329340356473]
['gracefully', 0.9312102571443663]
['emerson', 0.9309169799920677]
['unbelievingly', 0.9308384779191613]
['pie', 0.9305734002860132]
['bodied', 0.9305696003994578]
['espionage', 0.9304994917579574]
['wilt', 0.930448452462552]
['stripped', 0.9302038014527763]
['hushes', 0.930182070133941]
['similarly', 0.929932236169887]
['ceases', 0.9297803901500226]
['appetites', 0.9297395993175699]
['breeze', 0.9292093250483108]
['loosening', 0.92880450019073]
['deprecatory', 0.9283084492694939]
['professorship', 0.9282678319748063]
['helping', 0.9282315610949647]
['ways', 0.9280646908617789]
['facilities', 0.9275501116095067]
['drugging', 0.926781524077545]
['iss', 0.9267749455415188]
['vestured', 0.9267522822715616]
['amnii', 0.9265001121774068]
['kind_', 0.9261351743643411]
['messalina', 0.9259810920201477]
['dozens', 0.9257788559941826]
['emphatic', 0.925607192950666]
['spend', 0.9254553478692319]
['leaf', 0.9253959439988669]
['moulded', 0.9253302335574268]
['pennsylvania', 0.9251860694744947]
['fraudulently', 0.9251545046330836]
['radio', 0.9251042506293964]
['describing', 0.9249290281979603]
['amiel', 0.9248469751742681]
['won', 0.9247940596676787]
['exaltation', 0.9246181495921969]
['thoughtful', 0.9245263299529529]
['tour', 0.9243749460443784]
['wrappings', 0.9242314540104217]
['birth', 0.9236547848255743]
['breaker', 0.9235759685734427]
['milon', 0.9234503122662865]
['inequalities', 0.9232991946358453]
['brushed', 0.923019149338225]
['purest', 0.9229637170473726]
['ripening', 0.9229329075696044]
['refusing', 0.9228774424800253]
['divi', 0.9225160213442134]
['txt', 0.922409043733871]
['pails', 0.9223858868327697]
['lump', 0.922335160523521]
['trout', 0.9222901474316382]
['grandes', 0.9218854736010064]
['modernized', 0.9217562906905932]
['burnings', 0.9217372377580517]
['immortality', 0.9217291650068099]
['statesmanship', 0.9216105964885409]
['scalpin', 0.9213301977997487]
['bottles', 0.9212788929980187]
['roosting', 0.9212683374625317]
['encounters', 0.9210570120360897]
['highway', 0.9210472323623772]
['constraining', 0.9210006621491416]
['rapids', 0.9207600387291912]
['tenacity', 0.920706005994613]
['dogmatist', 0.9206686534196223]
['grandsons', 0.9205785289607714]
['plaster', 0.9203189559578792]
['constraint', 0.9201251284028404]
['geology', 0.9201238959234523]
['heroic', 0.91971547757733]
['latins', 0.9196703612435928]
['than', 0.9195056967196652]
['suffused', 0.9191668975294379]
['regain', 0.9191209085083635]
['principal', 0.9189298681848466]
['scriptorium', 0.9189038112959398]
['inspection', 0.9187915694481408]
['veins', 0.9187408861023304]
['graphic', 0.9187168759853082]
['goals', 0.9186755716593679]
['speeded', 0.9184883815653049]
['03', 0.9184758878546617]
['increased', 0.9184758878546617]
['virus', 0.918422958628982]
['folk', 0.918422958628982]
['swiss', 0.9183335664324136]
['trotter', 0.9183201127276961]
['visionary', 0.9183201127276961]
['nets', 0.9182850038009198]
['quell', 0.9182850038009198]
['superstition', 0.9182850038009198]
['dancers', 0.9182850038009198]
['girds', 0.9181240186036945]
['matured', 0.9180524656731182]
['crooked', 0.9178872500663035]
['terrestrials', 0.9178473498557851]
['dissipating', 0.9178436703326772]
['blunder', 0.9176630904835307]
['paired', 0.9176280405393183]
['kinks', 0.9175387269914914]
['twilit', 0.9174695476208072]
['reads', 0.917411789529313]
['ecoutez', 0.9173686548952628]
['venerable', 0.9173248261088727]
['ceremonious', 0.917175402048806]
['eras', 0.9171058093083829]
['barbed', 0.9170939568113446]
['catastrophe', 0.9168471148784083]
['rivaled', 0.9167897079398706]
['manufactories', 0.9163486736519617]
['watering', 0.9163486736519617]
['groves', 0.9163270527078191]
['relatives', 0.9160901337189309]
['cesspool', 0.9160901337189309]
['extensive', 0.9160472153052657]
['radiances', 0.9160314335355753]
['jesuit', 0.9160129019497784]
['buttery', 0.9159764786316372]
['dooly', 0.9159484313425625]
['talazac', 0.9158102890929175]
['spirited', 0.9157948170762215]
['ingen', 0.9155391920630224]
['_fat_', 0.9155391920630224]
['smokehouse', 0.9155391920630224]
['traveller', 0.9155391920630224]
['ichthiosaurus', 0.9154834242107157]
['_oyama_', 0.9154834242107157]
['meerschaums', 0.9154240110220332]
['verification', 0.9153764058041017]
['cleanin', 0.9152657967090839]
['comprehensible', 0.915224944044026]
['subtraction', 0.915224944044026]
['notable', 0.915224944044026]
['apocolocyntosis', 0.915224944044026]
['raccolto', 0.915224944044026]
['24689', 0.915224944044026]
['_her_', 0.9150847841885827]
['_think_', 0.9149569546453857]
['faraway', 0.9147808053415211]
['trip', 0.9147808053415211]
['whitling', 0.9147733786452423]
['unfounded', 0.9146452555159065]
['motion', 0.9145578457621824]
['outgoes', 0.9144469435392949]
['cook', 0.9140999957670973]
['_hymns', 0.9140518092925323]
['epimenides', 0.9139790733947837]
['unbroken', 0.9139790733947837]
['reine', 0.9139790733947837]
['button', 0.9139457948276063]
['_must_', 0.9139457948276063]
['preternatural', 0.9139003221789719]
['severest', 0.9138952193454514]
['smothering', 0.9138599444384512]
['emblem', 0.9137278111633083]
['constrictor', 0.9136845321790759]
['headstones', 0.9136845321790759]
['torchlight', 0.9133759830691893]
['folly', 0.9133759830691893]
['make', 0.9133759830691893]
['foresaw', 0.9133759830691893]
['glonglim', 0.9133759830691893]
['sociable', 0.9133370357420637]
['avenged', 0.9132907140991408]
['somewhere', 0.9132907140991408]
['va', 0.9132552706941134]
['disparagingly', 0.9132544492276071]
['overthrown', 0.9131882642161175]
['citizens', 0.913154637151243]
['insulting', 0.9131378830774812]
['ladder', 0.9130976164105686]
['_great', 0.9130976164105686]
['flippered', 0.9130976164105686]
['wicked', 0.9130976164105686]
['meant', 0.9130976164105686]
['ecumenical', 0.9130976164105686]
['orchestra', 0.9130976164105686]
['employers', 0.9130976164105686]
['butcher', 0.9130976164105686]
['regularity', 0.9130976164105686]
['comite', 0.9130976164105686]
['usurers', 0.9130976164105686]
['warier', 0.9130976164105686]
['the_', 0.9130967171599147]
['mutter', 0.9130967171599147]
['mercy', 0.9130967171599147]
['sketches', 0.9130661852691402]
['despatch', 0.9129700365900515]
['stench', 0.9129412480900329]
['warranty', 0.9128808176364064]
['que', 0.9126586555729227]
['restore', 0.9126586555729227]
['topper', 0.9125470320490722]
['reptile', 0.9123097318326404]
['cardboard', 0.9123097318326404]
['ezra', 0.9123097318326404]
['mother', 0.9123097318326404]
['chin', 0.9121516452447076]
['incidents', 0.9121516452447076]
['brusquely', 0.9121516452447076]
['homeliest', 0.9121516452447076]
['tours', 0.9121516452447076]
['rove', 0.9121516452447076]
['governments', 0.9121516452447076]
['_liberty_', 0.9121516452447076]
['edifice', 0.9120775020166297]
['brick', 0.91206232356928]
['endless', 0.911903993313445]
['whither', 0.9118355990901621]
['ont', 0.9115469143679543]
['command', 0.9111161001651991]
['bowling', 0.9110902522391601]
['pleasurable', 0.9110064125667532]
['stiffly', 0.9110064125667532]
['scrupulous', 0.9110064125667532]
['heafy', 0.9107759020891273]
['_oime', 0.910553983836362]
['_reveries_', 0.9102960370534884]
['righteous', 0.9102885449022625]
['sultan', 0.909974876278701]
['insignia', 0.9099670861092655]
['barren', 0.909944874413645]
['rigging', 0.909944874413645]
['impediments', 0.909944874413645]
['undistinguishable', 0.909944874413645]
['caligula', 0.909944874413645]
['kraighten', 0.909944874413645]
['display', 0.909944874413645]
['guitar', 0.909944874413645]
['avoidable', 0.909944874413645]
['stepmothers', 0.909944874413645]
['skelter', 0.909944874413645]
['tiring', 0.909944874413645]
['never', 0.909944874413645]
['shortening', 0.909944874413645]
['buildings', 0.909944874413645]
['waken', 0.909944874413645]
['rusted', 0.909944874413645]
['ted', 0.909944874413645]
['illumined', 0.909944874413645]
['embarrassment', 0.909944874413645]
['cried', 0.909944874413645]
['divination', 0.909944874413645]
['gaul', 0.909944874413645]
['illustrations', 0.909944874413645]
['trance', 0.909944874413645]
['behaving', 0.909944874413645]
['corresponding', 0.909944874413645]
['part', 0.909944874413645]
['ached', 0.909944874413645]
['conceit', 0.909944874413645]
['withdrew', 0.909944874413645]
['coupled', 0.909944874413645]
['dish', 0.909944874413645]
['posture', 0.909944874413645]
['lad', 0.909944874413645]
['umbrella', 0.909944874413645]
['_where', 0.909944874413645]
['horatius', 0.909944874413645]
['stringin', 0.909944874413645]
['efforts', 0.909944874413645]
['water', 0.909944874413645]
['sculptured', 0.909944874413645]
['hid', 0.9096160087035539]
['naterally', 0.9095398818710135]
['gunpowder', 0.9094616563214568]
['overturn', 0.9094100449798895]
['gully', 0.9093573205552015]
['characterize', 0.9092072932804209]
['affidavy', 0.9087350053074137]
['intricate', 0.9086712345193606]
['indian', 0.9085967309228209]
['perfect', 0.9083881468929338]
['theous', 0.9080225638343272]
['pseudo', 0.908018368667152]
['mirage', 0.908018368667152]
['selfish', 0.9078844336133638]
['trifle', 0.9077718065174931]
['surpasses', 0.9077333821114384]
['entertainment', 0.9077333821114384]
['paused', 0.9073003358342597]
['anger', 0.9069777943150108]
['1313', 0.9068717562114699]
['education', 0.9067833773830919]
['patten', 0.906493943316106]
['nebula', 0.9064358865723356]
['chemicals', 0.9057634484136495]
['reminiscent', 0.9057634484136495]
['roger', 0.9057634484136495]
['dreadful', 0.9057634484136495]
['peaceful', 0.9057634484136495]
['sward', 0.9054280209680794]
['physics', 0.9052082794626698]
['cheval', 0.9052082794626698]
['sanction', 0.9051088430015952]
['copperhead', 0.9049232915500997]
['quiver', 0.9045899181588893]
['entrust', 0.9044216651235297]
['deceived', 0.9042671100236569]
['copper', 0.904024221722274]
['honolulu', 0.9035686420882376]
['gratis', 0.9035522597626321]
['hour', 0.9035083497704488]
['skip', 0.9031445299903145]
['interposition', 0.9029468527459712]
['souled', 0.9027549634558539]
['petition_', 0.9026726650170428]
['macebearer', 0.9024675304311401]
['revolve', 0.9024675304311401]
['shriek', 0.9024675304311401]
['prison', 0.9024675304311401]
['vise', 0.9024675304311401]
['conduct', 0.9024442483997843]
['dual', 0.9024409436339571]
['zone', 0.9023295337241461]
['storytelling', 0.9022508244405998]
['flaring', 0.9019664446957548]
['myths', 0.9011552031029126]
['halting', 0.9010982815469968]
['eatables', 0.9008634097186414]
['docks', 0.9007784427298546]
['resplendent', 0.900300455015089]
['lookers', 0.9001975804041388]
