['quare', 0.946597077021447]
['original', 0.946597077021447]
['crestfallen', 0.946597077021447]
['_chug_', 0.946597077021447]
['axis', 0.946597077021447]
['earnings', 0.946597077021447]
['pinted', 0.946597077021447]
['silky', 0.946597077021447]
['misses', 0.946597077021447]
['attentions', 0.946597077021447]
['historian', 0.946597077021447]
['remembers', 0.946597077021447]
['effecting', 0.946597077021447]
['attacking', 0.946597077021447]
['session', 0.946597077021447]
['obscure', 0.946597077021447]
['hooted', 0.946597077021447]
['whole', 0.946597077021447]
['volcanic', 0.946597077021447]
['formats', 0.946597077021447]
['lunacy', 0.946597077021447]
['stables', 0.946597077021447]
['be', 0.946597077021447]
['agreement', 0.946597077021447]
['by', 0.946597077021447]
['forgave', 0.946597077021447]
['primarily', 0.946597077021447]
['impudent', 0.946597077021447]
['imps', 0.946597077021447]
['redeemed', 0.946597077021447]
['walker', 0.946597077021447]
['shrugged', 0.946597077021447]
['disordered', 0.946597077021447]
['herondas', 0.946597077021447]
['let', 0.946597077021447]
['standing', 0.946597077021447]
['ministere', 0.946597077021447]
['jeer', 0.946597077021447]
['unpalatable', 0.946597077021447]
['delightful', 0.946597077021447]
['venom', 0.946597077021447]
['oblong', 0.946597077021447]
['straining', 0.946597077021447]
['competency', 0.946597077021447]
['_xii_', 0.946597077021447]
['lyon', 0.946597077021447]
['injustice', 0.946597077021447]
['grinning', 0.946597077021447]
['thief', 0.946597077021447]
['unbent', 0.946597077021447]
['footprints', 0.946597077021447]
['cajoling', 0.946597077021447]
['boreale', 0.946597077021447]
['rural', 0.946597077021447]
['29th', 0.946597077021447]
['boats', 0.946597077021447]
['consumes', 0.946597077021447]
['green', 0.946597077021447]
['greed', 0.946597077021447]
['devote', 0.946597077021447]
['consent', 0.946597077021447]
['buffon', 0.946597077021447]
['crimes', 0.946597077021447]
['strangers', 0.946597077021447]
['baltic', 0.946597077021447]
['truthfulness', 0.946597077021447]
['crooning', 0.946597077021447]
['neighborhoods', 0.946597077021447]
['accord', 0.946597077021447]
['merchantibility', 0.946597077021447]
['chimneys', 0.946597077021447]
['abrupt', 0.946597077021447]
['comparative', 0.946597077021447]
['profounder', 0.946597077021447]
['partridge', 0.946597077021447]
['comments', 0.946597077021447]
['theirs', 0.946597077021447]
['pays', 0.946597077021447]
['responding', 0.946597077021447]
['physical', 0.946597077021447]
['reception', 0.946597077021447]
['adresser', 0.946597077021447]
['vibrating', 0.946597077021447]
['purity', 0.946597077021447]
['brazen', 0.946597077021447]
['streaks', 0.946597077021447]
['poetically', 0.946597077021447]
['fires', 0.946597077021447]
['inevitable', 0.946597077021447]
['palaces', 0.946597077021447]
['mostly', 0.946597077021447]
['lunches', 0.946597077021447]
['insatiably', 0.946597077021447]
['twinkles', 0.946597077021447]
['gnat', 0.946597077021447]
['prided', 0.946597077021447]
['parfaitement', 0.946597077021447]
['dispatch', 0.946597077021447]
['dangers', 0.946597077021447]
['carmilla', 0.946597077021447]
['bestial', 0.946597077021447]
['heels', 0.946597077021447]
['reunions', 0.946597077021447]
['struck', 0.946597077021447]
['winnowing', 0.946597077021447]
['verily', 0.946597077021447]
['bucket', 0.946597077021447]
['flattened', 0.946597077021447]
['robed', 0.946597077021447]
['chunky', 0.946597077021447]
['injury', 0.946597077021447]
['nine', 0.946597077021447]
['fr', 0.946597077021447]
['fool', 0.946597077021447]
['trailed', 0.946597077021447]
['remercie', 0.946597077021447]
['antiquity', 0.946597077021447]
['1877', 0.946597077021447]
['1874', 0.946597077021447]
['1878', 0.946597077021447]
['sensual', 0.946597077021447]
['rudest', 0.946597077021447]
['lifetimes', 0.946597077021447]
['assistants', 0.946597077021447]
['partly', 0.946597077021447]
['straggling', 0.946597077021447]
['shah', 0.946597077021447]
['distances', 0.946597077021447]
['incongruity', 0.946597077021447]
['pyrotechnic', 0.946597077021447]
['signal', 0.946597077021447]
['donna', 0.946597077021447]
['civilization', 0.946597077021447]
['abroad', 0.946597077021447]
['seeing', 0.946597077021447]
['cialdini', 0.946597077021447]
['himself', 0.946597077021447]
['stragglers', 0.946597077021447]
['saps', 0.946597077021447]
['elliptical', 0.946597077021447]
['skated', 0.946597077021447]
['scornfully', 0.946597077021447]
['indolently', 0.946597077021447]
['keen', 0.946597077021447]
['apennines', 0.946597077021447]
['glories', 0.946597077021447]
['filigree', 0.946597077021447]
['gloried', 0.946597077021447]
['attach', 0.946597077021447]
['prouder', 0.946597077021447]
['border', 0.946597077021447]
['evolution', 0.946597077021447]
['unearth', 0.946597077021447]
['neither', 0.946597077021447]
['transaction', 0.946597077021447]
['intimated', 0.946597077021447]
['264', 0.946597077021447]
['jubilee', 0.946597077021447]
['notices', 0.946597077021447]
['hi', 0.946597077021447]
['ho', 0.946597077021447]
['boulevards', 0.946597077021447]
['unskilled', 0.946597077021447]
['drowned', 0.946597077021447]
['give', 0.946597077021447]
['decree', 0.946597077021447]
['drawled', 0.946597077021447]
['espouse', 0.946597077021447]
['brilliance', 0.946597077021447]
['incoherently', 0.946597077021447]
['reference', 0.946597077021447]
['sheridan', 0.946597077021447]
['wainscoted', 0.946597077021447]
['congres', 0.946597077021447]
['_did_', 0.946597077021447]
['moods', 0.946597077021447]
['sporting', 0.946597077021447]
['thucydides', 0.946597077021447]
['nerve', 0.946597077021447]
['formerly', 0.946597077021447]
['intellectual', 0.946597077021447]
['scrawl', 0.946597077021447]
['blushing', 0.946597077021447]
['oncle', 0.946597077021447]
['shave', 0.946597077021447]
['transportation', 0.946597077021447]
['capturing', 0.946597077021447]
['pine', 0.946597077021447]
['grow', 0.946597077021447]
['harked', 0.946597077021447]
['preaching', 0.946597077021447]
['imperative', 0.946597077021447]
['gigantic', 0.946597077021447]
['liveth', 0.946597077021447]
['unknowable', 0.946597077021447]
['savoring', 0.946597077021447]
['repined', 0.946597077021447]
['despotic', 0.946597077021447]
['whereabouts', 0.946597077021447]
['custody', 0.946597077021447]
['margin', 0.946597077021447]
['devotees', 0.946597077021447]
['rubbing', 0.946597077021447]
['middle', 0.946597077021447]
['disappointment', 0.946597077021447]
['accountable', 0.946597077021447]
['broken', 0.946597077021447]
['pleasantry', 0.946597077021447]
['brute', 0.946597077021447]
['hesitancy', 0.946597077021447]
['unpopularity', 0.946597077021447]
['reluctant', 0.946597077021447]
['tranquillity', 0.946597077021447]
['endowed', 0.946597077021447]
['charme', 0.946597077021447]
['spoon', 0.946597077021447]
['usurped', 0.946597077021447]
['pleasure', 0.946597077021447]
['projected', 0.946597077021447]
['wages', 0.946597077021447]
['paint', 0.946597077021447]
['significant', 0.946597077021447]
['cramped', 0.946597077021447]
['obsequiously', 0.946597077021447]
['myriad', 0.946597077021447]
['patiently', 0.946597077021447]
['fur', 0.946597077021447]
['tribesmen', 0.946597077021447]
['sapient', 0.946597077021447]
['scowled', 0.946597077021447]
['adversaries', 0.946597077021447]
['nose', 0.946597077021447]
['elysees', 0.946597077021447]
['strolled', 0.946597077021447]
['query', 0.946597077021447]
['brooms', 0.946597077021447]
['despicable', 0.946597077021447]
['sightly', 0.946597077021447]
['private', 0.946597077021447]
['names', 0.946597077021447]
['midair', 0.946597077021447]
['desprey', 0.946597077021447]
['contempt', 0.946597077021447]
['daring', 0.946597077021447]
['regions', 0.946597077021447]
['fete', 0.946597077021447]
['revived', 0.946597077021447]
['lingerie', 0.946597077021447]
['gazing', 0.946597077021447]
['keeseville', 0.946597077021447]
['josselin', 0.946597077021447]
['defend', 0.946597077021447]
['deceptions', 0.946597077021447]
['franz', 0.946597077021447]
['overweening', 0.946597077021447]
['retain', 0.946597077021447]
['finest', 0.946597077021447]
['tide', 0.946597077021447]
['keener', 0.946597077021447]
['motherhood', 0.946597077021447]
['exploited', 0.946597077021447]
['freely', 0.946597077021447]
['insidious', 0.946597077021447]
['indistinguishable', 0.946597077021447]
['nateral', 0.946597077021447]
['passively', 0.946597077021447]
['raved', 0.946597077021447]
['insert', 0.946597077021447]
['rendered', 0.946597077021447]
['saneness', 0.946597077021447]
['canrobert', 0.946597077021447]
['bud', 0.946597077021447]
['wish', 0.946597077021447]
['godsend', 0.946597077021447]
['hath', 0.946597077021447]
['queenly', 0.946597077021447]
['smokin', 0.946597077021447]
['pendant', 0.946597077021447]
['verdure', 0.946597077021447]
['quarrel', 0.946597077021447]
['protuberance', 0.946597077021447]
['borneo', 0.946597077021447]
['exhibits', 0.946597077021447]
['comprehend', 0.946597077021447]
['rabelais', 0.946597077021447]
['felicitous', 0.946597077021447]
['bonar', 0.946597077021447]
['gog', 0.946597077021447]
['trumpeted', 0.946597077021447]
['millennium', 0.946597077021447]
['laborer', 0.946597077021447]
['habitations', 0.946597077021447]
['leafy', 0.946597077021447]
['spade', 0.946597077021447]
['treaty', 0.946597077021447]
['mixture', 0.946597077021447]
['moulin', 0.946597077021447]
['shots', 0.946597077021447]
['fiddlesticks', 0.946597077021447]
['flowering', 0.946597077021447]
['extracts', 0.946597077021447]
['confidences', 0.946597077021447]
['shadowed', 0.946597077021447]
['bands', 0.946597077021447]
['sanitary', 0.946597077021447]
['escape', 0.946597077021447]
['dante_', 0.946597077021447]
['no', 0.946597077021447]
['backward', 0.946597077021447]
['advantage', 0.946597077021447]
['lastingly', 0.946597077021447]
['weird', 0.946597077021447]
['seward', 0.946597077021447]
['mcguire', 0.946597077021447]
['laughter', 0.946597077021447]
['slightest', 0.946597077021447]
['harmed', 0.946597077021447]
['sonnet', 0.946597077021447]
['appraises', 0.946597077021447]
['hoher', 0.946597077021447]
['gaps', 0.946597077021447]
['zebra', 0.946597077021447]
['globules', 0.946597077021447]
['explorers', 0.946597077021447]
['impose', 0.946597077021447]
['awfully', 0.946597077021447]
['millions', 0.946597077021447]
['hum', 0.946597077021447]
['transcription', 0.946597077021447]
['grieves', 0.946597077021447]
['bereft', 0.946597077021447]
['shrieks', 0.946597077021447]
['booths', 0.946597077021447]
['changing', 0.946597077021447]
['except', 0.946597077021447]
['tonya', 0.946597077021447]
['poised', 0.946597077021447]
['on', 0.946597077021447]
['zealous', 0.946597077021447]
['od', 0.946597077021447]
['strongly', 0.946597077021447]
['stumbled', 0.946597077021447]
['dismayed', 0.946597077021447]
['included', 0.946597077021447]
['sticking', 0.946597077021447]
['numb', 0.946597077021447]
['paradise', 0.946597077021447]
['thimbleful', 0.946597077021447]
['experimenting', 0.946597077021447]
['dispensed', 0.946597077021447]
['pasquier', 0.946597077021447]
['maison', 0.946597077021447]
['awakens', 0.946597077021447]
['camel', 0.946597077021447]
['windings', 0.946597077021447]
['succeed', 0.946597077021447]
['duc', 0.946597077021447]
['pigmies', 0.946597077021447]
['leans', 0.946597077021447]
['arrives', 0.946597077021447]
['persuasive', 0.946597077021447]
['rocklike', 0.946597077021447]
['tinker', 0.946597077021447]
['mingled', 0.946597077021447]
['bleeds', 0.946597077021447]
['creaked', 0.946597077021447]
['chirp', 0.946597077021447]
['lowland', 0.946597077021447]
['hears', 0.946597077021447]
['tension', 0.946597077021447]
['disinterestedness', 0.946597077021447]
['straps', 0.946597077021447]
['indignantly', 0.946597077021447]
['profound', 0.946597077021447]
['straightest', 0.946597077021447]
['vehement', 0.946597077021447]
['regards', 0.946597077021447]
['chattered', 0.946597077021447]
['patients', 0.946597077021447]
['westward', 0.946597077021447]
['tribulation', 0.946597077021447]
['keays', 0.946597077021447]
['torpedo', 0.946597077021447]
['montmartre', 0.946597077021447]
['interstices', 0.946597077021447]
['mutual', 0.946597077021447]
['accentuee', 0.946597077021447]
['owe', 0.946597077021447]
['vassals', 0.946597077021447]
['relieving', 0.946597077021447]
['thunder', 0.946597077021447]
['afterguard', 0.946597077021447]
['pompiers', 0.946597077021447]
['interrupt', 0.946597077021447]
['towered', 0.946597077021447]
['series', 0.946597077021447]
['clarence', 0.946597077021447]
['tempting', 0.946597077021447]
['sallied', 0.946597077021447]
['parthians', 0.946597077021447]
['shrubs', 0.946597077021447]
['promenades', 0.946597077021447]
['camp', 0.946597077021447]
['rotary', 0.946597077021447]
['joodicious', 0.946597077021447]
['appalling', 0.946597077021447]
['chirped', 0.946597077021447]
['parlez', 0.946597077021447]
['superhuman', 0.946597077021447]
['worker', 0.946597077021447]
['woollen', 0.946597077021447]
['voyages', 0.946597077021447]
['spectacles', 0.946597077021447]
['innocent', 0.946597077021447]
['atterley', 0.946597077021447]
['clawlike', 0.946597077021447]
['polytechnique', 0.946597077021447]
['enemies', 0.946597077021447]
['shakes', 0.946597077021447]
['otter', 0.946597077021447]
['wetness', 0.946597077021447]
['disclosing', 0.946597077021447]
['98', 0.946597077021447]
['logically', 0.946597077021447]
['papal', 0.946597077021447]
['theoretical', 0.946597077021447]
['chaucer', 0.946597077021447]
['undertook', 0.946597077021447]
['mused', 0.946597077021447]
['chaining', 0.946597077021447]
['squares', 0.946597077021447]
['hoogley', 0.946597077021447]
['buries', 0.946597077021447]
['argument', 0.946597077021447]
['instructed', 0.946597077021447]
['masse', 0.946597077021447]
['law_', 0.946597077021447]
['commissariat', 0.946597077021447]
['merit', 0.946597077021447]
['clank', 0.946597077021447]
['priest', 0.946597077021447]
['worries', 0.946597077021447]
['overflowed', 0.946597077021447]
['ascribed', 0.946597077021447]
['reichemberg', 0.946597077021447]
['belie', 0.946597077021447]
['pastimes', 0.946597077021447]
['gist', 0.946597077021447]
['rest', 0.946597077021447]
['starving', 0.946597077021447]
['kennel', 0.946597077021447]
['tireless', 0.946597077021447]
['october', 0.946597077021447]
['biassed', 0.946597077021447]
['beaks', 0.946597077021447]
['mast', 0.946597077021447]
['diary', 0.946597077021447]
['coquetry', 0.946597077021447]
['pedant', 0.946597077021447]
['foundations', 0.946597077021447]
['_am_', 0.946597077021447]
['fiercely', 0.946597077021447]
['rise_', 0.946597077021447]
['castle', 0.946597077021447]
['celer', 0.946597077021447]
['rooted', 0.946597077021447]
['fishermen', 0.946597077021447]
['beforehand', 0.946597077021447]
['commotion', 0.946597077021447]
['wedded', 0.946597077021447]
['golf', 0.946597077021447]
['jade', 0.946597077021447]
['diminution', 0.946597077021447]
['adjoining', 0.946597077021447]
['frosty', 0.946597077021447]
['raced', 0.946597077021447]
