['topics', 0.9962638547976362]
['concorde', 0.970674878739077]
['stirred', 0.970674878739077]
['boisterous', 0.970674878739077]
['break', 0.9701359784242022]
['danae', 0.9697356058889912]
['lasting', 0.9693234925206632]
['superadded', 0.9689731674660109]
['scalp', 0.9685310604678562]
['bridle', 0.968223582629342]
['attempted', 0.9678594567283111]
['wheedling', 0.967582715882671]
['problem', 0.9669571000934436]
['pheasants', 0.9669571000934436]
['sentences', 0.9669571000934436]
['propping', 0.9669571000934436]
['harmful', 0.9668918899951328]
['40', 0.9660114243705769]
['china', 0.9659178168326908]
['feathers', 0.9657679522756624]
['taste', 0.9657679522756624]
['equipped', 0.9657679522756624]
['torchlight', 0.9646298856077269]
['folly', 0.9646298856077269]
['make', 0.9646298856077269]
['foresaw', 0.9646298856077269]
['glonglim', 0.9646298856077269]
['stench', 0.9644523756458491]
['tinned', 0.9639580106963884]
['owning', 0.9638945755327448]
['coasts', 0.963682397457597]
['characterize', 0.9633738861521348]
['bayan', 0.9632438773598857]
['milliards', 0.9632237353379096]
['finishing', 0.9631829644637242]
['richer', 0.9629783488418437]
['flattered', 0.9626334486520658]
['determine', 0.9626334486520658]
['beggin', 0.9624580380194183]
['combine', 0.9624580380194183]
['skillets', 0.9624482947800352]
['congratulating', 0.9622630700752904]
['southeastward', 0.9622630700752904]
['amadee', 0.9622630700752904]
['tormented', 0.9622630700752904]
['python', 0.9622630700752904]
['quote', 0.9622630700752904]
['rheinfeldt', 0.9622630700752904]
['rules', 0.9622630700752904]
['bounty', 0.9622630700752904]
['smile', 0.9622630700752904]
['puff', 0.9622630700752904]
['sightless', 0.9622630700752904]
['tells', 0.9620713625621532]
['karnstein', 0.9620713625621532]
['interrupting', 0.9620713625621532]
['devotions', 0.961944037358486]
['jungle', 0.9615203621534744]
['heroism_', 0.9612442602916551]
['paddles', 0.9612442602916551]
['shocks', 0.9611800270548211]
['unconsciously', 0.9611459646831444]
['fields', 0.961099718923256]
['springin', 0.9607758705286691]
['chambers', 0.9605417241967292]
['hangchow', 0.9605038769398572]
['perfect', 0.9602883757001165]
['fellowship', 0.9598679428472311]
['studiously', 0.9597037215429283]
['weave', 0.9596797401478664]
['scotchman', 0.9596797401478664]
['_yet', 0.9596482201548391]
['appropriate', 0.9596482201548391]
['modification', 0.9596367450089108]
['edged', 0.9594705570242984]
['bedsteads', 0.9594705570242984]
['amie', 0.9594705570242984]
['receiving', 0.9594705570242984]
['darted', 0.9594705570242984]
['lupus', 0.9594705570242984]
['game', 0.9594705570242984]
['renewal', 0.9594705570242984]
['granted', 0.9589072002700405]
['monster', 0.9589072002700405]
['glutted', 0.9586167201094639]
['embodied', 0.9586167201094639]
['arcana', 0.9584192041123388]
['relinquish', 0.9581028957147718]
['dominating', 0.9581028957147718]
['admitted', 0.9578986126950747]
['overhauled', 0.9578986126950747]
['leon', 0.9578986126950747]
['temperament', 0.9578986126950747]
['incursion', 0.9578986126950747]
['scourged', 0.9578986126950747]
['titilation', 0.9578986126950747]
['yearns', 0.957801466054608]
['monopoly', 0.9565211669622176]
['creditors', 0.9564675219015699]
['needn', 0.9563889617337853]
['_suttee_', 0.9562290917523946]
['thoughtfulness', 0.9562290917523946]
['income', 0.9562290917523946]
['empiricism', 0.9558602673966812]
['justly', 0.9550070021759679]
['piratical', 0.9550070021759679]
['margherita', 0.9550070021759679]
['director', 0.9550070021759679]
['attend', 0.9550070021759679]
['bale', 0.9550070021759679]
['depends', 0.9550070021759679]
['depths', 0.9550070021759679]
['ablegates', 0.9550070021759679]
['_vii_', 0.9550070021759679]
['dissolved', 0.9550070021759679]
['channels', 0.9550070021759679]
['livid', 0.9550070021759679]
['enables', 0.9550070021759679]
['lilies', 0.9550070021759679]
['testimonials', 0.9550070021759679]
['lettest', 0.9550070021759679]
['bellowing', 0.9550070021759679]
['archives', 0.9550070021759679]
['moody', 0.9550070021759679]
['unessential', 0.9550070021759679]
['belonged', 0.9550070021759679]
['winding', 0.9550070021759679]
['semi', 0.9547906687677205]
['censuring', 0.9542440654203518]
['mammas', 0.9542438418403835]
['sincerely', 0.9541832916039932]
['subconsciously', 0.9541715588076002]
['skirted', 0.9541715588076002]
['ten', 0.9541715588076002]
['else', 0.9538362403070619]
['visited', 0.9533289174017006]
['sheriffs', 0.9533289174017006]
['broods', 0.9531995348617253]
['comer', 0.9529706481123978]
['steadied', 0.9525862871702853]
['ledges', 0.9523264278904361]
['nominations', 0.9522946200765215]
['meudon', 0.9522017060804332]
['cured', 0.9521215685709941]
['gasses', 0.9521215685709941]
['breaking', 0.9521215685709941]
['originality', 0.9517633330606043]
['crack', 0.9517212312963889]
['tine', 0.9514811303386771]
['electors', 0.9514811303386771]
['exceedingly', 0.9514811303386771]
['inactive', 0.9514811303386771]
['baggage', 0.9514811303386771]
['bloodstained', 0.9514811303386771]
['rude', 0.9514811303386771]
['comrades', 0.9514811303386771]
['nuptial', 0.9514811303386771]
['egsperiment', 0.9514811303386771]
['jersey', 0.9513015748071983]
['tongtoia', 0.9511878292004476]
['field', 0.9505588543657699]
['historical', 0.9505163366678232]
['elated', 0.9505163366678232]
['inflicts', 0.9505163366678232]
['negative', 0.9505163366678232]
['hunger', 0.9505163366678232]
['jehovah', 0.9505163366678232]
['domesticated', 0.9505163366678232]
['hundreds', 0.9493279734438678]
['came', 0.9489186136096124]
['hailed', 0.9485831821640437]
['vulcan', 0.9484544687312508]
['yells', 0.9484544687312508]
['coal', 0.948188493027479]
['scales', 0.948188493027479]
['hesselius', 0.947926991064394]
['_that_', 0.9479015740773529]
['shan', 0.947867985455316]
['malory', 0.947867985455316]
['when', 0.9477783792878844]
['unwinnowed', 0.9472497562441446]
['wagon', 0.9472497562441446]
['healthier', 0.9472497562441446]
['ulster', 0.947237627774294]
['harmony', 0.9468620793839739]
['marvelous', 0.9467598872223097]
['intricate', 0.9465066822828946]
['lower', 0.9464031162683395]
['intact', 0.9463396234102144]
['devils', 0.9459529380131845]
['lissa', 0.9456919984079383]
['scrubs', 0.9455424500432613]
['cordial', 0.9454824443922546]
['judging', 0.9454120521390783]
['rot', 0.9454047330721401]
['flickeringly', 0.9454047330721401]
['debility', 0.9454047330721401]
['italy', 0.9450837096517489]
['tables', 0.9449761135488759]
['wilts', 0.9449523197175416]
['arthur', 0.944855405704282]
['deprecatory', 0.9445904768589387]
['taking', 0.94432904762082]
['surreptitiously', 0.9440362161963928]
['musquitoes', 0.9438563756367843]
['faster', 0.943790037806495]
['stoic', 0.9437417378931202]
['condemnation', 0.9433930929826468]
['convenient', 0.9433738626210859]
['droite', 0.9433738626210859]
['accident', 0.9433456874253798]
['lookers', 0.9429390216048219]
['christine', 0.9427973491167015]
['convictions', 0.9427973491167015]
['monk', 0.9414888233072025]
['cyr', 0.9414888233072025]
['unsaved', 0.9414888233072025]
['connect', 0.9414888233072025]
['constrictor', 0.9414856303162076]
['headstones', 0.9414856303162076]
['disparagingly', 0.9411940715324546]
['earnestly', 0.9410045469654325]
['angrier', 0.9409593398095563]
['remedial', 0.9405754050319381]
['whirl', 0.9404869849621377]
['calculate', 0.9399274133535902]
['wittgenstein', 0.9397579474932303]
['expects', 0.9394692876407102]
['satchel', 0.9394648924220762]
['corridors', 0.9394648924220762]
['galloped', 0.9394648924220762]
['motion', 0.9393195145775635]
['seamanship', 0.9390529110578781]
['spins', 0.9388640003096712]
['stayed', 0.938861790389505]
['emblem', 0.9387300291786244]
['metz', 0.9384361240122933]
['jealousies', 0.9377845934183173]
['wrangled', 0.9377845934183173]
['peninsula', 0.9374381866846377]
['quack', 0.9371194142932134]
['vehemently', 0.9371194142932134]
['wannsee', 0.9370204629512898]
['than', 0.9369411032890006]
['considerate', 0.9369003239701819]
['whistlin', 0.936575696263708]
['quickening', 0.9365455031683965]
['stately', 0.9365455031683965]
['unguardedly', 0.9365455031683965]
['gruffly', 0.9365455031683965]
['deputies', 0.9365455031683965]
['expanding', 0.9365455031683965]
['bullied', 0.9365455031683965]
['prophecy', 0.9365455031683965]
['programme', 0.9365455031683965]
['impassable', 0.9365455031683965]
['ending', 0.9365455031683965]
['coiffe', 0.9362498050978085]
['gunpowder', 0.9359083629318165]
['gloss', 0.9356868777745538]
['geology', 0.9355553681053398]
['newby', 0.9355052520825337]
['inclinations', 0.9355052520825337]
['very', 0.9355015852927274]
['aztec', 0.9355015852927274]
['dreamed', 0.9355015852927274]
['bohemians', 0.9350811868671663]
['bismarck', 0.9350811868671663]
['agitation', 0.9350811868671663]
['throbbing', 0.9350811868671663]
['monumental', 0.9350811868671663]
['level', 0.9350811868671663]
['inshore', 0.9350811868671663]
['nincan', 0.9350811868671663]
['bersaglieri', 0.9350811868671663]
['integral', 0.9350811868671663]
['ch', 0.9350811868671663]
['lydius', 0.9350811868671663]
['ther', 0.9350811868671663]
['bias', 0.9350811868671663]
['gambling', 0.9350811868671663]
['perfume', 0.9350811868671663]
['sprawled', 0.9350811868671663]
['springs', 0.9350811868671663]
['fort', 0.9350811868671663]
['1338', 0.9350811868671663]
['me', 0.9350811868671663]
['modes', 0.9350811868671663]
['clot', 0.9350811868671663]
['calmer', 0.9350811868671663]
['nakedness', 0.9350811868671663]
['reasons', 0.9350811868671663]
['improvidence', 0.9350811868671663]
['hereafter', 0.9350811868671663]
['remaining', 0.9350811868671663]
['talkin', 0.9350811868671663]
['paroxysm', 0.9350811868671663]
['prettier', 0.9350811868671663]
['strangling', 0.9350811868671663]
['mastiffs', 0.9350811868671663]
['rule', 0.9350811868671663]
['aiding', 0.9350811868671663]
['dig', 0.9350811868671663]
['deformed', 0.9350811868671663]
['bustin', 0.9350811868671663]
['patches', 0.9350811868671663]
['orphans', 0.9350811868671663]
['onions', 0.9350811868671663]
['mastiff', 0.9350375299501181]
['disclosed', 0.9349494723487601]
['flaw', 0.9346201492244349]
['prow', 0.9346201492244349]
['swamps', 0.9345539115176545]
['fluctuated', 0.9345539115176545]
['pats', 0.9345539115176545]
['terre', 0.9345539115176545]
['don', 0.9345539115176545]
['idles', 0.9345539115176545]
['bush', 0.9345539115176545]
['mastery', 0.9345539115176545]
['mumblings', 0.9345539115176545]
['pallet', 0.9339307592795485]
['ruled', 0.9337132504915056]
['magnetic', 0.9334862554813602]
['unobtrusively', 0.9334862554813602]
['gomarus', 0.9334651299999344]
['morbid', 0.9331738205555002]
['dakota_', 0.9331693064482446]
['marseillaise', 0.9328723066571527]
['nimble', 0.9328560099330119]
['efficient', 0.932478736435562]
['libraries', 0.9324111921612962]
['patrolled', 0.9322010059698522]
['operas', 0.9322010059698522]
['remnant', 0.9322010059698522]
['leg', 0.9322010059698522]
['weapons', 0.9322010059698522]
['ornament', 0.9322010059698522]
['etext06', 0.9322010059698522]
['mightier', 0.9322010059698522]
['starved', 0.9322010059698522]
['proposition', 0.9317534043902382]
['ills', 0.9314157340508198]
['relented', 0.9311332147911978]
['enrolled', 0.9311006466525327]
['beset', 0.9311006466525327]
['rebellious', 0.9304759951882606]
['radio', 0.9303982445927981]
['remove', 0.9295278748577049]
['cloudy', 0.9290230691562988]
['faraway', 0.9283021350198389]
['trip', 0.9283021350198389]
['storytelling', 0.9281385972936497]
['luxuriating', 0.927915722184996]
['despondency', 0.9279149586176744]
['kruft', 0.927861720086228]
['thinks', 0.9277969140715295]
['repulsions', 0.9277969140715295]
['parisians', 0.9277969140715295]
['fester', 0.9277969140715295]
['whispers', 0.9275034908106681]
['pennsylvania', 0.9269717040488564]
['rug', 0.9267732978770624]
['uniforms', 0.9265748158559765]
['voodoos', 0.9265748158559765]
['cortege', 0.9265548650404174]
['prearranged', 0.9262072774004592]
['averse', 0.926033356789736]
['systematically', 0.926033356789736]
['omnipotence', 0.9257682907519763]
['doubtfully', 0.9257682907519763]
['_siesta_', 0.9257682907519763]
['nourishment', 0.9257682907519763]
['republic', 0.9257682907519763]
['creations', 0.9257682907519763]
['unstrung', 0.9257682907519763]
['attends', 0.9257682907519763]
['cultivatin', 0.9257682907519763]
['weak', 0.9257682907519763]
['godly', 0.9257682907519763]
['hunder', 0.9257682907519763]
['hircarrahs', 0.9257682907519763]
['grands', 0.9257682907519763]
['rake', 0.925672565436748]
['perfections', 0.9254784131085424]
['odium', 0.9254058105169161]
['longfellow', 0.9254058105169161]
['patronage', 0.9254058105169161]
['philosophy', 0.9250011439129766]
['absolve', 0.9250011439129766]
['remarkable', 0.9250011439129766]
['darkly', 0.9244717011941025]
['engross', 0.9236575241321676]
['seafaring', 0.9232388232401347]
['readiest', 0.9232348192710547]
['confess', 0.9230356501081962]
['larnin', 0.9226860982257379]
['_of', 0.9226860982257379]
['talking', 0.9226795396258528]
['sentiment', 0.9225499002620672]
['preferment', 0.9223969154584881]
['artfully', 0.9222838090626704]
['state', 0.9222838090626704]
['recompensed', 0.9221013506608471]
['plunging', 0.9219515603714705]
['thirdly', 0.9216897797288225]
['trapper', 0.9210671913854883]
['jauntily', 0.9210671913854883]
['sparklings', 0.9208123256784272]
['cleft', 0.9206749733949382]
['lesser', 0.9206749733949382]
['stitched', 0.9202405586887484]
['individualities', 0.9196883006725639]
['oddly', 0.9193325420158336]
['1633', 0.9191681984965618]
['legally', 0.9191681984965618]
['paixhan', 0.9189388070491885]
['believing', 0.9188945696730856]
['petronius', 0.9188945696730856]
['undergo', 0.9188945696730856]
['righteous', 0.9188097645342395]
['hoo', 0.9186963387926725]
['sinner', 0.9183358435468929]
['policies', 0.9181293116728725]
['hereabouts', 0.9180923005547587]
['ask', 0.9176425997299453]
['knowles', 0.9176425997299453]
['bought', 0.9176425997299453]
['lurched', 0.9176425997299453]
['commodity', 0.9176425997299453]
['russians', 0.9176425997299453]
['comforting', 0.9176425997299453]
['contrition', 0.917471663144644]
['wouldst', 0.9169488156089464]
['overshadowing', 0.9168991880823831]
['luxuriously', 0.9163674550204512]
['silius', 0.9163336185198719]
['putrefaction', 0.9163336185198719]
['argot', 0.9163336185198719]
['shambles', 0.9163336185198719]
['attributing', 0.9163336185198719]
['recuperation', 0.9163331067110824]
['ninth', 0.9159725006416616]
['year', 0.9157867755117592]
['bare', 0.9156750904288977]
['pincio', 0.9155713150279592]
['christward', 0.914966536948995]
['enviable', 0.914966536948995]
['tradition', 0.9148047089403962]
['hour', 0.9148046065010979]
['glowed', 0.9147138697492339]
['remedies', 0.9145015731826407]
['pretexts', 0.9145015731826407]
['republicains', 0.9145015731826407]
['comical', 0.9145015731826407]
['esteem', 0.9141375554055444]
['hits', 0.9141063639243596]
['fettered', 0.9141063639243596]
['manhood', 0.9141063639243596]
['antithesis', 0.9141063639243596]
['skeptical', 0.9141063639243596]
['facial', 0.9141063639243596]
['frosts', 0.9141063639243596]
['paracelsus', 0.9141063639243596]
['perils', 0.9141063639243596]
['familiarity', 0.9141063639243596]
['comprends', 0.9141063639243596]
['trenches', 0.9137765736847875]
['deficiency', 0.9136278872409466]
['hangings', 0.9136278872409466]
['wealthy', 0.9136278872409466]
['reform', 0.9136278872409466]
['propped', 0.9136278872409466]
['bearer', 0.9136278872409466]
['adroitness', 0.9136278872409466]
['_redemption_', 0.9136278872409466]
['grammars', 0.9136278872409466]
['relied', 0.9136278872409466]
['rainbow', 0.9136278872409466]
['utter', 0.9136278872409466]
['ay', 0.9136278872409466]
['indies', 0.9136278872409466]
['form', 0.9136278872409466]
['grog', 0.9136278872409466]
['harsh', 0.9136278872409466]
['severely', 0.9136278872409466]
['repertus', 0.9136278872409466]
['diplomatic', 0.9136278872409466]
['fragments', 0.9136278872409466]
['cussedness', 0.9136278872409466]
['hostage', 0.9136278872409466]
['_men_', 0.9136278872409466]
['courtesy', 0.9136278872409466]
['parisian', 0.9136278872409466]
['persuading', 0.9136278872409466]
['lavish', 0.9136278872409466]
['_by', 0.9136278872409466]
['correctness', 0.9136278872409466]
['tolerable', 0.9136278872409466]
['blessing', 0.9136278872409466]
['abranch', 0.9136278872409466]
['rummaged', 0.9136278872409466]
['explorer', 0.9136278872409466]
['bottl', 0.9136278872409466]
['garrisoned', 0.9136278872409466]
['mantel', 0.9136278872409466]
['uprooting', 0.9136278872409466]
['puzzling', 0.9129416977070199]
['comtesse', 0.912897240581067]
['celerity', 0.9128653744176299]
['meditation', 0.9127653627528127]
['anear', 0.9126154822780197]
['heures', 0.9123616528475389]
['magical', 0.9123478373017148]
['satisfactory', 0.9123401606365853]
['pulp', 0.9123401606365853]
['lazier', 0.9123401606365853]
['amaranths', 0.9123401606365853]
['annals', 0.9123401606365853]
['task', 0.9123401606365853]
['diseases', 0.9123401606365853]
['reclining', 0.9123401606365853]
['doubting', 0.9123401606365853]
['gif', 0.9123401606365853]
['sup', 0.9123401606365853]
['softest', 0.9123401606365853]
['shirt', 0.9123401606365853]
['drowning', 0.9123401606365853]
['fille', 0.9123401606365853]
['fall', 0.9123401606365853]
['back', 0.9123401606365853]
['tattered', 0.9123401606365853]
['demeanour', 0.9123401606365853]
['coups', 0.9123401606365853]
['arnold', 0.9123401606365853]
['_love_', 0.9123401606365853]
['tricksy', 0.9123401606365853]
['loftier', 0.9123401606365853]
['palpably', 0.9123401606365853]
['aura', 0.9123401606365853]
['suited', 0.9123401606365853]
['nonproprietary', 0.9123401606365853]
['within', 0.9123401606365853]
['data', 0.9123401606365853]
['prone', 0.9123401606365853]
['_little_', 0.9123401606365853]
['invisible', 0.9123401606365853]
['meat', 0.9123401606365853]
['brothers_', 0.9123401606365853]
['efficacy', 0.9123401606365853]
['computers', 0.9123401606365853]
['thickets', 0.9123401606365853]
['hohenlohe', 0.9123401606365853]
['communion', 0.9123401606365853]
['swimmin', 0.9123401606365853]
['recognise', 0.9123401606365853]
['goldsmith', 0.9123401606365853]
['prelude', 0.9123401606365853]
['renault', 0.9123401606365853]
['unlike', 0.9123401606365853]
['nobles', 0.9123401606365853]
['_lunarium_', 0.9123401606365853]
['beneath', 0.9123401606365853]
['opportunities', 0.9123401606365853]
['mobilization', 0.9123401606365853]
['puttin', 0.9123401606365853]
['innocently', 0.9123401606365853]
['throwing', 0.9123401606365853]
['fathers', 0.9123401606365853]
['carlton', 0.9123401606365853]
['tapped', 0.9123401606365853]
['estimable', 0.9123401606365853]
['fideles', 0.9123401606365853]
['acre', 0.9123401606365853]
['disused', 0.9123401606365853]
['dam', 0.9123401606365853]
['dar', 0.9123401606365853]
['hellish', 0.9123401606365853]
['revival', 0.9123401606365853]
['incomparable', 0.9123401606365853]
['oupire', 0.9123401606365853]
['affording', 0.9123401606365853]
['exhausting', 0.9123401606365853]
['eyewitness', 0.9123401606365853]
['lemp_', 0.912322063056982]
['promotes', 0.912322063056982]
['shafts', 0.912322063056982]
['booked', 0.912322063056982]
['exigencies', 0.9119229525597947]
['laces', 0.9119229525597947]
['sordidness', 0.9112330676084286]
['sects', 0.9111374038782791]
['amaranth', 0.9111374038782791]
['tying', 0.9111374038782791]
['sliding', 0.9111374038782791]
['refuse', 0.9111374038782791]
['passionately', 0.9111374038782791]
['worrying', 0.9111374038782791]
['supremeness', 0.9111374038782791]
['prestige', 0.9111374038782791]
['unexampled', 0.9111374038782791]
['bet', 0.9105335588363455]
['errors', 0.9105285530344456]
['adjustment', 0.9103216003124781]
['thou', 0.9103089823682323]
['depleted', 0.910222144962676]
['duchesses', 0.9099022035959442]
['milder', 0.9098490031497964]
['olives', 0.9096901903260763]
['awake', 0.9088467937069745]
['monday', 0.9084874632799537]
['99', 0.9084399973947053]
['smiling', 0.9083576695967623]
['votary', 0.9081820541783245]
['depth', 0.90817978207766]
['scanning', 0.9079467255520015]
['reckons', 0.9078429037652564]
['friendships', 0.9077826177759316]
['competent', 0.9077711810373326]
['resembles', 0.9077446347164412]
['prophet', 0.9076166335530959]
['desert', 0.9075096649515456]
['graspin', 0.9074069511543547]
['uncertainly', 0.9067172914360682]
['verification', 0.9059891141321259]
['_them_', 0.9058152503801347]
['weakest', 0.905579116544646]
['dimly', 0.904965529064039]
['pilgrim', 0.9049568116708605]
['lever', 0.9047825043116278]
['groggeries', 0.9047825043116278]
['pattern', 0.9047825043116278]
['countrywomen', 0.9047825043116278]
['disorder', 0.9047825043116278]
['hoots', 0.9047738358690577]
['ceremony', 0.904622559053423]
['immensity', 0.9043037412254225]
['poky', 0.9043037412254225]
['ploughs', 0.9043037412254225]
['law', 0.9043037412254225]
['beowa', 0.9043037412254225]
['suffer', 0.9043037412254225]
['advance', 0.9037965287596625]
['nails', 0.9037525642478914]
['stoop', 0.9036436535021357]
['unintended', 0.9033172231380864]
['historians', 0.9032267053322378]
['essence', 0.9032267053322378]
['_descending_', 0.9030440065571607]
['scattering', 0.9029676656922991]
['christianly', 0.9029186231675287]
['selections', 0.9028229599503388]
['cherishes', 0.9023966863535241]
['castor', 0.9023966863535241]
['caesars', 0.9023815208632848]
['attuned', 0.9018632445296195]
['masked', 0.9018632445296195]
['financial', 0.9011691359282712]
['ankle', 0.901145114302221]
['adequate', 0.901102584315906]
['excelling', 0.9009991004536622]
['drummed', 0.9008008354213267]
['ingen', 0.9007170230939889]
['_fat_', 0.9007170230939889]
['smokehouse', 0.9007170230939889]
['traveller', 0.9007170230939889]
['speak', 0.9004052908237425]
['palanquin', 0.9002884918420034]
['skate', 0.9001305844671339]
['ass', 0.9000002610931708]
