['damn', 0.998506268618762]
['superfluous', 0.9797143983171553]
['usance', 0.9794347006838218]
['spacious', 0.9794269380862569]
['aegis', 0.9793446624709501]
['broods', 0.9793266072204847]
['596', 0.9792774134220081]
['bulky', 0.979051184060166]
['scrofula', 0.9789853697030749]
['breeding', 0.9789853697030749]
['disengaged', 0.9789853697030749]
['ministrants', 0.9789853697030749]
['berth', 0.9789853697030749]
['doubled', 0.9788628210456362]
['retired', 0.9788628210456362]
['curtseys', 0.9782201415198929]
['void', 0.9782138410711327]
['reducible', 0.9782138410711327]
['descend', 0.9782138410711327]
['slouched', 0.9782138410711327]
['seemingly', 0.9782138410711327]
['shapes', 0.9780608834885134]
['rabats', 0.9778833236988205]
['punish', 0.9776591802802527]
['flora', 0.9776591802802527]
['theorem', 0.9776591802802527]
['telephone', 0.9773762914611139]
['apprehension', 0.9772959357138958]
['nailmaker', 0.9772959357138958]
['inlets', 0.9772959357138958]
['up', 0.9772932743163707]
['exhortation', 0.9769128628223158]
['liveliness', 0.9767571356010596]
['chiuso', 0.9767571356010596]
['untiring', 0.9767571356010596]
['entitled', 0.9767571356010596]
['radically', 0.9767571356010596]
['tarred', 0.9767571356010596]
['governing', 0.9765437089072191]
['chancery', 0.9765437089072191]
['fogyism', 0.9765030155609461]
['pedestrians', 0.9765008268639939]
['assumption', 0.9765008268639939]
['conspicuously', 0.9765008268639939]
['wannsee', 0.9763674497772303]
['accidents', 0.9763607530466614]
['palanquin', 0.9761661369271537]
['catalogues', 0.9761122820163799]
['translucent', 0.9760672663468078]
['concealed', 0.9760356005878877]
['spielsberg', 0.9759465576625839]
['snout', 0.9759060623002013]
['artifices', 0.9759018820212808]
['freeing', 0.9759018820212808]
['breathed', 0.9759018820212808]
['pessimistic', 0.9759018820212808]
['situated', 0.9759018820212808]
['bald', 0.9759018820212808]
['headgear', 0.9759018820212808]
['perforation', 0.9759018820212808]
['pinks', 0.9759018820212808]
['sceptre', 0.9759018820212808]
['saturninus', 0.9759018820212808]
['souffrante', 0.9759018820212808]
['valparaiso', 0.9759018820212808]
['chang', 0.9759018820212808]
['odd', 0.9759018820212808]
['overrun', 0.9759018820212808]
['catechism', 0.9759018820212808]
['strained', 0.9759018820212808]
['piles', 0.9759018820212808]
['streak', 0.9759018820212808]
['lighten', 0.9759018820212808]
['trace', 0.9758292964946228]
['sported', 0.9757235901884485]
['maigs', 0.9755405421507776]
['contradictions', 0.9754864265776608]
['flaw', 0.9754667519099781]
['prow', 0.9754667519099781]
['_xxii_', 0.9754505020768525]
['severity', 0.9754158581927342]
['involve', 0.9753010006581182]
['notion', 0.9753010006581182]
['des', 0.9752264106247558]
['giovanni', 0.9749481478471912]
['consolation', 0.9748658422265447]
['traversed', 0.9747651865466119]
['theatrical', 0.9747651865466119]
['savages', 0.9747651865466119]
['publishing', 0.9747651865466119]
['pig', 0.9747651865466119]
['lampiste', 0.9746738975201811]
['lukewarm', 0.974614529635846]
['shoes', 0.9745452041125318]
['raise', 0.9745184560507691]
['heresy', 0.9739898685101267]
['fireballs', 0.9738674819379967]
['disillusioning', 0.9738674819379967]
['governess', 0.9738674819379967]
['woe', 0.9738674819379967]
['torment', 0.9738674819379967]
['feared', 0.9738674819379967]
['adroitly', 0.9738674819379967]
['blowing', 0.9738674819379967]
['scuttled', 0.9738674819379967]
['whim', 0.9738674819379967]
['wraith', 0.9738674819379967]
['analyzed', 0.9738674819379967]
['monopoly', 0.9738412148464665]
['readable', 0.9737729795612758]
['subdirectory', 0.9737729795612758]
['flourished', 0.9734666574829818]
['attained', 0.9731424500289217]
['huntsman', 0.972868453380768]
['kills', 0.9728663786691725]
['purchases', 0.9723308491042113]
['closed', 0.972271425059081]
['esteemed', 0.9722542255134143]
['morosofia', 0.972204109370445]
['dramatic', 0.9717183602761806]
['worlds', 0.9716395536550123]
['severs', 0.9712773833718308]
['unredeemed', 0.9711822830506346]
['problem', 0.9711740737777449]
['pheasants', 0.9711740737777449]
['sentences', 0.9711740737777449]
['propping', 0.9711740737777449]
['cooerdinating', 0.970918301100222]
['ascended', 0.9703505212968053]
['creator', 0.9694463905877951]
['cassius', 0.96939937863608]
['sechs', 0.9688522676916375]
['taxes', 0.9686299507704672]
['intestine', 0.9686299507704672]
['gesticulations', 0.9686299507704672]
['constructed', 0.9683199175509358]
['surrendering', 0.9682271540335657]
['dodging', 0.9681242372984132]
['1828', 0.9679209702318947]
['thud', 0.9679099501142574]
['shelter', 0.9679099501142574]
['haply', 0.9679099501142574]
['amiel', 0.9678883210143161]
['waists', 0.9674976658611145]
['tutelar', 0.9673411361850626]
['certaldo', 0.9673411361850626]
['21', 0.9673411361850626]
['mistrusted', 0.9673393226665519]
['purest', 0.9670836351010308]
['field', 0.9670785551230033]
['ripening', 0.9670704707066221]
['graining', 0.966918761310958]
['popularity', 0.966918761310958]
['_poetry', 0.966918761310958]
['divi', 0.9668923419263854]
['expanse', 0.9668769487171502]
['txt', 0.9668466321137739]
['radicalism', 0.9666976744320175]
['term', 0.9666976744320175]
['christians', 0.9666976744320175]
['dank', 0.9666976744320175]
['parent', 0.9664826821787049]
['roosting', 0.9663592266675242]
['olives', 0.9661119910888344]
['comedians', 0.9660826151596057]
['emptiness', 0.9658393872939669]
['practice', 0.9657649451817447]
['blades', 0.9655383565639079]
['radiated', 0.9655383565639079]
['abstracted', 0.9655383565639079]
['sullenness', 0.9655383565639079]
['flop', 0.9655383565639079]
['easternmost', 0.9655383565639079]
['hilarity', 0.9655383565639079]
['xxxi', 0.9655383565639079]
['untidy', 0.9655383565639079]
['sunday_', 0.9655383565639079]
['drizzly', 0.9655383565639079]
['miscarry', 0.9655383565639079]
['accession', 0.9655383565639079]
['reported', 0.9655383565639079]
['weaker', 0.9655383565639079]
['encamping', 0.9655383565639079]
['remissness', 0.9655383565639079]
['graveled', 0.9655383565639079]
['jason', 0.9654782004206548]
['track', 0.9654366815879541]
['spends', 0.9654300487279749]
['trotter', 0.9650994976482036]
['visionary', 0.9650994976482036]
['matured', 0.9649851363657669]
['crooked', 0.9649145423937775]
['studiously', 0.9648463799145995]
['parental', 0.9643907868394065]
['manufactories', 0.9642571334335015]
['watering', 0.9642571334335015]
['groves', 0.9642478951517519]
['jesuit', 0.9641136635846432]
['oppressors', 0.9640687584290326]
['talazac', 0.9640270903690877]
['ingen', 0.9639112549676764]
['_fat_', 0.9639112549676764]
['smokehouse', 0.9639112549676764]
['traveller', 0.9639112549676764]
['meerschaums', 0.9638620399610673]
['verification', 0.9638416990169762]
['comprehensible', 0.9637769818425255]
['subtraction', 0.9637769818425255]
['notable', 0.9637769818425255]
['apocolocyntosis', 0.9637769818425255]
['raccolto', 0.9637769818425255]
['24689', 0.9637769818425255]
['motion', 0.9634919414741818]
['aghast', 0.9633036322577146]
['marvelled', 0.9633036322577146]
['agreed', 0.9633036322577146]
['button', 0.963230421952119]
['_must_', 0.963230421952119]
['emblem', 0.9631372810377208]
['constrictor', 0.9631187886237199]
['headstones', 0.9631187886237199]
['disparagingly', 0.9629350210946444]
['hundreds', 0.9629135183347082]
['asia', 0.9629022724675139]
['ladder', 0.9628680089539243]
['_great', 0.9628680089539243]
['flippered', 0.9628680089539243]
['wicked', 0.9628680089539243]
['meant', 0.9628680089539243]
['ecumenical', 0.9628680089539243]
['orchestra', 0.9628680089539243]
['employers', 0.9628680089539243]
['butcher', 0.9628680089539243]
['regularity', 0.9628680089539243]
['comite', 0.9628680089539243]
['usurers', 0.9628680089539243]
['warier', 0.9628680089539243]
['wakefield', 0.9627961308651124]
['pennsylvania', 0.9627002601405011]
['que', 0.9626804480468489]
['restore', 0.9626804480468489]
['nominations', 0.9625393001857875]
['scrap', 0.9617619842266901]
['monitor', 0.961757542445238]
['contradictory', 0.9611432096674828]
['shallowed', 0.9608879026798416]
['spectator', 0.9608879026798416]
['ices', 0.9608879026798416]
['claim', 0.9608051114721093]
['strikingly', 0.9608051114721093]
['gracefully', 0.9608001908113427]
['pseudo', 0.9606977280716369]
['mirage', 0.9606977280716369]
['party', 0.9606881195828834]
['trickling', 0.9606881195828834]
['ney', 0.9606881195828834]
['swedish', 0.9606881195828834]
['painter', 0.9606881195828834]
['presided', 0.9606881195828834]
['duplicated', 0.9606881195828834]
['callings', 0.9606881195828834]
['inspiration', 0.9606881195828834]
['remembered', 0.9606881195828834]
['fond', 0.9606881195828834]
['needleworkers', 0.9599356958686656]
['inferieure', 0.9599075230474943]
['brought', 0.9599075230474943]
['unreasonable', 0.9598855857023569]
['jump', 0.9598050620466696]
['cant', 0.9598050620466696]
['coachmen', 0.9596691733867881]
['sorrow', 0.9593495740769847]
['reflective', 0.959091845375379]
['witting', 0.958739259873426]
['skip', 0.9586152151803523]
['drugging', 0.9582764789327965]
['waterfalls', 0.9579832581305461]
['scouted', 0.9576852796153945]
['tine', 0.9576731654546158]
['electors', 0.9576731654546158]
['exceedingly', 0.9576731654546158]
['inactive', 0.9576731654546158]
['baggage', 0.9576731654546158]
['bloodstained', 0.9576731654546158]
['rude', 0.9576731654546158]
['comrades', 0.9576731654546158]
['nuptial', 0.9576731654546158]
['egsperiment', 0.9576731654546158]
['eatables', 0.9576405291705535]
['counties', 0.9574323840451703]
['locating', 0.9574038047757096]
['translation', 0.9571510937865072]
['sustenance', 0.9569334866695779]
['tunisian', 0.9567480302047002]
['guests', 0.9567044512465352]
['stayed', 0.9566503936513223]
['courts', 0.9566129255813084]
['am_', 0.9564225104399556]
['cramp', 0.9564225104399556]
['maybe', 0.9564225104399556]
['hewed', 0.9564225104399556]
['skeleton', 0.9564225104399556]
['cardinal', 0.9564225104399556]
['distasteful', 0.9558464914992427]
['synonymes', 0.955540986418452]
['melt', 0.9553685381587069]
['terrace', 0.9552309852350889]
['crag', 0.9552309852350889]
['spans', 0.9546314266529703]
['chores', 0.9544248196138051]
['pastures', 0.9542760205904465]
['salvator_', 0.9541436037898963]
['seizure', 0.9540557217485595]
['gill', 0.9540120912600689]
['avidity', 0.9538236592107959]
['principal', 0.9538022157645986]
['_really_', 0.9535959737286755]
['lustre', 0.9534931741021938]
['helter', 0.9534734958485227]
['paddlin', 0.9534734958485227]
['insatiable', 0.9534734958485227]
['insecurely', 0.9534734958485227]
['excuses', 0.9533445720307163]
['prescience', 0.9533404950627326]
['undying', 0.9532166572535687]
['classical', 0.9531865680388572]
['seamless', 0.9529958719023506]
['devils', 0.9528504875247811]
['donations', 0.9528201273226699]
['_time', 0.952718625433563]
['milder', 0.9526920368187654]
['convulsive', 0.9526008259494959]
['rivaled', 0.9525826462509825]
['conversation', 0.9523704796824243]
['recedes', 0.9523238932565663]
['watertown', 0.9522707112153126]
['disbelieve', 0.9520438417376061]
['spirited', 0.9520157080651482]
['amnii', 0.9519430369047697]
['ichthiosaurus', 0.9518382609574283]
['_oyama_', 0.9518382609574283]
['descant', 0.9517939868406217]
['assafoetida', 0.9517644840129976]
['wing', 0.9516702771990267]
['resorts', 0.9514382481822927]
['fabius', 0.9514382481822927]
['restoration', 0.9514382481822927]
['affecting', 0.9514382481822927]
['gone', 0.9514382481822927]
['hopelessly', 0.9514382481822927]
['county', 0.9514382481822927]
['unavowed', 0.9514382481822927]
['ferociously', 0.9514382481822927]
['adduced', 0.9514382481822927]
['selling', 0.9514382481822927]
['unlit', 0.9514382481822927]
['phillips', 0.9514382481822927]
['reverses', 0.9514382481822927]
['preoccupations', 0.9514382481822927]
['undergoing', 0.9514382481822927]
['paralysed', 0.9514382481822927]
['uttermost', 0.9514382481822927]
['prodigy', 0.9514382481822927]
['faraway', 0.9514378738581105]
['trip', 0.9514378738581105]
['hudson', 0.9512870854649742]
['photographic', 0.951275668470294]
['preternatural', 0.9509361308578759]
['torchlight', 0.9506373364126522]
['folly', 0.9506373364126522]
['make', 0.9506373364126522]
['foresaw', 0.9506373364126522]
['glonglim', 0.9506373364126522]
['gerard', 0.9506323000698392]
['overthrown', 0.9505303648945733]
['stench', 0.9503896028476885]
['engross', 0.9498938530056791]
['diving', 0.9498452286459413]
['troubetskoi', 0.9498452286459413]
['_farther', 0.9498452286459413]
['alchemist', 0.9498452286459413]
['agon', 0.9498452286459413]
['lunch', 0.9498452286459413]
['thicket', 0.9498452286459413]
['detail', 0.9498452286459413]
['terrestrial', 0.9498452286459413]
['satisfaction', 0.9498452286459413]
['mechanic', 0.9498452286459413]
['in', 0.9498452286459413]
['mistaking', 0.9498452286459413]
['excites', 0.9498452286459413]
['ll', 0.9498452286459413]
['random', 0.9498452286459413]
['welling', 0.9498452286459413]
['preaches', 0.9498452286459413]
['elected', 0.9498452286459413]
['ein', 0.9498452286459413]
['step', 0.9498452286459413]
['tournees', 0.9498452286459413]
['representing', 0.9498452286459413]
['jibed', 0.9498452286459413]
['barbaree', 0.9498452286459413]
['artist', 0.9498452286459413]
['aerial', 0.9498452286459413]
['complete', 0.9498452286459413]
['pour', 0.9498452286459413]
['neighbour', 0.9498452286459413]
['nondescript', 0.9498452286459413]
['trove', 0.9498452286459413]
['unselfishness', 0.9498452286459413]
['bosoms', 0.9498452286459413]
['unsubstantiality', 0.9498452286459413]
['cleopatra', 0.9498452286459413]
['tax', 0.9498452286459413]
['unsuspected', 0.949801214044343]
['pugnaciously', 0.949801214044343]
['marbled', 0.949801214044343]
['gaping', 0.949801214044343]
['signature', 0.949801214044343]
['pneumonia', 0.9497165448634152]
['yawned', 0.9494117272216941]
['bill', 0.9492165648801519]
['refusing', 0.9489357137585409]
['paixhan', 0.9489076784422683]
['_me_', 0.9486223117329441]
['hundredth', 0.9486223117329441]
['rounded', 0.948350258537413]
['invented', 0.9481615815934488]
['pausing', 0.9481343328198991]
['discretion', 0.9480839919214815]
['railway', 0.9480839919214815]
['portray', 0.9480839919214815]
['generous', 0.9480319758415866]
['johnson', 0.9480319758415866]
['scientific', 0.9480319758415866]
['cruising', 0.9480319758415866]
['bulls', 0.9480319758415866]
['unapproving', 0.9479430783895478]
['cordial', 0.9478673463071874]
['embassy', 0.9478629536396944]
['slide', 0.9477909499483655]
['emanations', 0.9477909499483655]
['unfelt', 0.9470151152839544]
['infinite', 0.9470151152839544]
['withhold', 0.94695707384265]
['ghoul', 0.94695707384265]
['sermon', 0.94695707384265]
['kindly', 0.9468997302668469]
['1904_', 0.9468914573327923]
['beatrice', 0.9467628954806588]
['maintenant', 0.94667826230017]
['delivers', 0.9462983024953828]
['unwitting', 0.9462219610884522]
['unanswered', 0.9459743016841983]
['laudable', 0.945598755702101]
['facilities', 0.9453225452100006]
['claret', 0.9452743218533625]
['xxix', 0.9452275289772216]
['impotent', 0.9451847321134423]
['quack', 0.9451443084740767]
['vehemently', 0.9451443084740767]
['scalp', 0.9450943269621326]
['tinned', 0.9449817301720248]
['abstruse', 0.9449798334558313]
['conduct', 0.944407891507748]
['dual', 0.9444060082881797]
['notary', 0.9438796541762523]
['chymera', 0.9435305259604323]
['desires', 0.9434922229830793]
['aggregate', 0.9432848564186471]
['during', 0.9429539037574417]
['recommendations', 0.9428175513289874]
['suffused', 0.9424132585185906]
['defer', 0.9423668862146886]
['immanent', 0.94225486705855]
['fellows', 0.9411904763938237]
['bowl', 0.9411643135122147]
['pleine', 0.9411643135122147]
['meted', 0.9411639225192602]
['venerable', 0.9411009385971201]
['broaching', 0.9408658217064204]
['piety', 0.9407164662320682]
['raillery', 0.9404425335349611]
['fiords', 0.9403269314357819]
['reigning', 0.9403269314357819]
['accustomed', 0.9403210362487714]
['valor', 0.9402435575701436]
['tribes', 0.9402233874762576]
['philosopher', 0.9402233874762576]
['thoughtlessly', 0.9402233874762576]
['purchasing', 0.9402233874762576]
['bluffs', 0.9402233874762576]
['fail', 0.9401420600177267]
['yoke', 0.9400284062982656]
['ceases', 0.9399635651211083]
['dwindled', 0.9396127125121049]
['sma', 0.9395678049232858]
['leverage', 0.9391993547817391]
['pothooks', 0.9389292881134976]
['hindoos', 0.9389213277189193]
['thanks', 0.9387463057963914]
['hearted', 0.9387463057963914]
['deal', 0.9387463057963914]
['conclaves', 0.9387463057963914]
['moses', 0.9387463057963914]
['testified', 0.9387463057963914]
['ebb', 0.9387463057963914]
['fastening', 0.9387336644282069]
['entree', 0.9381504635971654]
['handsomest', 0.9381504635971654]
['swallowing', 0.9381504635971654]
['playfellows', 0.9379702414602722]
['theme', 0.9379702414602722]
['dispersed', 0.9379702414602722]
['kingly', 0.9379702414602722]
['frothing', 0.9379702414602722]
['journeying', 0.9379702414602722]
['dome', 0.9379702414602722]
['danube', 0.9379702414602722]
['licked', 0.9379702414602722]
['agape', 0.9379702414602722]
['_boo', 0.9379702414602722]
['dissatisfaction', 0.9379702414602722]
['shellback', 0.9379702414602722]
['disprove', 0.9379702414602722]
['trader', 0.9379702414602722]
['decayed', 0.9379571436641649]
['eyeless', 0.9378226703656997]
['cork', 0.9378027561885108]
['tho', 0.9377347472606884]
['walking', 0.9373754544595968]
['long', 0.9372716337870081]
['speak', 0.9372261285400788]
['concluded', 0.9372007610032941]
['floating', 0.9366464737586384]
['mesmerised', 0.9364120115000523]
['unscathed', 0.936406215689488]
['spend', 0.9362657359848614]
['washers', 0.936183483937487]
['cortege', 0.9359280194015775]
['buyer', 0.9359245965294659]
['hastening', 0.9357124621339205]
['pericles', 0.9357124621339205]
['hunt', 0.9357124621339205]
['doled', 0.9355799625481769]
['smala', 0.9355328478557722]
['directed', 0.9355328478557722]
['seasons', 0.9352462415190445]
['severest', 0.9350172877276693]
['hungry', 0.9348135425067646]
['rummage', 0.9347249176999606]
['weapon', 0.9342709617939066]
['tres', 0.9341069145786522]
['sociable', 0.934067818605869]
['ann', 0.9339676429616025]
['caverns', 0.9338621215817196]
['mountain', 0.9338621215817196]
['respectfully', 0.9336237441072284]
['repeat', 0.9335345092111351]
['_lunarian', 0.9335345092111351]
['boy', 0.9335345092111351]
['brutality', 0.9335345092111351]
['relic', 0.9335345092111351]
['episode', 0.9335345092111351]
['referred', 0.9335345092111351]
['laura', 0.9335345092111351]
['pouring', 0.9335345092111351]
['awfullest', 0.9335345092111351]
['consular', 0.9335345092111351]
['formulated', 0.9335345092111351]
['pinnacles', 0.9335345092111351]
['conies', 0.9335345092111351]
['ministres', 0.9334424874898067]
['allowing', 0.933144931703835]
['agricultural', 0.9330846705645934]
['fiammetta_', 0.9330753977416908]
['seafaring', 0.9330351747494683]
['surpassed', 0.9319372683771959]
['orders', 0.9318632189191302]
['forbade', 0.9318632189191302]
['evolved', 0.9317815475915492]
['penalty', 0.9316926594653268]
['flaring', 0.9315243185618971]
['_theories_', 0.9312649974035624]
['scudding', 0.9312649974035624]
['endeavor', 0.9312649974035624]
['army', 0.9312649974035624]
['exposing', 0.9311448883201091]
['planned', 0.9311448883201091]
['disperse', 0.9311448883201091]
['forced', 0.9311448883201091]
['associations', 0.9311448883201091]
['ragged', 0.9310767108792682]
['hosts', 0.9310382573628702]
['seriousness', 0.9308952198326721]
['faucets', 0.9308491692620942]
['richer', 0.9301474353428159]
['records', 0.9301437884403198]
['perforated', 0.9300492819181436]
['evils', 0.9299968339427631]
['expositions', 0.9299004138111231]
['harmful', 0.9298639898932619]
['lorenzo', 0.9297996918687541]
['suspenders', 0.9296344989044757]
['carelessly', 0.929589798191941]
['sordid', 0.9295003699555915]
['minute', 0.9294703494494215]
['suttile', 0.9294703494494215]
['guilt', 0.9294703494494215]
['cancelled', 0.9294703494494215]
['etrangeres', 0.9294703494494215]
['cud', 0.9294703494494215]
['steps', 0.9294703494494215]
['shrines', 0.9294703494494215]
['diminished', 0.9294703494494215]
['dawn', 0.9294703494494215]
['venison', 0.9294703494494215]
['den', 0.9294703494494215]
['hairs', 0.9294703494494215]
['misapplied', 0.9294703494494215]
['girard', 0.9294703494494215]
['air', 0.9294703494494215]
['staysail', 0.9294703494494215]
['amphibise', 0.9294703494494215]
['saluted', 0.9294703494494215]
['pyramid', 0.9294703494494215]
['seized', 0.9294703494494215]
['dropped', 0.9294703494494215]
['denser', 0.9294703494494215]
['upbraided', 0.9294703494494215]
['territory', 0.9294703494494215]
['maik', 0.9294703494494215]
['steal', 0.9294703494494215]
['puppet', 0.9294703494494215]
['text', 0.9294703494494215]
['bellows', 0.9294703494494215]
['analyzation', 0.9294703494494215]
['expectation', 0.9294703494494215]
['deadlights', 0.9294703494494215]
['treasures', 0.9294703494494215]
['reproached', 0.9294703494494215]
['obstructions', 0.9294703494494215]
['cleavage', 0.9294703494494215]
['twilit', 0.9294380282035921]
['drained', 0.9292860376278868]
['hospitable', 0.9292860376278868]
['transcendently', 0.9292369075196362]
['detection', 0.929085076604895]
['blackest', 0.929085076604895]
['readiest', 0.928911539221267]
['lookers', 0.9288992261731006]
['tensity', 0.9286948899775328]
['vindar', 0.9286700142107084]
['sockets', 0.9286700142107084]
['grandnephew', 0.9286700142107084]
['late', 0.9286472174673747]
['policies', 0.9285777450478931]
['skinned', 0.9283664626893118]
['colonial', 0.9283662096805689]
['winged', 0.9282648628247977]
['relatives', 0.9282586554746924]
['cesspool', 0.9282586554746924]
['ledges', 0.928069482661523]
['coon', 0.9280597441396882]
['befitted', 0.9280597441396882]
['upward', 0.9278843927411419]
['glutted', 0.9277962057608129]
['embodied', 0.9277962057608129]
['bottles', 0.9277476788533668]
['resplendent', 0.9275590230176752]
['platoon', 0.927533987712249]
['incapacitating', 0.9275130034553956]
['arcana', 0.9274515882135066]
['felicitations', 0.9271705182901041]
['crazes', 0.9271056797063361]
['whitling', 0.926392297189078]
['smothering', 0.9263874789227556]
['guile', 0.926308346314729]
['relentlessness', 0.926308346314729]
['gulls', 0.926308346314729]
['near', 0.926308346314729]
['holders', 0.926308346314729]
['breaths', 0.926308346314729]
['lot', 0.926308346314729]
['137', 0.926308346314729]
['shock', 0.9262066613259332]
['derive', 0.926073098707576]
['hugest', 0.9258294903979981]
['than', 0.9255090517236513]
['jotted', 0.9253902396896195]
['petition_', 0.9252539852099783]
['designs', 0.9249287546565078]
['edifice', 0.9248279314589528]
['greatly', 0.924777407831095]
['yards', 0.9245289483088146]
['ont', 0.9244108378153548]
['example', 0.9243687214288436]
['transferred', 0.9240124559294147]
['relations', 0.9238263578524538]
['proved', 0.9238263578524538]
['exorbitant', 0.9238263578524538]
['shortcomings', 0.9238263578524538]
['administrations', 0.9236461894688688]
['satisfactory', 0.9235274122643473]
['pulp', 0.9235274122643473]
['lazier', 0.9235274122643473]
['amaranths', 0.9235274122643473]
['annals', 0.9235274122643473]
['task', 0.9235274122643473]
['diseases', 0.9235274122643473]
['reclining', 0.9235274122643473]
['doubting', 0.9235274122643473]
['gif', 0.9235274122643473]
['sup', 0.9235274122643473]
['softest', 0.9235274122643473]
['shirt', 0.9235274122643473]
['drowning', 0.9235274122643473]
['fille', 0.9235274122643473]
['fall', 0.9235274122643473]
['back', 0.9235274122643473]
['tattered', 0.9235274122643473]
['demeanour', 0.9235274122643473]
['coups', 0.9235274122643473]
['arnold', 0.9235274122643473]
['_love_', 0.9235274122643473]
['tricksy', 0.9235274122643473]
['loftier', 0.9235274122643473]
['palpably', 0.9235274122643473]
['aura', 0.9235274122643473]
['suited', 0.9235274122643473]
['nonproprietary', 0.9235274122643473]
['within', 0.9235274122643473]
['data', 0.9235274122643473]
['prone', 0.9235274122643473]
['_little_', 0.9235274122643473]
['invisible', 0.9235274122643473]
['meat', 0.9235274122643473]
['brothers_', 0.9235274122643473]
['efficacy', 0.9235274122643473]
['computers', 0.9235274122643473]
