['quare', 0.9334713320044264]
['visione', 0.9334713320044264]
['1913', 0.9334713320044264]
['hired', 0.9334713320044264]
['astern', 0.9334713320044264]
['combinations', 0.9334713320044264]
['culture', 0.9334713320044264]
['forgotten', 0.9334713320044264]
['richter', 0.9334713320044264]
['suddenness', 0.9334713320044264]
['petticoats', 0.9334713320044264]
['ordered', 0.9334713320044264]
['ancestors', 0.9334713320044264]
['graphically', 0.9334713320044264]
['orbit', 0.9334713320044264]
['ignorant', 0.9334713320044264]
['formally', 0.9334713320044264]
['meek', 0.9334713320044264]
['clytemnestra', 0.9334713320044264]
['tens', 0.9334713320044264]
['direst', 0.9334713320044264]
['tent', 0.9334713320044264]
['merry', 0.9334713320044264]
['strains', 0.9334713320044264]
['diplomats', 0.9334713320044264]
['fearest', 0.9334713320044264]
['examined', 0.9334713320044264]
['comete', 0.9334713320044264]
['cometh', 0.9334713320044264]
['necessary', 0.9334713320044264]
['lose', 0.9334713320044264]
['glare', 0.9334713320044264]
['tellings', 0.9334713320044264]
['reaching', 0.9334713320044264]
['valerian', 0.9334713320044264]
['highest', 0.9334713320044264]
['kisses', 0.9334713320044264]
['beats', 0.9334713320044264]
['functions', 0.9334713320044264]
['_christus', 0.9334713320044264]
['swab', 0.9334713320044264]
['sway', 0.9334713320044264]
['met', 0.9334713320044264]
['tranquillized', 0.9334713320044264]
['witcheries', 0.9334713320044264]
['parkinson', 0.9334713320044264]
['astor', 0.9334713320044264]
['sham', 0.9334713320044264]
['schisms', 0.9334713320044264]
['detestation', 0.9334713320044264]
['abate', 0.9334713320044264]
['chinked', 0.9334713320044264]
['enraged', 0.9334713320044264]
['fictions', 0.9334713320044264]
['matting', 0.9334713320044264]
['palace', 0.9334713320044264]
['rattle', 0.9334713320044264]
['maria', 0.9334713320044264]
['observation', 0.9334713320044264]
['godliness', 0.9334713320044264]
['insinuated', 0.9334713320044264]
['perlite', 0.9334713320044264]
['deepen', 0.9334713320044264]
['inscrutable', 0.9334713320044264]
['impelling', 0.9334713320044264]
['etiquette', 0.9334713320044264]
['assigned', 0.9334713320044264]
['discreet', 0.9334713320044264]
['theorists', 0.9334713320044264]
['thinner', 0.9334713320044264]
['bragance', 0.9334713320044264]
['happening', 0.9334713320044264]
['idolatry', 0.9334713320044264]
['talker', 0.9334713320044264]
['filled', 0.9334713320044264]
['colonization', 0.9334713320044264]
['bow', 0.9334713320044264]
['swamping', 0.9334713320044264]
['waist', 0.9334713320044264]
['first', 0.9334713320044264]
['entrances', 0.9334713320044264]
['squat', 0.9334713320044264]
['arguing', 0.9334713320044264]
['roused', 0.9334713320044264]
['supposition', 0.9334713320044264]
['bedside', 0.9334713320044264]
['enthusiasm', 0.9334713320044264]
['seared', 0.9334713320044264]
['overmatch', 0.9334713320044264]
['undertone', 0.9334713320044264]
['dreamless', 0.9334713320044264]
['philosophically', 0.9334713320044264]
['declaration', 0.9334713320044264]
['zanchius', 0.9334713320044264]
['woodland', 0.9334713320044264]
['images', 0.9334713320044264]
['reconnoitered', 0.9334713320044264]
['fitness', 0.9334713320044264]
['occultations', 0.9334713320044264]
['powerless', 0.9334713320044264]
['flyin', 0.9334713320044264]
['shattered', 0.9334713320044264]
['washing', 0.9334713320044264]
['sweetly', 0.9334713320044264]
['carcass', 0.9334713320044264]
['misery', 0.9334713320044264]
['recall', 0.9334713320044264]
['dazed', 0.9334713320044264]
['emaciated', 0.9334713320044264]
['resentments', 0.9334713320044264]
['invigoration', 0.9334713320044264]
['sciving', 0.9334713320044264]
['showers', 0.9334713320044264]
['serene', 0.9334713320044264]
['rebels', 0.9334713320044264]
['swelling', 0.9334713320044264]
['quarrelsome', 0.9334713320044264]
['screened', 0.9334713320044264]
['faithfully', 0.9334713320044264]
['stoves', 0.9334713320044264]
['ardour', 0.9334713320044264]
['irritable', 0.9334713320044264]
['cur', 0.9334713320044264]
['marrying', 0.9334713320044264]
['teuton', 0.9334713320044264]
['easter', 0.9334713320044264]
['austria', 0.9334713320044264]
['relapsed', 0.9334713320044264]
['curt', 0.9334713320044264]
['consulted', 0.9334713320044264]
['cellar', 0.9334713320044264]
['pleasing', 0.9334713320044264]
['thronging', 0.9334713320044264]
['mayhap', 0.9334713320044264]
['carlo', 0.9334713320044264]
['assisted', 0.9334713320044264]
['access', 0.9334713320044264]
['apologetic', 0.9334713320044264]
['packing', 0.9334713320044264]
['composed', 0.9334713320044264]
['monseigneur', 0.9334713320044264]
['horns', 0.9334713320044264]
['flattering', 0.9334713320044264]
['accredited', 0.9334713320044264]
['approached', 0.9334713320044264]
['allied', 0.9334713320044264]
['incentive', 0.9334713320044264]
['prisoner', 0.9334713320044264]
['inexorable', 0.9334713320044264]
['disease', 0.9334713320044264]
['traitor', 0.9334713320044264]
['placidly', 0.9334713320044264]
['statues', 0.9334713320044264]
['deflected', 0.9334713320044264]
['swimmer', 0.9334713320044264]
['closets', 0.9334713320044264]
['sigur', 0.9334713320044264]
['nevertheless', 0.9334713320044264]
['wreckage', 0.9334713320044264]
['rushes', 0.9334713320044264]
['measure', 0.9334713320044264]
['conveys', 0.9334713320044264]
['gratification', 0.9334713320044264]
['conceive', 0.9334713320044264]
['oaths', 0.9334713320044264]
['luggage', 0.9334713320044264]
['prints', 0.9334713320044264]
['joined', 0.9334713320044264]
['spendthrifts', 0.9334713320044264]
['tourists', 0.9334713320044264]
['screws', 0.9334713320044264]
['disorganised', 0.9334713320044264]
['potency', 0.9334713320044264]
['mus', 0.9334713320044264]
['discovery', 0.9334713320044264]
['reiterate', 0.9334713320044264]
['rims', 0.9334713320044264]
['natives', 0.9334713320044264]
['chazy', 0.9334713320044264]
['schiller', 0.9334713320044264]
['rumor', 0.9334713320044264]
['pursues', 0.9334713320044264]
['contests', 0.9334713320044264]
['objurgatory', 0.9334713320044264]
['row', 0.9334713320044264]
['illustrating', 0.9334713320044264]
['requited', 0.9334713320044264]
['confucius', 0.9334713320044264]
['critic', 0.9334713320044264]
['fern', 0.9334713320044264]
['subjection', 0.9334713320044264]
['browed', 0.9334713320044264]
['cheerfully', 0.9334713320044264]
['resembling', 0.9334713320044264]
['cheap', 0.9334713320044264]
['trot', 0.9334713320044264]
['surfaces', 0.9334713320044264]
['contract', 0.9334713320044264]
['conjointly', 0.9334713320044264]
['weed', 0.9334713320044264]
['moon', 0.9334713320044264]
['grasp', 0.9334713320044264]
['piracy', 0.9334713320044264]
['roses', 0.9334713320044264]
['lumberman', 0.9334713320044264]
['brien', 0.9334713320044264]
['sum', 0.9334713320044264]
['version', 0.9334713320044264]
['pulpit', 0.9334713320044264]
['sur', 0.9334713320044264]
['naval', 0.9334713320044264]
['flag', 0.9334713320044264]
['presumed', 0.9334713320044264]
['hunted', 0.9334713320044264]
['mathematician', 0.9334713320044264]
['intolerable', 0.9334713320044264]
['oppressed', 0.9334713320044264]
['storm', 0.9334713320044264]
['rifle', 0.9334713320044264]
['electric', 0.9334713320044264]
['till_', 0.9334713320044264]
['unbiassed', 0.9334713320044264]
['workmen', 0.9334713320044264]
['credence', 0.9334713320044264]
['try', 0.9334713320044264]
['rudolph', 0.9334713320044264]
['separately', 0.9334713320044264]
['disinclines', 0.9334713320044264]
['contrasting', 0.9334713320044264]
['elixir', 0.9334713320044264]
['lifeless', 0.9334713320044264]
['warmed', 0.9334713320044264]
['steeped', 0.9334713320044264]
['princeps', 0.9334713320044264]
['discordant', 0.9334713320044264]
['loyalty', 0.9334713320044264]
['include', 0.9334713320044264]
['disclaimer', 0.9334713320044264]
['toils', 0.9334713320044264]
['wrestling', 0.9334713320044264]
['falsity', 0.9334713320044264]
['opiates', 0.9334713320044264]
['kaleidoscopic', 0.9334713320044264]
['provoke', 0.9334713320044264]
['sidewalks', 0.9334713320044264]
['tack', 0.9334713320044264]
['whilst', 0.9334713320044264]
['arbitrations', 0.9334713320044264]
['ambition', 0.9334713320044264]
['regiomontanus', 0.9334713320044264]
['acknowledgment', 0.9334713320044264]
['vapouring', 0.9334713320044264]
['why', 0.9334713320044264]
['oscillated', 0.9334713320044264]
['pipe', 0.9334713320044264]
['married', 0.9334713320044264]
['juror', 0.9334713320044264]
['luminous', 0.9334713320044264]
['thus', 0.9334713320044264]
['geographical', 0.9334713320044264]
['volume', 0.9334713320044264]
['monastic', 0.9334713320044264]
['intimidating', 0.9334713320044264]
['conclusion', 0.9334713320044264]
['squeak', 0.9334713320044264]
['aegir', 0.9334713320044264]
['rancour', 0.9334713320044264]
['infringed', 0.9334713320044264]
['increasing', 0.9334713320044264]
['dory', 0.9334713320044264]
['_a', 0.9334713320044264]
['garment', 0.9334713320044264]
['swaths', 0.9334713320044264]
['fortnight', 0.9334713320044264]
['blinded', 0.9334713320044264]
['assured', 0.9334713320044264]
['engagement', 0.9334713320044264]
['dogmas', 0.9334713320044264]
['legs', 0.9334713320044264]
['entail', 0.9334713320044264]
['eagerly', 0.9334713320044264]
['looming', 0.9334713320044264]
['braying', 0.9334713320044264]
['flanked', 0.9334713320044264]
['disaster', 0.9334713320044264]
['fair', 0.9334713320044264]
['reprieved', 0.9334713320044264]
['drew', 0.9334713320044264]
['carbon', 0.9334713320044264]
['autoisi', 0.9334713320044264]
['readers', 0.9334713320044264]
['adventurer', 0.9334713320044264]
['life', 0.9334713320044264]
['adaptations', 0.9334713320044264]
['ilion', 0.9334713320044264]
['flippancy', 0.9334713320044264]
['forsaken', 0.9334713320044264]
['prologue', 0.9334713320044264]
['warring', 0.9334713320044264]
['gasps', 0.9334713320044264]
['therefrom', 0.9334713320044264]
['circumstantial', 0.9334713320044264]
['crutches', 0.9334713320044264]
['reorganization', 0.9334713320044264]
['divulged', 0.9334713320044264]
['cherished', 0.9334713320044264]
['valued', 0.9334713320044264]
['nether', 0.9334713320044264]
['grosser', 0.9334713320044264]
['snaps', 0.9334713320044264]
['misshapen', 0.9334713320044264]
['decades', 0.9334713320044264]
['equipage', 0.9334713320044264]
['woodcraft', 0.9334713320044264]
['rivalled', 0.9334713320044264]
['unconsciousness', 0.9334713320044264]
['flocks', 0.9334713320044264]
['agree', 0.9334713320044264]
['ac', 0.9334713320044264]
['original', 0.9334713320044264]
['crestfallen', 0.9334713320044264]
['_chug_', 0.9334713320044264]
['axis', 0.9334713320044264]
['earnings', 0.9334713320044264]
['pinted', 0.9334713320044264]
['silky', 0.9334713320044264]
['misses', 0.9334713320044264]
['attentions', 0.9334713320044264]
['historian', 0.9334713320044264]
['remembers', 0.9334713320044264]
['effecting', 0.9334713320044264]
['attacking', 0.9334713320044264]
['session', 0.9334713320044264]
['obscure', 0.9334713320044264]
['hooted', 0.9334713320044264]
['whole', 0.9334713320044264]
['volcanic', 0.9334713320044264]
['formats', 0.9334713320044264]
['lunacy', 0.9334713320044264]
['stables', 0.9334713320044264]
['be', 0.9334713320044264]
['agreement', 0.9334713320044264]
['by', 0.9334713320044264]
['forgave', 0.9334713320044264]
['primarily', 0.9334713320044264]
['impudent', 0.9334713320044264]
['imps', 0.9334713320044264]
['redeemed', 0.9334713320044264]
['walker', 0.9334713320044264]
['shrugged', 0.9334713320044264]
['disordered', 0.9334713320044264]
['herondas', 0.9334713320044264]
['let', 0.9334713320044264]
['standing', 0.9334713320044264]
['ministere', 0.9334713320044264]
['jeer', 0.9334713320044264]
['unpalatable', 0.9334713320044264]
['delightful', 0.9334713320044264]
['venom', 0.9334713320044264]
['oblong', 0.9334713320044264]
['straining', 0.9334713320044264]
['competency', 0.9334713320044264]
['_xii_', 0.9334713320044264]
['lyon', 0.9334713320044264]
['injustice', 0.9334713320044264]
['grinning', 0.9334713320044264]
['thief', 0.9334713320044264]
['unbent', 0.9334713320044264]
['footprints', 0.9334713320044264]
['cajoling', 0.9334713320044264]
['boreale', 0.9334713320044264]
['rural', 0.9334713320044264]
['29th', 0.9334713320044264]
['boats', 0.9334713320044264]
['consumes', 0.9334713320044264]
['green', 0.9334713320044264]
['greed', 0.9334713320044264]
['devote', 0.9334713320044264]
['consent', 0.9334713320044264]
['buffon', 0.9334713320044264]
['crimes', 0.9334713320044264]
['strangers', 0.9334713320044264]
['baltic', 0.9334713320044264]
['truthfulness', 0.9334713320044264]
['crooning', 0.9334713320044264]
['neighborhoods', 0.9334713320044264]
['accord', 0.9334713320044264]
['merchantibility', 0.9334713320044264]
['chimneys', 0.9334713320044264]
['abrupt', 0.9334713320044264]
['comparative', 0.9334713320044264]
['profounder', 0.9334713320044264]
['partridge', 0.9334713320044264]
['comments', 0.9334713320044264]
['theirs', 0.9334713320044264]
['pays', 0.9334713320044264]
['responding', 0.9334713320044264]
['physical', 0.9334713320044264]
['reception', 0.9334713320044264]
['adresser', 0.9334713320044264]
['vibrating', 0.9334713320044264]
['purity', 0.9334713320044264]
['brazen', 0.9334713320044264]
['streaks', 0.9334713320044264]
['poetically', 0.9334713320044264]
['fires', 0.9334713320044264]
['inevitable', 0.9334713320044264]
['palaces', 0.9334713320044264]
['mostly', 0.9334713320044264]
['lunches', 0.9334713320044264]
['insatiably', 0.9334713320044264]
['twinkles', 0.9334713320044264]
['gnat', 0.9334713320044264]
['prided', 0.9334713320044264]
['parfaitement', 0.9334713320044264]
['dispatch', 0.9334713320044264]
['dangers', 0.9334713320044264]
['carmilla', 0.9334713320044264]
['bestial', 0.9334713320044264]
['heels', 0.9334713320044264]
['reunions', 0.9334713320044264]
['struck', 0.9334713320044264]
['winnowing', 0.9334713320044264]
['verily', 0.9334713320044264]
['bucket', 0.9334713320044264]
['flattened', 0.9334713320044264]
['robed', 0.9334713320044264]
['chunky', 0.9334713320044264]
['injury', 0.9334713320044264]
['nine', 0.9334713320044264]
['fr', 0.9334713320044264]
['fool', 0.9334713320044264]
['trailed', 0.9334713320044264]
['remercie', 0.9334713320044264]
['antiquity', 0.9334713320044264]
['1877', 0.9334713320044264]
['1874', 0.9334713320044264]
['1878', 0.9334713320044264]
['sensual', 0.9334713320044264]
['rudest', 0.9334713320044264]
['lifetimes', 0.9334713320044264]
['assistants', 0.9334713320044264]
['partly', 0.9334713320044264]
['straggling', 0.9334713320044264]
['shah', 0.9334713320044264]
['distances', 0.9334713320044264]
['incongruity', 0.9334713320044264]
['pyrotechnic', 0.9334713320044264]
['signal', 0.9334713320044264]
['donna', 0.9334713320044264]
['civilization', 0.9334713320044264]
['abroad', 0.9334713320044264]
['seeing', 0.9334713320044264]
['cialdini', 0.9334713320044264]
['himself', 0.9334713320044264]
['stragglers', 0.9334713320044264]
['saps', 0.9334713320044264]
['elliptical', 0.9334713320044264]
['skated', 0.9334713320044264]
['scornfully', 0.9334713320044264]
['indolently', 0.9334713320044264]
['keen', 0.9334713320044264]
['apennines', 0.9334713320044264]
['glories', 0.9334713320044264]
['filigree', 0.9334713320044264]
['gloried', 0.9334713320044264]
['attach', 0.9334713320044264]
['prouder', 0.9334713320044264]
['border', 0.9334713320044264]
['evolution', 0.9334713320044264]
['unearth', 0.9334713320044264]
['neither', 0.9334713320044264]
['transaction', 0.9334713320044264]
['intimated', 0.9334713320044264]
['264', 0.9334713320044264]
['jubilee', 0.9334713320044264]
['notices', 0.9334713320044264]
['hi', 0.9334713320044264]
['ho', 0.9334713320044264]
['boulevards', 0.9334713320044264]
['unskilled', 0.9334713320044264]
['drowned', 0.9334713320044264]
['give', 0.9334713320044264]
['decree', 0.9334713320044264]
['drawled', 0.9334713320044264]
['espouse', 0.9334713320044264]
['brilliance', 0.9334713320044264]
['incoherently', 0.9334713320044264]
['reference', 0.9334713320044264]
['sheridan', 0.9334713320044264]
['wainscoted', 0.9334713320044264]
['congres', 0.9334713320044264]
['_did_', 0.9334713320044264]
['moods', 0.9334713320044264]
['sporting', 0.9334713320044264]
['thucydides', 0.9334713320044264]
['nerve', 0.9334713320044264]
['formerly', 0.9334713320044264]
['intellectual', 0.9334713320044264]
['scrawl', 0.9334713320044264]
['blushing', 0.9334713320044264]
['oncle', 0.9334713320044264]
['shave', 0.9334713320044264]
['transportation', 0.9334713320044264]
['capturing', 0.9334713320044264]
['pine', 0.9334713320044264]
['grow', 0.9334713320044264]
['harked', 0.9334713320044264]
['preaching', 0.9334713320044264]
['imperative', 0.9334713320044264]
['gigantic', 0.9334713320044264]
['liveth', 0.9334713320044264]
['unknowable', 0.9334713320044264]
['savoring', 0.9334713320044264]
['repined', 0.9334713320044264]
['despotic', 0.9334713320044264]
['whereabouts', 0.9334713320044264]
['custody', 0.9334713320044264]
['margin', 0.9334713320044264]
['devotees', 0.9334713320044264]
['rubbing', 0.9334713320044264]
['middle', 0.9334713320044264]
['disappointment', 0.9334713320044264]
['accountable', 0.9334713320044264]
['broken', 0.9334713320044264]
['pleasantry', 0.9334713320044264]
['brute', 0.9334713320044264]
['hesitancy', 0.9334713320044264]
['unpopularity', 0.9334713320044264]
['reluctant', 0.9334713320044264]
['tranquillity', 0.9334713320044264]
['endowed', 0.9334713320044264]
['charme', 0.9334713320044264]
['spoon', 0.9334713320044264]
['usurped', 0.9334713320044264]
['pleasure', 0.9334713320044264]
['projected', 0.9334713320044264]
['wages', 0.9334713320044264]
['paint', 0.9334713320044264]
['significant', 0.9334713320044264]
['cramped', 0.9334713320044264]
['obsequiously', 0.9334713320044264]
['myriad', 0.9334713320044264]
['patiently', 0.9334713320044264]
['fur', 0.9334713320044264]
['tribesmen', 0.9334713320044264]
['sapient', 0.9334713320044264]
['scowled', 0.9334713320044264]
['adversaries', 0.9334713320044264]
['nose', 0.9334713320044264]
['elysees', 0.9334713320044264]
['strolled', 0.9334713320044264]
['query', 0.9334713320044264]
['brooms', 0.9334713320044264]
['despicable', 0.9334713320044264]
['sightly', 0.9334713320044264]
['private', 0.9334713320044264]
['names', 0.9334713320044264]
['midair', 0.9334713320044264]
['desprey', 0.9334713320044264]
['contempt', 0.9334713320044264]
['daring', 0.9334713320044264]
['regions', 0.9334713320044264]
['fete', 0.9334713320044264]
['revived', 0.9334713320044264]
['lingerie', 0.9334713320044264]
['gazing', 0.9334713320044264]
['keeseville', 0.9334713320044264]
['josselin', 0.9334713320044264]
['defend', 0.9334713320044264]
['deceptions', 0.9334713320044264]
['franz', 0.9334713320044264]
['overweening', 0.9334713320044264]
['retain', 0.9334713320044264]
['finest', 0.9334713320044264]
['tide', 0.9334713320044264]
['keener', 0.9334713320044264]
['motherhood', 0.9334713320044264]
['exploited', 0.9334713320044264]
['freely', 0.9334713320044264]
['insidious', 0.9334713320044264]
['indistinguishable', 0.9334713320044264]
['nateral', 0.9334713320044264]
['passively', 0.9334713320044264]
['raved', 0.9334713320044264]
['insert', 0.9334713320044264]
['rendered', 0.9334713320044264]
['saneness', 0.9334713320044264]
['canrobert', 0.9334713320044264]
['bud', 0.9334713320044264]
['wish', 0.9334713320044264]
['godsend', 0.9334713320044264]
['hath', 0.9334713320044264]
['queenly', 0.9334713320044264]
['smokin', 0.9334713320044264]
['pendant', 0.9334713320044264]
['verdure', 0.9334713320044264]
['quarrel', 0.9334713320044264]
['protuberance', 0.9334713320044264]
['borneo', 0.9334713320044264]
['exhibits', 0.9334713320044264]
['comprehend', 0.9334713320044264]
['rabelais', 0.9334713320044264]
['felicitous', 0.9334713320044264]
['bonar', 0.9334713320044264]
['gog', 0.9334713320044264]
['trumpeted', 0.9334713320044264]
['millennium', 0.9334713320044264]
['laborer', 0.9334713320044264]
['habitations', 0.9334713320044264]
['leafy', 0.9334713320044264]
['spade', 0.9334713320044264]
['treaty', 0.9334713320044264]
['mixture', 0.9334713320044264]
['moulin', 0.9334713320044264]
['shots', 0.9334713320044264]
['fiddlesticks', 0.9334713320044264]
['flowering', 0.9334713320044264]
['extracts', 0.9334713320044264]
['confidences', 0.9334713320044264]
['shadowed', 0.9334713320044264]
['bands', 0.9334713320044264]
['sanitary', 0.9334713320044264]
['escape', 0.9334713320044264]
['dante_', 0.9334713320044264]
['no', 0.9334713320044264]
['backward', 0.9334713320044264]
['advantage', 0.9334713320044264]
['lastingly', 0.9334713320044264]
['weird', 0.9334713320044264]
['seward', 0.9334713320044264]
['mcguire', 0.9334713320044264]
['laughter', 0.9334713320044264]
['slightest', 0.9334713320044264]
['harmed', 0.9334713320044264]
['sonnet', 0.9334713320044264]
['appraises', 0.9334713320044264]
['hoher', 0.9334713320044264]
['gaps', 0.9334713320044264]
['zebra', 0.9334713320044264]
['globules', 0.9334713320044264]
['explorers', 0.9334713320044264]
['impose', 0.9334713320044264]
['awfully', 0.9334713320044264]
['millions', 0.9334713320044264]
['hum', 0.9334713320044264]
['transcription', 0.9334713320044264]
['grieves', 0.9334713320044264]
['bereft', 0.9334713320044264]
['shrieks', 0.9334713320044264]
['booths', 0.9334713320044264]
['changing', 0.9334713320044264]
['except', 0.9334713320044264]
['tonya', 0.9334713320044264]
['poised', 0.9334713320044264]
['on', 0.9334713320044264]
['zealous', 0.9334713320044264]
['od', 0.9334713320044264]
['strongly', 0.9334713320044264]
['stumbled', 0.9334713320044264]
['dismayed', 0.9334713320044264]
['included', 0.9334713320044264]
['sticking', 0.9334713320044264]
['numb', 0.9334713320044264]
['paradise', 0.9334713320044264]
['thimbleful', 0.9334713320044264]
['experimenting', 0.9334713320044264]
['dispensed', 0.9334713320044264]
['pasquier', 0.9334713320044264]
['maison', 0.9334713320044264]
['awakens', 0.9334713320044264]
['camel', 0.9334713320044264]
['windings', 0.9334713320044264]
['succeed', 0.9334713320044264]
['duc', 0.9334713320044264]
['pigmies', 0.9334713320044264]
['leans', 0.9334713320044264]
['arrives', 0.9334713320044264]
['persuasive', 0.9334713320044264]
['rocklike', 0.9334713320044264]
['tinker', 0.9334713320044264]
['mingled', 0.9334713320044264]
['bleeds', 0.9334713320044264]
['creaked', 0.9334713320044264]
['chirp', 0.9334713320044264]
['lowland', 0.9334713320044264]
['hears', 0.9334713320044264]
['tension', 0.9334713320044264]
['disinterestedness', 0.9334713320044264]
['straps', 0.9334713320044264]
['indignantly', 0.9334713320044264]
['profound', 0.9334713320044264]
['straightest', 0.9334713320044264]
['vehement', 0.9334713320044264]
['regards', 0.9334713320044264]
['chattered', 0.9334713320044264]
['patients', 0.9334713320044264]
['westward', 0.9334713320044264]
['tribulation', 0.9334713320044264]
['keays', 0.9334713320044264]
['torpedo', 0.9334713320044264]
['montmartre', 0.9334713320044264]
['interstices', 0.9334713320044264]
['mutual', 0.9334713320044264]
['accentuee', 0.9334713320044264]
['owe', 0.9334713320044264]
['vassals', 0.9334713320044264]
['relieving', 0.9334713320044264]
['thunder', 0.9334713320044264]
['afterguard', 0.9334713320044264]
['pompiers', 0.9334713320044264]
['interrupt', 0.9334713320044264]
['towered', 0.9334713320044264]
['series', 0.9334713320044264]
['clarence', 0.9334713320044264]
['tempting', 0.9334713320044264]
['sallied', 0.9334713320044264]
['parthians', 0.9334713320044264]
['shrubs', 0.9334713320044264]
['promenades', 0.9334713320044264]
['camp', 0.9334713320044264]
['rotary', 0.9334713320044264]
['joodicious', 0.9334713320044264]
['appalling', 0.9334713320044264]
['chirped', 0.9334713320044264]
['parlez', 0.9334713320044264]
['superhuman', 0.9334713320044264]
['worker', 0.9334713320044264]
['woollen', 0.9334713320044264]
['voyages', 0.9334713320044264]
['spectacles', 0.9334713320044264]
['innocent', 0.9334713320044264]
['atterley', 0.9334713320044264]
['clawlike', 0.9334713320044264]
['polytechnique', 0.9334713320044264]
