['topics', 0.9984062444837749]
['walloper', 0.9880175345127258]
['assailant', 0.9880133178872584]
['eternally', 0.9879755074680177]
['richer', 0.9878486193621691]
['maintenant', 0.987843129431662]
['humbert', 0.9878318028121683]
['quand', 0.987777916583685]
['depository', 0.9877108949169698]
['overturn', 0.9876712546326184]
['exhibitions', 0.9876219313791341]
['trice', 0.9876044871316599]
['tensity', 0.9875980693788853]
['affidavy', 0.9875793858130236]
['alretty', 0.9875711588472006]
['claret', 0.9875230437961642]
['wharf', 0.9873064599645964]
['inconsequent', 0.9872915044497905]
['reproaches', 0.9871756980156268]
['_passion', 0.9871744161705852]
['hungry', 0.9871372014237458]
['bitterness', 0.987025630919778]
['nuncio', 0.9870175095645342]
['deceived', 0.9869713322681319]
['angry', 0.9869317910036873]
['obedient', 0.9867741269382364]
['eyeless', 0.9865223610457446]
['fiords', 0.9863950838392674]
['reigning', 0.9863950838392674]
['firmer', 0.9863544296846527]
['adventurers', 0.9863154664945595]
['thrills', 0.9862438327493344]
['indulgent', 0.9862380150370318]
['baba', 0.9862139654446638]
['strangles', 0.9861845734416571]
['reacts', 0.9861734210204711]
['steamboats', 0.9861608544039167]
['gittin', 0.986089049496847]
['gore', 0.9860670298310077]
['manly', 0.9860269747711401]
['complained', 0.9859691348742443]
['charmingly', 0.9859659369207995]
['long', 0.9856985038014415]
['peeled', 0.9856836945581342]
['striped', 0.9855937725039197]
['sixteenth', 0.9855170946030869]
['deftness', 0.9855106765603123]
['daylight', 0.9855095969163415]
['unscathed', 0.9855011963569941]
['arcanum', 0.9853000680733293]
['explorations', 0.9852404921176003]
['demonstrable', 0.9852244837043992]
['feces', 0.9851404621348431]
['outcropping', 0.9850988978156207]
['example', 0.985076196195716]
['emphatic', 0.9849926094949795]
['awaken', 0.9849701457461374]
['falsetto', 0.9849263568517519]
['accursed', 0.9849102697809409]
['compounds', 0.9848605094473855]
['exaltation', 0.9847930880560707]
['parding', 0.9847661590063331]
['galilee', 0.9847161032610318]
['endless', 0.9846896247869111]
['succeeding', 0.9846339472175794]
['swathing', 0.9846258576254593]
['unbeliever', 0.9845822134935627]
['types', 0.9845120434870627]
['fences', 0.9844970250656729]
['efficiently', 0.9844746998126062]
['grata', 0.9843612540039482]
['still', 0.9842660047897921]
['amazon', 0.9842177064258987]
['immortality', 0.9842102881651198]
['supremely', 0.9841980457706369]
['_so_', 0.9840806151282655]
['ennobles', 0.9840787272025756]
['animadversion', 0.984049215801843]
['cour', 0.9840474706765433]
['sportsman', 0.9840229643146862]
['harmful', 0.9840096284587142]
['fascinated', 0.9839971930643274]
['suspenders', 0.983957306603358]
['clanking', 0.9839277464057999]
['fang', 0.983873069811913]
['detection', 0.9838320433229121]
['blackest', 0.9838320433229121]
['prowlings', 0.983831194273807]
['vindar', 0.9837374128772143]
['sockets', 0.9837374128772143]
['grandnephew', 0.9837374128772143]
['patineurs', 0.983704032450297]
['interpellations', 0.9836285408212923]
['watchword', 0.9835594459625068]
['attiring', 0.9835380109799037]
['platoon', 0.9834784091819162]
['incapacitating', 0.9834736249624676]
['balkan', 0.9834656800680495]
['felicitations', 0.9833955414639615]
['namesake', 0.9832167741245013]
['kritters', 0.9832128731152308]
['depth', 0.9832065725433995]
['annaei', 0.9831844306100372]
['living', 0.9831175598643648]
['grasps', 0.9830898363383519]
['hugest', 0.9830897993179603]
['comers', 0.9829962678221644]
['jotted', 0.9829896541569215]
['sparkle', 0.9829752529764655]
['landholders', 0.9829592389772531]
['arrivals', 0.9829554610412116]
['accident', 0.9829260650400246]
['savagely', 0.9829218881316156]
['alleys', 0.9828835295366557]
['greatly', 0.9828499340745384]
['yards', 0.9827932875663012]
['graven', 0.9827806548250215]
['litigation', 0.9827644152719047]
['docks', 0.9827560938552194]
['shrouded', 0.9827460514907098]
['interessantes', 0.9827214183239751]
['weighty', 0.982705067761742]
['certainty', 0.9826798865387114]
['transferred', 0.9826755320077475]
['gruntings', 0.982650488227742]
['dismay', 0.9826392628230426]
['theatre', 0.9826218690915792]
['administrations', 0.9825920265905114]
['particularity', 0.982564465496474]
['feigned', 0.9825636404165363]
['shocks', 0.9825516932336908]
['stitched', 0.982535058349314]
['refashion', 0.9825217711220416]
['citizens', 0.9824805337301334]
['onset', 0.9824528084479971]
['pincio', 0.9824264956960096]
['eminently', 0.982385994489974]
['wilderness', 0.9823614742937541]
['refuted', 0.982357182641431]
['_through_', 0.982357182641431]
['betide', 0.9823540399274943]
['class', 0.9823185630564605]
['chains', 0.9823078651706847]
['trapper', 0.9822611435023757]
['jauntily', 0.9822611435023757]
['withdraw', 0.9822493310403745]
['1901', 0.9822461752849955]
['heures', 0.982196081425792]
['downloading', 0.9821945784841631]
['equanimity', 0.9821945784841631]
['appalachians', 0.9821945784841631]
['solved', 0.9821945784841631]
['horrid', 0.9821945784841631]
['waterfall', 0.9821945784841631]
['distinct', 0.9821945784841631]
['rabbit', 0.9821945784841631]
['semi', 0.9821862849240656]
['undersecretary', 0.982149477624525]
['tongtoia', 0.9821450293220871]
['lark', 0.982130144104385]
['disclosed', 0.9820961658189697]
['talking', 0.9819990692608104]
['radio', 0.981996859768829]
['cited', 0.9819764318754242]
['aint', 0.9819764318754242]
['lissa', 0.9819350851885907]
['vulcan', 0.9819260003995922]
['yells', 0.9819260003995922]
['steamer', 0.9819189398271408]
['webbed', 0.9819189398271408]
['groupe', 0.9819189398271408]
['weave', 0.9818773633925292]
['scotchman', 0.9818773633925292]
['beggin', 0.9818681911963543]
['combine', 0.9818681911963543]
['faculty', 0.9818027962448906]
['roadside', 0.9817892368511685]
['foot', 0.9817437928925286]
['systems', 0.9817437928925286]
['walnut', 0.9817437928925286]
['hazing', 0.9817437928925286]
['sterile', 0.9817437928925286]
['proves', 0.9817437928925286]
['see', 0.9817437928925286]
['absurd', 0.9817437928925286]
['minnows', 0.9817437928925286]
['frances', 0.9817437928925286]
['busily', 0.9817437928925286]
['wrangling', 0.9817437928925286]
['recites', 0.9817437928925286]
['scrutinised', 0.9816777381764126]
['resounds', 0.9816664977932205]
['mariners', 0.9816540447478204]
['footman', 0.9816170696922946]
['indian', 0.9815610593700674]
['makes', 0.981528256726137]
['winning', 0.981528256726137]
['pekin', 0.9814777547468874]
['ends', 0.9814034010064574]
['henceforward', 0.9813413903505764]
['curtain', 0.9813413903505764]
['more', 0.9813233327132588]
['brimstone', 0.9809417443514409]
['discolored', 0.9809363130801576]
['bother', 0.9809167636952456]
['disorganized', 0.9807828944405097]
['entrust', 0.9807188160764038]
['moulded', 0.9807072657388709]
['heroic', 0.9807015280878513]
['tuesday', 0.9805427658579645]
['cumbrous', 0.9803263669953246]
['immeasurably', 0.9802584727363215]
['contrition', 0.9801937502310402]
['anticipation', 0.9801731927252697]
['mutton', 0.9801718462926937]
['chilling', 0.9801277009922652]
['ward', 0.9800314185805014]
['bathed', 0.9798052024086803]
['cap', 0.9797202737365688]
['_barranca_', 0.9797124769105875]
['doors', 0.9796342230031538]
['route', 0.9795753191606984]
['sauntered', 0.9794637636823578]
['promptitude', 0.9794592586091314]
['castaways', 0.9794476339554098]
['compromised', 0.979414186615672]
['unlocked', 0.9792884204130742]
['together', 0.9792630154531281]
['devices', 0.9790387716305899]
['irritate', 0.9790361245916487]
['dupes', 0.97902193692076]
['derelict', 0.9788613038801574]
['rapidly', 0.9787578974883709]
['advocacy', 0.9787381141856053]
['tiny', 0.9787276351214442]
['dazedly', 0.978716352989065]
['mixes', 0.9787114074869672]
['bergs', 0.9787114074869672]
['consumed', 0.9787114074869672]
['99', 0.9786847105578587]
['quivering', 0.978670145334668]
['1875', 0.9785839992582521]
['constrains', 0.9785346789329246]
['oatmeal', 0.9784590568729172]
['flashes', 0.9784514350021003]
['abiding', 0.9783532671282861]
['vegetable', 0.9783532671282861]
['scythe', 0.9783200569913144]
['subdue', 0.9782506665018379]
['chimiques', 0.9781709803137228]
['wilder', 0.9781326168419452]
['slaughtering', 0.9781296047303014]
['him', 0.9780780593643817]
['energy', 0.9780664680987338]
['ballroom', 0.9779645281763829]
['burglars', 0.9779438283258383]
['punctuation', 0.9779438283258383]
['broadside', 0.9779438283258383]
['trout', 0.9779396698876535]
['persuasion', 0.977917842290342]
['tithe', 0.9778775584848194]
['encouraging', 0.9778638350973942]
['reach', 0.977862445494959]
['graceful', 0.9777464945904834]
['binnacle', 0.9775830650907237]
['dismissed', 0.9775279527227843]
['baying', 0.9775279527227843]
['developed', 0.9774851987282297]
['disastrous', 0.9772779627164295]
['breakdown', 0.9772480441541608]
['preparations', 0.9772225477594692]
['cycle', 0.9772153720749475]
['apply', 0.9772040274789601]
['investigate', 0.9772031142811024]
['novels', 0.9769687280213629]
['shoe', 0.9768549762116979]
['outfitted', 0.9768341979180184]
['signals', 0.9768341979180184]
['mislead', 0.9768023229246152]
['wordsworth', 0.9767285428217909]
['ard', 0.9766645799855608]
['brick', 0.9766227946845522]
['s_', 0.9765891102898929]
['fumble', 0.9764841506584462]
['dared', 0.9764363807332255]
['tongues', 0.9763772818316944]
['overshadowing', 0.9763554516978962]
['gravitating', 0.9763506670246942]
['windfall', 0.9763506670246942]
['correspond', 0.9762802056417876]
['dye', 0.9761056822259229]
['projecting', 0.9760756910318407]
['creature', 0.9760568428380048]
['statue', 0.9760186455032556]
['suppression', 0.9759400844007996]
['hazily', 0.9758361102482247]
['chase', 0.9758272417801631]
['paquet', 0.9757940478098456]
['springy', 0.9757029470890225]
['vows', 0.9756592055541102]
['garner', 0.9756043197538015]
['eggs', 0.975592715754436]
['shut', 0.9755627934036064]
['snarled', 0.975534969807995]
['labours', 0.9754325699087326]
['_living_', 0.9753717287949351]
['privilege', 0.9753546256709763]
['scraggy', 0.9753362274941333]
['concini', 0.9753135616217015]
['intermittent', 0.9752267763750406]
['shallow', 0.9752267763750406]
['match', 0.9752267763750406]
['_political', 0.9752267763750406]
['remy', 0.9752226273135823]
['visites', 0.9752074495163298]
['money', 0.9751953350319897]
['surmounted', 0.975180692393549]
['parlance', 0.9751705610947456]
['therewith', 0.9751705144497903]
['dunce', 0.9751705144497903]
['bazaine', 0.9750993835598184]
['glees', 0.9750657321452721]
['petron', 0.9749328387082284]
['emotional', 0.9748424961973075]
['lyrics', 0.9748117934551495]
['creditor', 0.9748110372934934]
['when', 0.9747782909519127]
['energetic', 0.9747537346537489]
['screen', 0.9747032047542489]
['doctor', 0.9746801761445627]
['organization', 0.974635421802635]
['stayers', 0.9746128109481813]
['compact', 0.974608244089243]
['carboniferous', 0.974601381721306]
['carts', 0.974512164745021]
['funeral', 0.974501462307621]
['perron', 0.9744891937908954]
['unthinking', 0.974459761419295]
['fulfil', 0.9744402045747239]
['elongated', 0.9743753738549362]
['circumscription', 0.9743383631658887]
['pertinacity', 0.9743383631658887]
['disobedient', 0.9743304352041782]
['bamboo', 0.9743124104847276]
['privately', 0.9742926371927068]
['lies', 0.9742905881440881]
['cambridge', 0.9742749749140347]
['occurs', 0.974107462194061]
['daughters', 0.974107462194061]
['xxvi', 0.974107462194061]
['lurid', 0.974107462194061]
['politics', 0.974107462194061]
['qualities', 0.974107462194061]
['microscopes', 0.9739845963014132]
['gare', 0.9738614774941957]
['apprentice', 0.9736322759406015]
['professed', 0.9735719053091091]
['terra', 0.9735319127229193]
['originality', 0.9735271082823967]
['pottsdam', 0.9734226389277061]
['sert', 0.9732009079253636]
['upholstery', 0.9731708535458493]
['catastrophe', 0.9731555093060887]
['sjaani', 0.9731289759732618]
['its', 0.9731036838881976]
['unbelievingly', 0.9730500116993989]
['1876', 0.9730202353068648]
['pie', 0.9729467195956806]
['bodied', 0.9729452389038865]
['singleness', 0.9729225196369895]
['espionage', 0.9729179198540541]
['wilt', 0.9728980315061309]
['missing', 0.9728607548269161]
['resisted', 0.9727689488807336]
['tiberius', 0.972759702196912]
['notifies', 0.9727030704347049]
['annam', 0.9726355452489059]
['appetites', 0.9726218145665761]
['simplified', 0.9726026151673558]
['scrubbing', 0.9723532905961754]
['loosening', 0.9722574369506704]
['fauna', 0.9721925166766099]
['helping', 0.9720341812809963]
['ways', 0.9719691573963742]
['camps', 0.9719393496106006]
['versa_', 0.9718480001327626]
['underrate', 0.971766776167449]
['writes', 0.9717596703274514]
['finished', 0.9717552167523549]
['iss', 0.9714665857315814]
['vestured', 0.971457754594819]
['youthful', 0.9714314345940226]
['occasional', 0.9714189170808193]
['record', 0.9714104315052369]
['milton', 0.9712514724622797]
['kind_', 0.9712172877806218]
['perform', 0.9711819801272136]
['anoint', 0.971158468039508]
['messalina', 0.9711572469190501]
['band', 0.9711427231640674]
['dreariest', 0.9711268951468712]
['pulsated', 0.9711268951468712]
['diversion', 0.9711268951468712]
['lifting', 0.9711268951468712]
['deny', 0.9711268951468712]
['output', 0.9710220934498183]
['leaf', 0.9709292338295001]
['rapacious', 0.9709210937730149]
['fraudulently', 0.9708351527872182]
['hope', 0.9708234261404857]
['describing', 0.9707472919781179]
['hills', 0.9706903754176652]
['dingy', 0.9706788560845901]
['thoughtful', 0.970590373612745]
['tour', 0.9705313842434797]
['disputants', 0.9704940212616215]
['exquisitely', 0.9703994931113213]
['balmy', 0.9703837595671357]
['housewife', 0.9703837595671357]
['reservoirs', 0.9703202827705201]
['birth', 0.9702507609165577]
['reaping', 0.9702460472452453]
['breaker', 0.970220048795006]
['dislike', 0.9701857337114148]
['milon', 0.9701710846324794]
['affirm', 0.9701633401661911]
['seraphs', 0.9701595271335567]
['brushed', 0.9700030745089698]
['casting', 0.96999007451776]
['honor', 0.9698582926535388]
['aegis', 0.9697596169410725]
['pails', 0.9697563127749917]
['merge', 0.9697522396317587]
['lump', 0.9697365463875606]
['way', 0.9697146627458468]
['swarmed', 0.9696694344140803]
['arrested', 0.9696554191979854]
['spotless', 0.9696432128315418]
['modernized', 0.9695109797031439]
['burnings', 0.9695035553970611]
['gunboat', 0.9694758028129734]
['statesmanship', 0.9694542074268458]
['france', 0.9693938451059667]
['scalpin', 0.9693449452076942]
['announced', 0.9693440827593494]
['staggered', 0.9692667738913143]
['encounters', 0.9692384936300974]
['highway', 0.9692346828103785]
['constraining', 0.9692165359179433]
['boars', 0.9691286265574569]
['imagine', 0.9691116421484899]
['tenacity', 0.9691017180296388]
['purses', 0.9690761257262488]
['puzzlement', 0.9690761257262488]
['grandsons', 0.9690520443893362]
['englanders', 0.9690487180297566]
['lordship', 0.9689317961555798]
['pitch', 0.968927435665234]
['constraint', 0.968875368987117]
['geology', 0.9688748887301173]
['bright', 0.9688525143604576]
['wrest', 0.9686143761477726]
['pamphlets', 0.9686031568929652]
['ruins', 0.9685453081809176]
['flopped', 0.968505561323917]
['prearranged', 0.9684912434845571]
['regain', 0.9684840572635873]
['veins', 0.9683359749327128]
['graphic', 0.968326618973599]
['motioned', 0.9683161940831942]
['goals', 0.9683105240256081]
['imperfect', 0.9682946666050181]
['speeded', 0.9682375821542727]
['03', 0.9682327137629254]
['increased', 0.9682327137629254]
['virus', 0.9682120889708458]
['folk', 0.9682120889708458]
['swiss', 0.9681772557488575]
['nets', 0.968158332476043]
['quell', 0.968158332476043]
['superstition', 0.968158332476043]
['dancers', 0.968158332476043]
['explanation', 0.9681571415236616]
['dissipating', 0.9679863592249064]
['admirably', 0.967978394888355]
['clung', 0.9679095325512063]
['paired', 0.9679023353307895]
['casket', 0.9678942897708106]
['down', 0.9678239622899325]
['scooping', 0.9678239622899325]
['neighbor', 0.9678239622899325]
['flaunting', 0.9678239622899325]
['ecoutez', 0.9678012612094815]
['intellectually', 0.9677173009673848]
['barbed', 0.9676942203300293]
['extensive', 0.9672863393220085]
['radiances', 0.9672801896813453]
['buttery', 0.9672587755485496]
['dooly', 0.9672478464352264]
['pineknots', 0.9672313022810725]
['buck', 0.9671469165713544]
['clearly', 0.9671404321991207]
['fiammetta_', 0.9669846731686927]
['cleanin', 0.9669818459940515]
['unrivalled', 0.9669626250678907]
['galette', 0.9669387406752491]
['_her_', 0.9669113113215486]
['extremes', 0.9668829533019113]
['inrushing', 0.9667409685248679]
['unfounded', 0.9667400413403507]
['outgoes', 0.9666627656343114]
['owing', 0.9666030385692694]
['cook', 0.9665275714089628]
['expeditions', 0.9665233339758715]
['_hymns', 0.9665087947122288]
['epimenides', 0.9664804519063682]
['unbroken', 0.9664804519063682]
['reine', 0.9664804519063682]
['amiable', 0.9664793882193351]
['barrenness', 0.9664793882193351]
['creep', 0.9664744183549897]
['californian', 0.9662811823927866]
['avenged', 0.966212220751153]
['somewhere', 0.966212220751153]
['insulting', 0.9661526674891401]
['the_', 0.966136626474376]
['mutter', 0.966136626474376]
['mercy', 0.966136626474376]
['sketches', 0.9661247291928471]
['reefs', 0.9661062278206272]
['develop', 0.9661062278206272]
['palates', 0.9661062278206272]
['organised', 0.9661062278206272]
['passed', 0.9661062278206272]
['despatch', 0.9660872631900959]
['warranty', 0.9660524974752217]
['estimated', 0.9660219665063684]
['summered', 0.96599382608374]
['suppers', 0.9659607320708139]
['cet', 0.9659164269949839]
['elevation', 0.9658318252313965]
['reptile', 0.9658299639729638]
['cardboard', 0.9658299639729638]
['ezra', 0.9658299639729638]
['mother', 0.9658299639729638]
['characteristics', 0.965802817065049]
['chin', 0.9657683627882719]
['incidents', 0.9657683627882719]
['brusquely', 0.9657683627882719]
['homeliest', 0.9657683627882719]
['tours', 0.9657683627882719]
['rove', 0.9657683627882719]
['governments', 0.9657683627882719]
['_liberty_', 0.9657683627882719]
['admiration', 0.9656702374074806]
['education_', 0.9656421341176743]
['cabalistic', 0.9654842901390454]
['ultimate', 0.9654306596959972]
['nominations', 0.9653285756867748]
['pleasurable', 0.9653221029845004]
['stiffly', 0.9653221029845004]
['scrupulous', 0.9653221029845004]
['friendships', 0.9652795560129346]
['rather', 0.9652791328976469]
['heafy', 0.9652322805733059]
['carlsfeld', 0.9652197669145157]
['realms', 0.9652197669145157]
['_oime', 0.9651458062717612]
['ofttimes', 0.96506792848151]
['_reveries_', 0.9650452928277033]
['righteous', 0.9650423733808519]
['agency', 0.9650378331261708]
['ye', 0.9650087307946902]
['bowling', 0.9649868922682371]
['interviews', 0.9649513882547853]
['sultan', 0.9649201469537735]
['insignia', 0.9649171113789504]
['barren', 0.9649084562059713]
['rigging', 0.9649084562059713]
['impediments', 0.9649084562059713]
['undistinguishable', 0.9649084562059713]
['caligula', 0.9649084562059713]
['kraighten', 0.9649084562059713]
['display', 0.9649084562059713]
['guitar', 0.9649084562059713]
['avoidable', 0.9649084562059713]
['stepmothers', 0.9649084562059713]
['skelter', 0.9649084562059713]
['tiring', 0.9649084562059713]
['never', 0.9649084562059713]
['shortening', 0.9649084562059713]
['buildings', 0.9649084562059713]
['waken', 0.9649084562059713]
['rusted', 0.9649084562059713]
['ted', 0.9649084562059713]
['illumined', 0.9649084562059713]
['embarrassment', 0.9649084562059713]
['cried', 0.9649084562059713]
['divination', 0.9649084562059713]
['gaul', 0.9649084562059713]
['illustrations', 0.9649084562059713]
['trance', 0.9649084562059713]
['behaving', 0.9649084562059713]
['corresponding', 0.9649084562059713]
['part', 0.9649084562059713]
['ached', 0.9649084562059713]
['conceit', 0.9649084562059713]
['withdrew', 0.9649084562059713]
['coupled', 0.9649084562059713]
['dish', 0.9649084562059713]
['posture', 0.9649084562059713]
['lad', 0.9649084562059713]
['umbrella', 0.9649084562059713]
['_where', 0.9649084562059713]
['horatius', 0.9649084562059713]
['stringin', 0.9649084562059713]
['efforts', 0.9649084562059713]
['water', 0.9649084562059713]
['sculptured', 0.9649084562059713]
['messages', 0.9647921775385805]
['gunpowder', 0.9647201618836473]
['gully', 0.9646795056401853]
['sauces', 0.9646499134313865]
['grisettes', 0.9646450075195819]
['characterize', 0.9646210449068403]
['raking', 0.9645805194606635]
['inconveniences', 0.9645597288403389]
['intricate', 0.9644121603001348]
['exist', 0.9643813023152191]
['perfect', 0.9643018502897315]
['fat', 0.9642453678370505]
['theous', 0.9641593945013694]
['puffy', 0.964133760912333]
['selfish', 0.9641055696616765]
['trifle', 0.9640616825576231]
['lizzy', 0.9640498785797998]
['surpasses', 0.9640467098204353]
['entertainment', 0.9640467098204353]
['restlessly', 0.9640344686955752]
['afflicted', 0.9639870997439206]
['evade', 0.9638306052193828]
['anger', 0.9637522819122408]
['1313', 0.9637109623234889]
['hopes', 0.9636565535497384]
['nebula', 0.9635411181482619]
['stating', 0.9635387789473152]
['pythagoras', 0.9635031720748269]
['unpacking', 0.9635031720748269]
['eyeing', 0.9635031720748269]
['salamander', 0.9634894739638804]
['blazing', 0.9634421480128859]
['treasured', 0.9633729479429806]
['pinch', 0.9633213532415661]
['chemicals', 0.963279090940586]
['reminiscent', 0.963279090940586]
['roger', 0.963279090940586]
['dreadful', 0.963279090940586]
['peaceful', 0.963279090940586]
['sward', 0.9631483858105969]
['degradation', 0.9631044411528114]
['nineteenths', 0.9631044411528114]
['physics', 0.9630627597164657]
['cheval', 0.9630627597164657]
['trogus', 0.9630563351307263]
['mouldering', 0.9630499434786157]
['sipping', 0.9630499434786157]
['emerson', 0.963039168342441]
['preventing', 0.9629997987792486]
['copperhead', 0.9629517092265618]
['orangeade', 0.9628876945864849]
['coolest', 0.9627565839474975]
['cabinet', 0.9626572285035873]
['copper', 0.9626013710527865]
['withstood', 0.9625913841954161]
['honolulu', 0.9624238465357158]
['hour', 0.9624003525869111]
['practically', 0.9622891766323751]
['eut', 0.962227328758626]
['compulsory', 0.9620716272206685]
['plume_', 0.9619948741079786]
['macebearer', 0.9619947792540307]
['revolve', 0.9619947792540307]
['shriek', 0.9619947792540307]
['prison', 0.9619947792540307]
['vise', 0.9619947792540307]
['zone', 0.9619410064403748]
['tutor', 0.9618979864046943]
['shimmered', 0.961765820779756]
['untrained', 0.9616897840956559]
['ride', 0.9615470977218927]
['moderating', 0.9615295098740416]
['myths', 0.9614834081176211]
['phalanxes', 0.9614693488383385]
['halting', 0.9614612276447247]
['contorted', 0.9613898649909567]
['communicant', 0.961100903748132]
['duration', 0.9606938174635672]
['canteens', 0.9605652139811668]
['antipathies', 0.9603773065910389]
['traveled', 0.9603720350374164]
['amen_', 0.9603717697173867]
['huntsman', 0.9602705697295693]
['headedness', 0.9602705340790816]
['dawned', 0.9602588698020789]
['diminishment', 0.9602192792017461]
['differences', 0.9601973126357867]
['visited', 0.9601438264886274]
['sheriffs', 0.9601438264886274]
['were', 0.9601248086086913]
['pandora', 0.9600834336854107]
['_prostitution', 0.9599321505478547]
['_never', 0.9598342647897328]
['gruntin', 0.9597688068179713]
['telepathy', 0.9597418620332249]
['adjustment', 0.9596924956576022]
['trotted', 0.9596341850206425]
['silius', 0.9595912746095892]
['putrefaction', 0.9595912746095892]
['argot', 0.9595912746095892]
['shambles', 0.9595912746095892]
['attributing', 0.9595912746095892]
['kansas', 0.9595456560326541]
['prior', 0.9593196848566127]
['sweltering', 0.9593196848566127]
['ida', 0.9592430493427667]
['iv', 0.9592236764265362]
['cloudiness', 0.9591188729686316]
['kegs', 0.9590423149936323]
['reserving', 0.9585887899009488]
['trickle', 0.9585028404624791]
['quietude', 0.9584513355602551]
['rising', 0.9584252575634234]
['philologorum', 0.9584221274286271]
['rapine', 0.958368657606776]
['practiced', 0.9583663991901389]
['omnipotent', 0.9583523456843176]
['chose', 0.9583523456843176]
['indians', 0.9583523456843176]
['magpies', 0.9581553002372989]
['jukes', 0.9581553002372989]
['firemen', 0.9581553002372989]
['residing', 0.9581553002372989]
['hypocrite', 0.9581553002372989]
['unhesitatingly', 0.9581553002372989]
['wheeling', 0.9580243293928775]
['burnt', 0.9579974423539166]
['flies', 0.9579920297544113]
['trades', 0.9579914740629443]
['monopolise', 0.9579295695029403]
['apple', 0.9577377370401219]
