['dramatic', 0.9987236910191375]
['china', 0.9598710212836687]
['faculty', 0.9598186729232532]
['main', 0.9597607642279944]
['crests', 0.9597362530433928]
['hesselius', 0.9596823194313653]
['grip', 0.9596656498434056]
['candlestick', 0.9596084780748592]
['habitually', 0.9596084780748592]
['makers', 0.9596084780748592]
['intensest', 0.9596084780748592]
['prosecuted', 0.9596084780748592]
['lui', 0.9596084780748592]
['princeton', 0.9596084780748592]
['support', 0.9596084780748592]
['begotten', 0.9596084780748592]
['plenipotentiaries', 0.9596084780748592]
['faggots', 0.9596084780748592]
['hog', 0.9596084780748592]
['delegating', 0.9596084780748592]
['mistake', 0.9596084780748592]
['sacrifice', 0.9596084780748592]
['imbecility', 0.9596084780748592]
['rackett', 0.9596084780748592]
['title', 0.9595594555257588]
['dear', 0.9594017750987575]
['decision', 0.959354546910895]
['unfrequent', 0.9579650860401185]
['plea', 0.9579569072569137]
['generaux', 0.9577878720185221]
['weaken', 0.9575663110768486]
['chercher', 0.9572141518834603]
['sanction', 0.9569554930478388]
['purchases', 0.956774042485724]
['hues', 0.9567706534511763]
['victorious', 0.9567662513332774]
['70', 0.9566563604143451]
['familiars', 0.9564970314319081]
['undoubtedly', 0.9564440454489707]
['traversing', 0.9563477787143158]
['through', 0.9563018255921224]
['touton', 0.9562169878055209]
['wing', 0.9562125636687955]
['duck', 0.9562118590791844]
['locating', 0.9561247800987988]
['plainer', 0.9560476171755432]
['bounds', 0.9559560322199359]
['portuguese', 0.9558990727515906]
['oddly', 0.9558563820589606]
['telegraphed', 0.9556685054276762]
['observances', 0.9556481479918739]
['trisagion', 0.9556001677309982]
['equaled', 0.9555725248511177]
['telescopes', 0.955522625902371]
['pinions', 0.9555083049950405]
['blackmail', 0.9554734890657982]
['taller', 0.9554601377028926]
['disgusting', 0.955319063248653]
['orphan', 0.9552293779554805]
['cap', 0.9552202456496083]
['dean', 0.9552190492456264]
['_barranca_', 0.9552030294432544]
['carry', 0.9551149522400844]
['woodshed', 0.9550880078136609]
['watertown', 0.9550688168535024]
['brick', 0.954870504396927]
['_status_', 0.9548193242016403]
['peremptorily', 0.954724875229945]
['ep', 0.9546176315157279]
['nocturnal', 0.9544492169075559]
['confined', 0.9541531019570223]
['generations', 0.954011613419796]
['leucothea', 0.9538712381286018]
['wakefield', 0.9538228363306224]
['cargoes', 0.9537300900311412]
['gomarus', 0.9535897611164085]
['duller', 0.9535665335157315]
['rumour', 0.9534641521612889]
['autre', 0.9534641521612889]
['quadrille', 0.9534595085415852]
['sparkled', 0.9533022745656405]
['referring', 0.9532978112351492]
['boulevard', 0.9532883866659583]
['cracking', 0.9532765685829617]
['hodgson', 0.9532700804530927]
['expects', 0.9531339176402952]
['tiny', 0.9530283958797154]
['sanscrit', 0.9529308583923016]
['pastures', 0.9529030787658669]
['hullo', 0.952865719066958]
['readiness', 0.9526485084337964]
['cheerful', 0.952046941534037]
['saddle', 0.9520226752536572]
['badly', 0.9517616665147898]
['tried', 0.95160274289007]
['dirt', 0.9515855417030844]
['took', 0.9515361593211275]
['espied', 0.9513628880637459]
['editors', 0.9512872012035055]
['persian', 0.9512014481908593]
['pail', 0.951156560993209]
['hates', 0.951156560993209]
['inflamed', 0.951156560993209]
['impaired', 0.9510348943910529]
['gutindex', 0.9509408528432387]
['acclaimed', 0.9509408528432387]
['immense', 0.9509031947077586]
['graceful', 0.9508619350809391]
['quiver', 0.9507069110799483]
['armchair', 0.9504589401718793]
['medium', 0.9504172988931551]
['canace', 0.9503374357179329]
['developed', 0.9502849665177298]
['velocities', 0.9502520842421691]
['miniature', 0.9501865135172329]
['chamberlains', 0.9501621238025951]
['prometheus', 0.9497661226171363]
['misinterpreted', 0.9497438711520964]
['kruft', 0.9496812001970358]
['ruts', 0.9493797609106707]
['alertly', 0.9493657555358213]
['diamonds', 0.9493595788271687]
['huskily', 0.9492533198146992]
['michael', 0.9487888365480882]
['sufferings', 0.9486858627604813]
['proofreading', 0.9482439011625138]
['courteous', 0.9482342514547062]
['incapacitated', 0.9481620968146309]
['eight', 0.9481211634481297]
['tapestry', 0.9481032509746099]
['nervousness', 0.9480147730933184]
['nimble', 0.9480135678932626]
['travels', 0.9479553997765895]
['epicurean', 0.9479264751557914]
['rescuing', 0.9478472994460557]
['immortality', 0.9477525251239756]
['surpassed', 0.947720956619282]
['ahead', 0.9476209047574286]
['farm', 0.947454195059181]
['legitimate', 0.9474172409408124]
['darkly', 0.9473165516059545]
['sociable', 0.947311029774781]
['toiled', 0.9472715205618611]
['pout', 0.9472594968506288]
['maternally', 0.9472209163368458]
['1698', 0.9470957186116599]
['pozzi', 0.946960158992823]
['execrating', 0.9469391007821186]
['ills', 0.9468984300486118]
['deepest', 0.9467239188086365]
['soldier', 0.9467226922194736]
['bayan', 0.946710667599971]
['gutenberg', 0.9466598399907955]
['corpulent', 0.9465783767682151]
['roads', 0.9465141195390031]
['richer', 0.946375847008422]
['lattice', 0.9463485922443945]
['minister', 0.9462129315712137]
['eras', 0.9461052407615004]
['junior', 0.9460936963784097]
['assemble', 0.9460258331915073]
['preferment', 0.9458693209790362]
['longchamp', 0.945640768250092]
['grayish', 0.9455447324654016]
['pyramids', 0.9454874328060088]
['quietly', 0.9454266095718198]
['glancing', 0.9454058811979831]
['kindly', 0.945341351409695]
['worried', 0.9453390834279967]
['abundant', 0.9453390834279967]
['foyer', 0.9453390834279967]
['verdict', 0.9452970751667872]
['quilting', 0.9452796105381847]
['tensity', 0.9452304829493141]
['nervously', 0.945227789696306]
['beatrice', 0.9452005008164538]
['surmounted', 0.9451963757633265]
['oferhear', 0.9451749378437156]
['attorney', 0.9450979626049087]
['real', 0.9449990556945208]
['aurore', 0.9449872339444088]
['wrap', 0.9447670828704382]
['maurice', 0.9445071684547998]
['_descending_', 0.9444755616408778]
['smith', 0.9442865981613953]
['streamed', 0.9441456100273187]
['thinks', 0.9440965480190784]
['repulsions', 0.9440965480190784]
['parisians', 0.9440965480190784]
['fester', 0.9440965480190784]
['situations', 0.9440147799447894]
['sarcasm', 0.9439430702399423]
['consolations', 0.9439371082118264]
['carboniferous', 0.9439171972744934]
['atlantic', 0.9438560963115051]
['funeral', 0.9436965647698173]
['praying', 0.9436823967316423]
['perron', 0.9436694746031118]
['last', 0.9435122490661114]
['angered', 0.943441390991004]
['face', 0.9434407347268307]
['hide', 0.9433680510015243]
['marcia', 0.9433413732630371]
['weigh', 0.9433413732630371]
['dominates', 0.9433413732630371]
['garnered', 0.9431299884082822]
['caves', 0.9431138470335595]
['capacities', 0.9429178950025545]
['cabalistic', 0.9428945029951505]
['traditions', 0.9426572074781318]
['yacht', 0.9425053622259418]
['noiseless', 0.9424349990950271]
['thrilling', 0.9422795713514238]
['perpetual', 0.9422348929119673]
['citizens', 0.9420288423659409]
['newly', 0.9417823136210303]
['originality', 0.9416015626979013]
['potel', 0.9415662822812078]
['10006', 0.9414957848708]
['exiles', 0.9413267148217195]
['sending', 0.9413102893111611]
['recommendations', 0.9411393692885401]
['petition_', 0.9410833624670025]
['seam', 0.9409256027823545]
['feebly', 0.9409256027823545]
['foremast', 0.9408978369846952]
['foamin', 0.9408673055542963]
['theseus', 0.9408026356366723]
['mile', 0.9407458129394161]
['christward', 0.9406863899592455]
['enviable', 0.9406863899592455]
['italy', 0.9406298929905224]
['papers', 0.9405284275577667]
['imitation', 0.940443403232838]
['ally', 0.9402747965529484]
['appointments', 0.9402455154502023]
['crisis', 0.9401576452942731]
['reverse', 0.9401576452942731]
['baffling', 0.9399987504072929]
['undo', 0.9398179112086039]
['lulled', 0.9397346201820991]
['silas', 0.9396982053265904]
['upsetting', 0.9396785797877719]
['desires', 0.9396724631902551]
['jeopardize', 0.9396673129146582]
['superadded', 0.9395340549679567]
['justify', 0.9394217070555076]
['protect', 0.9394217070555076]
['sor', 0.9394217070555076]
['apartments', 0.9393870623420312]
['brass', 0.9393465607705166]
['ballads', 0.9393292672788567]
['load', 0.9390417403051834]
['shoo', 0.9389929304294236]
['interrogation', 0.9389381275280261]
['disclosure', 0.9388715111316124]
['occasioned', 0.9388697846504787]
['railing', 0.9388004104803704]
['evidences', 0.9387725236705303]
['practiced', 0.9387568473092508]
['atto', 0.9387445617020999]
['sparklings', 0.9386887098800393]
['pleurisy', 0.9385728403172672]
['accustomed', 0.9385290718038632]
['ransom', 0.9385242052484463]
['jewelled', 0.9385242052484463]
['contemplate', 0.9385242052484463]
['gasp', 0.938307758096349]
['kingdoms', 0.938292974402151]
['processes', 0.9382181167867202]
['comply', 0.938031855317238]
['difficult', 0.9380185278938796]
['suspense', 0.9379073152441152]
['choke', 0.9377498101348841]
['illusion', 0.9376208576581953]
['notoriously', 0.9376208576581953]
['servitude', 0.937524386819492]
['fidgety', 0.9375214089448972]
['earnestly', 0.9374034029980411]
['production', 0.9371915327076303]
['flame', 0.9371353741051122]
['bowels', 0.9370468433682504]
['sewers', 0.9370135250921361]
['imperturbable', 0.9366433230587434]
['hinted', 0.9363838064828859]
['entrust', 0.9361993946968229]
['uncontrollable', 0.93610651509856]
['puzzling', 0.9360556896321841]
['heed', 0.9359838839414318]
['caricatures', 0.9359697662462082]
['ventured', 0.9356822126172715]
['commander', 0.9356412934532023]
['fraudulently', 0.9356009703045121]
['kindle', 0.9355869369398051]
['muddy', 0.935583690552805]
['infringing', 0.9355009961380478]
['catullus', 0.9354613810331339]
['stretched', 0.9354613810331339]
['stalk', 0.9354613810331339]
['stepping', 0.93528200521916]
['endeavoring', 0.9352642354528534]
['slithering', 0.9352642354528534]
['cellini', 0.9352642354528534]
['bois', 0.9352642354528534]
['plum', 0.9351178445290541]
['circulating', 0.9350629503755703]
['woodsmen', 0.9350629503755703]
['teas', 0.9349474064909764]
['marvel', 0.9348800832179739]
['_do_', 0.9348311589724561]
['sages', 0.9348311589724561]
['undignified', 0.9345324773942665]
['giant', 0.9344264545884216]
['alkalies', 0.9343441426576563]
['dimly', 0.9343318301454767]
['swineherd', 0.9342914921261083]
['respected', 0.9342914921261083]
['superfluous', 0.9342914921261083]
['biscuit', 0.9341279058411891]
['trolling', 0.9340919116051134]
['preacher', 0.9338491924892051]
['brushed', 0.9337636545332707]
['spacious', 0.9333603596341701]
['tusks', 0.933310374011929]
['transitory', 0.9330489839208084]
['broods', 0.9330353709260872]
['establishers', 0.9330026027010577]
['squaws', 0.9329784066092766]
['paintings', 0.9329154831705454]
['sympathy', 0.9328831248101482]
['596', 0.9328760238608593]
['sundays', 0.9326576758519527]
['drunkenly', 0.932564700353573]
['fashioned', 0.9325367405986769]
['facing', 0.9324777045319348]
['careful', 0.9324644415205617]
['endless', 0.9324515057523057]
['grateful', 0.9321789022207879]
['bulky', 0.9321432285493708]
['encounters', 0.9320753800717633]
['anna', 0.932037583224227]
['scrofula', 0.9319300446730066]
['breeding', 0.9319300446730066]
['disengaged', 0.9319300446730066]
['ministrants', 0.9319300446730066]
['berth', 0.9319300446730066]
['fantastically', 0.9317467207838247]
['lee', 0.9316815178741544]
['cession', 0.9316460807813305]
['doubled', 0.9315330887656517]
['retired', 0.9315330887656517]
['clotho', 0.9314898958236841]
['places', 0.9314657235835465]
['recognizes', 0.9314657235835465]
['spectacle', 0.9314657235835465]
['emptied', 0.9313592872071543]
['alighted', 0.931273916686385]
['booblimak', 0.9312267514566418]
['consented', 0.9312267514566418]
['kettle', 0.9311454381040185]
['hazed', 0.9309387350330779]
['doomsday', 0.9309342105764998]
['yourselves', 0.9308260420974541]
['sooner', 0.9307010018495269]
['landslide', 0.9306178070948772]
['campstools', 0.93059565765261]
['topsail', 0.9305176878007675]
['specter', 0.930507837559468]
['contend', 0.9304759979711082]
['regain', 0.9304095057534181]
['carries', 0.9304082936685657]
['sprawling', 0.9304040657900363]
['afro', 0.9303368428912717]
['_gul_', 0.9302771299078272]
['figures', 0.9302515600692037]
['graphic', 0.9300618655604761]
['observance', 0.9300449512637402]
['calculate', 0.9299589978248692]
['honorably', 0.9298919310663741]
['smallpox', 0.9297096483262136]
['inconsequently', 0.9295646502481858]
['curtseys', 0.9294513406697397]
['void', 0.929430932446536]
['reducible', 0.929430932446536]
['descend', 0.929430932446536]
['slouched', 0.929430932446536]
['seemingly', 0.929430932446536]
['navigators', 0.9293852059543547]
['cassia', 0.9291344588948466]
['outshowering', 0.9291344588948466]
['descriptive', 0.9291344588948466]
['shade', 0.9291344588948466]
['benignant', 0.9291020096204438]
['clawing', 0.9290454863170104]
['voulais', 0.929014003443814]
['shapes', 0.9289354768677935]
['energies', 0.9289069743498938]
['applause', 0.9288205887863263]
['escaped', 0.9287314815599935]
['prowlings', 0.9285951753832379]
['wealth', 0.9285407298954493]
['rabats', 0.9283603305634572]
['dios', 0.9282875957530117]
['bill', 0.9281076641814269]
['cordon', 0.9280605210197879]
['buttery', 0.9277039557131121]
['punish', 0.927634291976379]
['flora', 0.927634291976379]
['theorem', 0.927634291976379]
['latent', 0.9275966661671384]
['catholics', 0.9275647827708714]
['emerald', 0.9274864184275221]
['temper', 0.9274218269816638]
['sordid', 0.927383496228605]
['_truth_', 0.9272994274085327]
['kindness', 0.927134400626596]
['transcendently', 0.9271121228758353]
['cleanin', 0.9270924663240689]
['stowed', 0.926994384631574]
['telephone', 0.9267179670632495]
['surf', 0.9266413513033713]
['developing', 0.9265588377963887]
['late', 0.9265047263564915]
['apprehension', 0.926457681155474]
['nailmaker', 0.926457681155474]
['inlets', 0.926457681155474]
['up', 0.9264490604370467]
['organizations', 0.926186607338966]
['caught', 0.9260970001179228]
['_hymns', 0.9260479196709243]
['gaily', 0.9259388622487712]
['betrayal', 0.9259167185436865]
['departments', 0.9258719116659836]
['carven', 0.9258348065123012]
['valor', 0.9258307513022715]
['bible', 0.9255946013979457]
['sporadic', 0.9255212577524229]
['avenged', 0.925393053379773]
['somewhere', 0.925393053379773]
['insulting', 0.9252615535553148]
['exhortation', 0.9252168430227827]
['carts', 0.9250146345301165]
['unanimously', 0.9248304671606729]
['sparkle', 0.9248151597621761]
['breakdown', 0.9247147602269766]
['liveliness', 0.9247124161142751]
['chiuso', 0.9247124161142751]
['untiring', 0.9247124161142751]
['entitled', 0.9247124161142751]
['radically', 0.9247124161142751]
['tarred', 0.9247124161142751]
['swung', 0.9246769777477543]
['chop', 0.9246733616090762]
['rejoicing', 0.9244973673878975]
['collect', 0.9244816073630148]
['scalps', 0.9244598275707262]
['drawing', 0.924388897320901]
['libraries', 0.9243765403197353]
['continual', 0.9242396056545157]
['cigars', 0.9241554930310306]
['darkest', 0.9241554930310306]
['confines', 0.924049742681416]
['governing', 0.9240210908180392]
['chancery', 0.9240210908180392]
['attuned', 0.9240173279790718]
['masked', 0.9240173279790718]
['swords', 0.923949839304762]
['fogyism', 0.9238892781606776]
['pedestrians', 0.9238821885996593]
['assumption', 0.9238821885996593]
['conspicuously', 0.9238821885996593]
['shanghaied', 0.9238806328399796]
['wrecked', 0.9238150472942904]
['preliminaries', 0.9237896787253055]
['genus', 0.9236653912775754]
['proposition', 0.9236405577129478]
['certainty', 0.9235107598551788]
['wannsee', 0.9234501575713063]
['pleasurable', 0.9234275803543557]
['stiffly', 0.9234275803543557]
['scrupulous', 0.9234275803543557]
['reiterating', 0.9234266436170157]
['undaunted', 0.9234266436170157]
['dismay', 0.9233313570383141]
['promiscuous', 0.9232844344541806]
['wondered', 0.9232809919542467]
['siamese', 0.9231415001873038]
['hunchback', 0.923061687306788]
['discontent', 0.9230567090872904]
['invitation', 0.9230069485069221]
['wilts', 0.9229781396011765]
['archbishops', 0.9229758495040543]
['relented', 0.92294664277885]
['manages', 0.9229049160244324]
['domicile', 0.9228617747907258]
['represents', 0.922828743534528]
['palanquin', 0.9227980710716706]
['catalogues', 0.9226236258723636]
['translucent', 0.9224778124760061]
['concealed', 0.9223752417067551]
['milliards', 0.9222963826337395]
['matska', 0.92220264810478]
['bemused', 0.9221864806137374]
['gunpowder', 0.922098431514797]
['_finality_', 0.9220878227973774]
['er', 0.9220878227973774]
['ferret', 0.9220878227973774]
['shedding', 0.9220878227973774]
['herenberg', 0.9220878227973774]
['injunctions', 0.9220878227973774]
['manfully', 0.9220878227973774]
['warned', 0.9220878227973774]
['spielsberg', 0.9220868165542788]
['snout', 0.9219556452003513]
['reigned', 0.921942976787351]
['artifices', 0.9219421045672139]
['freeing', 0.9219421045672139]
['breathed', 0.9219421045672139]
['pessimistic', 0.9219421045672139]
['situated', 0.9219421045672139]
['bald', 0.9219421045672139]
['headgear', 0.9219421045672139]
['perforation', 0.9219421045672139]
['pinks', 0.9219421045672139]
['sceptre', 0.9219421045672139]
['saturninus', 0.9219421045672139]
['souffrante', 0.9219421045672139]
['valparaiso', 0.9219421045672139]
['chang', 0.9219421045672139]
['odd', 0.9219421045672139]
['overrun', 0.9219421045672139]
['catechism', 0.9219421045672139]
['strained', 0.9219421045672139]
['piles', 0.9219421045672139]
['streak', 0.9219421045672139]
['lighten', 0.9219421045672139]
['sovereigns', 0.9218635015930906]
['news', 0.9217755630222355]
['trace', 0.921706987723035]
['formulate', 0.92152550500052]
['gratify', 0.9215206395634943]
['sported', 0.9213645870508652]
['lethargy', 0.9211853024352479]
['undersecretary', 0.9211683632592883]
['mania', 0.9210656608381954]
['disclosed', 0.9209329271862634]
['maigs', 0.9207716633795517]
['pagan', 0.9207257752823883]
['contradictions', 0.9205963738506612]
['flaw', 0.9205326442617363]
['prow', 0.9205326442617363]
['_xxii_', 0.9204800082933986]
['cited', 0.9204041570727298]
['aint', 0.9204041570727298]
['opportunity', 0.9203982791160095]
['severity', 0.9203677908710143]
['schermie', 0.9202740681080191]
['soothed', 0.9202360367949148]
['springin', 0.920169164170231]
['involve', 0.9199957478162561]
['notion', 0.9199957478162561]
['anger', 0.9199612514169374]
['valley', 0.9197232301452316]
['sings', 0.9195306619016712]
['imposing', 0.919517118579026]
['marine', 0.9193154818884901]
['filenames', 0.9190801091761239]
['dying', 0.9190416497522451]
['giovanni', 0.9188527976554666]
['comparatively', 0.9187105417080661]
['phases', 0.9186685326672326]
['opposition', 0.9186411094015055]
['handily', 0.9184502034572135]
['terrestrials', 0.9183708164863005]
['traversed', 0.9182601549403185]
['theatrical', 0.9182601549403185]
['savages', 0.9182601549403185]
['publishing', 0.9182601549403185]
['pig', 0.9182601549403185]
['towers', 0.9182399939155357]
['prowess', 0.9181389889655139]
['hoare', 0.918070966861951]
['lampiste', 0.9179644542849567]
['whirl', 0.917954753830993]
['exclamations', 0.917909766355069]
['affidavy', 0.9178014476178994]
['lukewarm', 0.9177721516283102]
['time_', 0.9177423976909239]
['sweden', 0.9175840176969748]
['shoes', 0.917547594488434]
['raise', 0.9174609529751866]
['honore', 0.917274762107459]
['memories', 0.9172516114406787]
['forlorn', 0.917198655722901]
['renan', 0.9171667070315934]
['lessening', 0.9169833381454389]
['blindly', 0.9169246719060165]
['fridays', 0.9169175703649162]
['oracle', 0.9167810378194859]
['ferment', 0.9167648784583647]
['depleted', 0.9166842611262834]
['parody', 0.9166098257992557]
['jealous', 0.9165055594111002]
['energetic', 0.9164611977605669]
['under', 0.9164599425063971]
['dumb', 0.9164599425063971]
['amnii', 0.9162520024234009]
['urine', 0.9162008958095318]
['salient', 0.9161966223427098]
['dislodged', 0.9161710041150818]
['proserpine', 0.9160787424891259]
['loosed', 0.9159712237181505]
['conclusions', 0.9157355023629385]
['sailorman', 0.9157135368203309]
['counsellor', 0.9156421208702341]
['speakers', 0.915627894938972]
['break', 0.9156107517427124]
['brave', 0.9155378477383581]
['marcy', 0.9155008332984914]
['forests', 0.9154153008077763]
['enacted', 0.9154091732271248]
['fireballs', 0.9153523373036592]
['disillusioning', 0.9153523373036592]
['governess', 0.9153523373036592]
